league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90
ENG-Premier League,2425,Brentford,Bryan Mbeumo,CMR,Forward,24.0,1999.0,38,38,3414,37.9,20,7,27,15,5,6,3,0,12.3,7.5,8.3,15.9,130,141,351,0.53,0.18,0.71,0.4,0.58,0.32,0.22,0.54,0.2,0.42
ENG-Premier League,2425,Brentford,Christian Nørgaard,DEN,Midfielder,30.0,1994.0,34,34,2819,31.3,5,4,9,5,0,0,8,1,4.3,4.3,1.3,5.6,14,154,42,0.16,0.13,0.29,0.16,0.29,0.14,0.04,0.18,0.14,0.18
ENG-Premier League,2425,Brentford,Edmond-Paris Maghoma,ENG,Midfielder/Forward,23.0,2001.0,8,0,119,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,13,4,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17
ENG-Premier League,2425,Brentford,Ethan Pinnock,JAM,Defender,31.0,1993.0,22,21,1913,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.0,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11
ENG-Premier League,2425,Brentford,Fabio Carvalho,POR,Forward/Midfielder,21.0,2002.0,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.4,0.2,0.59,0.4,0.59,0.49,0.13,0.62,0.49,0.62
ENG-Premier League,2425,Brentford,Frank Onyeka,NGA,Midfielder,26.0,1998.0,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Gustavo Nunes,BRA,Forward/Midfielder,18.0,2005.0,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Hákon Rafn Valdimarsson,ISL,Goalkeeper,22.0,2001.0,2,1,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Jayden Meghoma,ENG,Defender,18.0,2006.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Keane Lewis-Potter,ENG,Defender/Forward,23.0,2001.0,38,36,3093,34.4,1,3,4,1,0,0,7,0,3.1,3.1,3.2,6.3,98,98,156,0.03,0.09,0.12,0.03,0.12,0.09,0.09,0.18,0.09,0.18
ENG-Premier League,2425,Brentford,Kevin Schade,GER,Forward,22.0,2001.0,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47
ENG-Premier League,2425,Brentford,Kim Jisoo,KOR,Defender,19.0,2004.0,3,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Kristoffer Ajer,NOR,Defender,26.0,1998.0,24,17,1438,16.0,0,0,0,0,0,0,5,0,1.0,1.0,1.2,2.2,27,56,44,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14
ENG-Premier League,2425,Brentford,Mads Roerslev,DEN,Defender,25.0,1999.0,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26
ENG-Premier League,2425,Brentford,Mark Flekken,NED,Goalkeeper,31.0,1993.0,37,37,3275,36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.01,0.01,0.0,0.01
ENG-Premier League,2425,Brentford,Mathias Jensen,DEN,Midfielder,28.0,1996.0,24,8,862,9.6,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,6,61,27,0.0,0.21,0.21,0.0,0.21,0.03,0.17,0.2,0.03,0.2
ENG-Premier League,2425,Brentford,Michael Kayode,ITA,Defender,20.0,2004.0,12,6,528,5.9,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.5,12,12,24,0.0,0.17,0.17,0.0,0.17,0.04,0.21,0.25,0.04,0.25
ENG-Premier League,2425,Brentford,Mikkel Damsgaard,DEN,Midfielder/Forward,24.0,2000.0,38,34,2911,32.3,2,10,12,2,0,0,2,0,2.8,2.8,8.4,11.2,73,234,137,0.06,0.31,0.37,0.06,0.37,0.09,0.26,0.35,0.09,0.35
ENG-Premier League,2425,Brentford,Nathan Collins,IRL,Defender,23.0,2001.0,38,38,3420,38.0,2,3,5,2,0,0,5,0,2.5,2.5,1.8,4.3,32,127,18,0.05,0.08,0.13,0.05,0.13,0.07,0.05,0.11,0.07,0.11
ENG-Premier League,2425,Brentford,Rico Henry,ENG,Defender,27.0,1997.0,5,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Ryan Trevitt,ENG,Midfielder,21.0,2003.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brentford,Sepp van den Berg,NED,Defender,22.0,2001.0,31,29,2586,28.7,0,0,0,0,0,0,3,0,2.0,2.0,0.8,2.8,12,79,28,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1
ENG-Premier League,2425,Brentford,Thiago,BRA,Forward/Midfielder,23.0,2001.0,8,1,175,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,4,8,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.1,0.07,0.1
ENG-Premier League,2425,Brentford,Vitaly Janelt,GER,Midfielder,26.0,1998.0,32,27,2254,25.0,1,3,4,1,0,0,3,0,0.8,0.8,2.2,3.0,17,80,38,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12
ENG-Premier League,2425,Brentford,Yehor Yarmoliuk,UKR,Midfielder,20.0,2004.0,31,15,1450,16.1,0,0,0,0,0,0,6,0,0.6,0.6,0.9,1.5,15,63,47,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
ENG-Premier League,2425,Brentford,Yoane Wissa,COD,Forward,27.0,1996.0,35,34,2919,32.4,19,4,23,19,0,0,5,0,18.5,18.5,2.6,21.1,60,67,154,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65
ENG-Premier League,2425,Brentford,Yunus Emre Konak,TUR,Forward/Midfielder,18.0,2006.0,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33
ENG-Premier League,2425,Brighton,Adam Webster,ENG,Defender,29.0,1995.0,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,8,63,2,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
ENG-Premier League,2425,Brighton,Bart Verbruggen,NED,Goalkeeper,21.0,2002.0,36,36,3240,36.0,0,1,1,0,0,0,5,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Billy Gilmour,SCO,Midfielder,23.0,2001.0,2,1,98,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,11,2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
ENG-Premier League,2425,Brighton,Brajan Gruda,GER,Midfielder/Forward,20.0,2004.0,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43
ENG-Premier League,2425,Brighton,Carlos Baleba,CMR,Midfielder,20.0,2004.0,34,31,2661,29.6,3,1,4,3,0,0,8,1,3.1,3.1,1.3,4.4,43,118,29,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15
ENG-Premier League,2425,Brighton,Danny Welbeck,ENG,Forward,33.0,1990.0,30,24,2115,23.5,10,4,14,9,1,1,5,0,9.6,8.8,1.4,10.1,21,47,95,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43
ENG-Premier League,2425,Brighton,Diego Gómez,PAR,Midfielder,21.0,2003.0,16,4,516,5.7,1,0,1,1,0,0,0,0,0.9,0.9,0.7,1.6,8,27,23,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28
ENG-Premier League,2425,Brighton,Eiran Cashin,IRL,Defender,22.0,2001.0,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Evan Ferguson,IRL,Forward,19.0,2004.0,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35
ENG-Premier League,2425,Brighton,Ferdi Kadioglu,TUR,Defender/Midfielder,24.0,1999.0,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14
ENG-Premier League,2425,Brighton,Georginio Rutter,FRA,Midfielder/Forward,22.0,2002.0,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39
ENG-Premier League,2425,Brighton,Harry Howell,ENG,Forward,15.0,2008.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Igor,BRA,Defender,26.0,1998.0,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ENG-Premier League,2425,Brighton,Jack Hinshelwood,ENG,Midfielder/Defender,19.0,2005.0,26,22,1842,20.5,5,2,7,5,0,0,5,0,2.7,2.7,1.5,4.2,19,68,54,0.24,0.1,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21
ENG-Premier League,2425,Brighton,Jakub Moder,POL,Midfielder,25.0,1999.0,4,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45
ENG-Premier League,2425,Brighton,James Milner,ENG,Midfielder,38.0,1986.0,4,3,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,10,10,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21
ENG-Premier League,2425,Brighton,Jan Paul van Hecke,NED,Defender,24.0,2000.0,34,33,2958,32.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.8,55,228,5,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09
ENG-Premier League,2425,Brighton,Jason Steele,ENG,Goalkeeper,33.0,1990.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Jeremy Sarmiento,ECU,Midfielder,22.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,João Pedro,BRA,Forward/Midfielder,22.0,2001.0,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46
ENG-Premier League,2425,Brighton,Joël Veltman,NED,Defender,32.0,1992.0,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05
ENG-Premier League,2425,Brighton,Julio Enciso,PAR,Midfielder/Forward,20.0,2004.0,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38
ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,Forward/Midfielder,27.0,1997.0,36,28,2603,28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48
ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,Defender,32.0,1991.0,25,23,2083,23.1,0,0,0,0,0,0,5,0,0.8,0.8,0.5,1.3,20,142,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,Defender/Midfielder,24.0,1999.0,25,10,1015,11.3,1,3,4,1,0,0,6,0,0.8,0.8,1.6,2.4,18,62,23,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,Midfielder,23.0,2000.0,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,2.4,4.4,22,38,52,0.19,0.19,0.38,0.1,0.29,0.27,0.23,0.5,0.2,0.42
ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,Defender,26.0,1998.0,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,Forward/Midfielder,22.0,2002.0,29,12,1097,12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,50,18,136,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4
ENG-Premier League,2425,Brighton,Solly March,ENG,Forward/Midfielder,30.0,1994.0,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19
ENG-Premier League,2425,Brighton,Tariq Lamptey,GHA,Defender,23.0,2000.0,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,Forward/Midfielder,20.0,2004.0,32,20,1838,20.4,6,4,10,6,0,0,6,0,4.1,4.1,5.0,9.1,90,48,201,0.29,0.2,0.49,0.29,0.49,0.2,0.24,0.44,0.2,0.44
ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,Midfielder,20.0,2003.0,34,22,1965,21.8,2,1,3,2,0,0,3,0,2.4,2.4,2.3,4.8,30,75,61,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22
ENG-Premier League,2425,Chelsea,Axel Disasi,FRA,Defender,26.0,1998.0,6,4,364,4.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,6,16,2,0.25,0.0,0.25,0.25,0.25,0.07,0.02,0.09,0.07,0.09
ENG-Premier League,2425,Chelsea,Benoît Badiashile,FRA,Defender,23.0,2001.0,5,3,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,Forward,26.0,1997.0,27,9,921,10.2,3,2,5,3,0,0,2,0,4.8,4.8,2.1,6.9,17,25,68,0.29,0.2,0.49,0.29,0.49,0.47,0.21,0.68,0.47,0.67
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,Midfielder/Forward,22.0,2002.0,37,36,3191,35.5,15,8,23,11,4,5,7,0,17.3,13.3,10.9,24.2,120,214,187,0.42,0.23,0.65,0.31,0.54,0.49,0.31,0.79,0.38,0.68
ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,Midfielder,23.0,2001.0,36,32,2947,32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.4,0.18,0.4,0.19,0.21,0.39,0.19,0.39
ENG-Premier League,2425,Chelsea,Filip Jørgensen,DEN,Goalkeeper,22.0,2002.0,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,Forward,24.0,2000.0,31,19,1764,19.6,3,4,7,3,0,0,2,0,2.2,2.2,3.7,5.8,102,90,225,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3
ENG-Premier League,2425,Chelsea,Joshua Acheampong,ENG,Defender,18.0,2006.0,4,2,170,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
ENG-Premier League,2425,Chelsea,João Félix,POR,Forward/Midfielder,24.0,1999.0,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78
ENG-Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,ENG,Midfielder/Forward,25.0,1998.0,13,2,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,5,14,11,0.0,0.34,0.34,0.0,0.34,0.08,0.36,0.44,0.08,0.44
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,Defender,21.0,2003.0,35,35,3149,35.0,2,1,3,2,0,0,9,0,1.9,1.9,1.1,3.0,14,131,12,0.06,0.03,0.09,0.06,0.09,0.05,0.03,0.09,0.05,0.09
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,Defender,21.0,2003.0,32,19,1862,20.7,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,50,119,85,0.0,0.05,0.05,0.0,0.05,0.08,0.07,0.15,0.08,0.15
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,Defender,26.0,1998.0,36,33,2988,33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,35,118,117,0.15,0.03,0.18,0.15,0.18,0.08,0.06,0.15,0.08,0.15
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,Forward,18.0,2006.0,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
ENG-Premier League,2425,Chelsea,Mathis Amougou,FRA,Midfielder,18.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Moisés Caicedo,ECU,Midfielder/Defender,22.0,2001.0,38,38,3351,37.2,1,2,3,1,0,0,11,0,0.8,0.8,3.0,3.8,43,215,37,0.03,0.05,0.08,0.03,0.08,0.02,0.08,0.1,0.02,0.1
ENG-Premier League,2425,Chelsea,Mykhailo Mudryk,UKR,Forward,23.0,2001.0,7,1,151,1.7,0,0,0,0,0,0,0,0,0.3,0.3,1.0,1.2,7,5,12,0.0,0.0,0.0,0.0,0.0,0.15,0.58,0.73,0.15,0.73
ENG-Premier League,2425,Chelsea,Nicolas Jackson,SEN,Forward,23.0,2001.0,30,28,2220,24.7,10,5,15,10,0,0,7,1,12.3,12.3,4.3,16.6,47,38,129,0.41,0.2,0.61,0.41,0.61,0.5,0.17,0.67,0.5,0.67
ENG-Premier League,2425,Chelsea,Noni Madueke,ENG,Forward,22.0,2002.0,32,27,2033,22.6,7,3,10,7,0,0,3,0,9.6,9.6,4.2,13.9,154,69,226,0.31,0.13,0.44,0.31,0.44,0.43,0.19,0.61,0.43,0.61
ENG-Premier League,2425,Chelsea,Pedro Neto,POR,Forward,24.0,2000.0,35,24,2269,25.2,4,6,10,4,0,0,8,0,3.5,3.5,6.7,10.2,126,60,253,0.16,0.24,0.4,0.16,0.4,0.14,0.27,0.4,0.14,0.4
ENG-Premier League,2425,Chelsea,Reece James,ENG,Defender/Midfielder,24.0,1999.0,19,12,1063,11.8,1,1,2,1,0,0,1,0,0.4,0.4,0.7,1.1,7,64,12,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.1
ENG-Premier League,2425,Chelsea,Renato Veiga,POR,Defender/Midfielder,21.0,2003.0,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
ENG-Premier League,2425,Chelsea,Robert Sánchez,ESP,Goalkeeper,26.0,1997.0,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Roméo Lavia,BEL,Midfielder,20.0,2004.0,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,0.0,0.11,0.11,0.0,0.11,0.03,0.08,0.11,0.03,0.11
ENG-Premier League,2425,Chelsea,Shumaira Mheuka,ENG,Midfielder,16.0,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,5.06,0.0,5.06,5.06,5.06
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,Defender,26.0,1997.0,22,15,1409,15.7,1,1,2,1,0,0,4,0,0.9,0.9,0.2,1.2,5,42,1,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,ENG,Defender,25.0,1999.0,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2.0,4,37,2,0.0,0.1,0.1,0.0,0.1,0.08,0.12,0.19,0.08,0.19
ENG-Premier League,2425,Chelsea,Tyrique George,ENG,Forward,18.0,2006.0,8,1,183,2.0,1,1,2,1,0,0,1,0,0.2,0.2,0.7,0.9,9,3,22,0.49,0.49,0.98,0.49,0.98,0.1,0.36,0.46,0.1,0.46
ENG-Premier League,2425,Chelsea,Wesley Fofana,FRA,Defender,23.0,2000.0,14,14,1172,13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.06
ENG-Premier League,2425,Crystal Palace,Adam Wharton,ENG,Midfielder,20.0,2004.0,20,16,1318,14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.0,3.4,14,107,11,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,ENG,Midfielder,18.0,2005.0,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,0,1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79
ENG-Premier League,2425,Crystal Palace,Ben Chilwell,ENG,Defender,27.0,1996.0,8,1,259,2.9,1,0,1,1,0,0,1,0,0.2,0.2,0.8,1.0,5,8,15,0.35,0.0,0.35,0.35,0.35,0.08,0.26,0.34,0.08,0.34
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,ENG,Defender,18.0,2006.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Chadi Riad,MAR,Defender,21.0,2003.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,Midfielder,24.0,2000.0,13,4,452,5.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,2,19,7,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
ENG-Premier League,2425,Crystal Palace,Chris Richards,USA,Defender,24.0,2000.0,24,22,1922,21.4,1,0,1,1,0,0,4,1,1.4,1.4,0.1,1.5,6,39,2,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,JPN,Midfielder,27.0,1996.0,34,15,1564,17.4,0,0,0,0,0,0,4,1,1.1,1.1,1.9,3.0,25,89,56,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,COL,Defender,28.0,1996.0,37,37,3228,35.9,4,5,9,4,0,0,10,0,4.9,4.9,5.5,10.5,62,97,206,0.11,0.14,0.25,0.11,0.25,0.14,0.15,0.29,0.14,0.29
ENG-Premier League,2425,Crystal Palace,Dean Henderson,ENG,Goalkeeper,27.0,1997.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,ENG,Midfielder/Forward,26.0,1998.0,34,31,2588,28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,Forward/Midfielder,25.0,1999.0,29,9,1034,11.5,3,1,4,3,0,0,6,1,5.8,5.8,1.7,7.4,41,19,79,0.26,0.09,0.35,0.26,0.35,0.5,0.15,0.65,0.5,0.65
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,Midfielder,26.0,1998.0,38,30,2711,30.1,8,6,14,8,0,0,4,0,10.7,10.7,8.5,19.2,75,85,183,0.27,0.2,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,Forward,27.0,1997.0,37,33,2648,29.4,14,2,16,12,2,2,2,0,13.5,11.9,3.2,15.1,45,52,122,0.48,0.07,0.54,0.41,0.48,0.46,0.11,0.57,0.41,0.51
