league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90
ITA-Serie A,2425,Fiorentina,Amir Richardson,MAR,Midfielder,22.0,2002.0,26,10,1024,11.4,1,1,2,1,0,0,6,0,0.9,0.9,0.6,1.5,19,47,31,0.09,0.09,0.18,0.09,0.18,0.07,0.05,0.12,0.07,0.12
ITA-Serie A,2425,Fiorentina,Andrea Colpani,ITA,Forward/Midfielder,25.0,1999.0,24,17,1432,15.9,2,1,3,2,0,0,1,0,2.7,2.7,1.3,3.9,37,57,129,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.24,0.17,0.24
ITA-Serie A,2425,Fiorentina,Antonín Barák,CZE,Midfielder,29.0,1994.0,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.0,0.0,0.0,0.0,0.0,0.13,0.47,0.6,0.13,0.6
ITA-Serie A,2425,Fiorentina,Cher Ndour,ITA,Midfielder/Defender,20.0,2004.0,9,4,406,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,12,17,26,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2425,Fiorentina,Christian Kouamé,CIV,Forward/Midfielder,26.0,1997.0,18,5,622,6.9,0,1,1,0,0,0,1,0,1.1,1.1,1.5,2.5,7,16,46,0.0,0.14,0.14,0.0,0.14,0.15,0.21,0.37,0.15,0.37
ITA-Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,Defender,31.0,1992.0,8,5,433,4.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,3,15,17,0.21,0.0,0.21,0.21,0.21,0.03,0.06,0.1,0.03,0.1
ITA-Serie A,2425,Fiorentina,Danilo Cataldi,ITA,Midfielder,29.0,1994.0,24,22,1712,19.0,3,0,3,3,0,0,1,0,1.1,1.1,0.8,1.9,18,90,16,0.16,0.0,0.16,0.16,0.16,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2425,Fiorentina,David de Gea,ESP,Goalkeeper,33.0,1990.0,34,34,3060,34.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2425,Fiorentina,Dodô,BRA,Defender,25.0,1998.0,34,34,3025,33.6,0,4,4,0,0,0,8,0,1.4,1.4,4.2,5.6,143,128,193,0.0,0.12,0.12,0.0,0.12,0.04,0.12,0.16,0.04,0.16
ITA-Serie A,2425,Fiorentina,Edoardo Bove,ITA,Midfielder/Forward,22.0,2002.0,11,10,836,9.3,1,2,3,1,0,0,3,0,0.6,0.6,1.5,2.1,12,37,24,0.11,0.22,0.32,0.11,0.32,0.06,0.16,0.22,0.06,0.22
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,ITA,Defender/Midfielder,23.0,2000.0,25,11,1049,11.7,2,0,2,2,0,0,3,0,0.5,0.5,0.8,1.3,25,40,35,0.17,0.0,0.17,0.17,0.17,0.04,0.07,0.1,0.04,0.1
ITA-Serie A,2425,Fiorentina,Jonathan Ikone,FRA,Forward/Midfielder,26.0,1998.0,14,1,334,3.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,12,13,39,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.23,0.21,0.23
ITA-Serie A,2425,Fiorentina,Luca Ranieri,ITA,Defender,25.0,1999.0,35,34,2981,33.1,0,3,3,0,0,0,7,0,1.1,1.1,1.7,2.7,25,80,11,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08
ITA-Serie A,2425,Fiorentina,Lucas Beltrán,ARG,Forward/Midfielder,23.0,2001.0,32,20,1864,20.7,5,4,9,3,2,3,6,0,5.4,3.1,3.0,6.1,23,64,94,0.24,0.19,0.43,0.14,0.34,0.25,0.14,0.39,0.14,0.28
ITA-Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,Defender,28.0,1996.0,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.26,0.0,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19
ITA-Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,Forward,18.0,2006.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Marin Pongračić,CRO,Defender,26.0,1997.0,19,14,1292,14.4,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,7,34,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
ITA-Serie A,2425,Fiorentina,Matias Moreno,ARG,Defender,20.0,2003.0,4,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ITA-Serie A,2425,Fiorentina,Michael Folorunsho,ITA,Forward/Midfielder,26.0,1998.0,14,6,650,7.2,0,0,0,0,0,0,5,0,1.1,1.1,0.6,1.7,13,21,33,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.15,0.23
ITA-Serie A,2425,Fiorentina,Michael Kayode,ITA,Defender/Forward,20.0,2004.0,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,8,6,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.21,0.07,0.21
ITA-Serie A,2425,Fiorentina,Moise Kean,ITA,Forward,24.0,2000.0,31,30,2615,29.1,17,3,20,16,1,2,5,0,19.4,17.9,1.9,19.7,42,26,143,0.59,0.1,0.69,0.55,0.65,0.65,0.06,0.71,0.59,0.66
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,Midfielder,23.0,2001.0,15,10,962,10.7,1,2,3,1,0,0,0,0,0.5,0.5,3.0,3.5,15,50,19,0.09,0.19,0.28,0.09,0.28,0.05,0.28,0.32,0.05,0.32
ITA-Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,Forward,25.0,1999.0,9,4,343,3.8,0,0,0,0,0,0,2,1,0.7,0.6,0.2,0.9,8,5,20,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.22,0.15,0.21
ITA-Serie A,2425,Fiorentina,Pablo Marí,ESP,Defender,30.0,1993.0,13,12,1098,12.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,Defender,19.0,2005.0,32,23,2110,23.4,1,0,1,1,0,0,5,0,0.5,0.5,0.6,1.1,14,75,12,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.05,0.02,0.05
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,ITA,Goalkeeper,34.0,1990.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,ITA,Forward/Midfielder,25.0,1999.0,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19
ITA-Serie A,2425,Fiorentina,Robin Gosens,GER,Defender,30.0,1994.0,31,28,2434,27.0,5,5,10,5,0,0,6,0,1.8,1.8,2.4,4.1,31,102,91,0.18,0.18,0.37,0.18,0.37,0.06,0.08,0.15,0.06,0.15
ITA-Serie A,2425,Fiorentina,Rolando Mandragora,ITA,Midfielder,27.0,1997.0,28,22,1856,20.6,4,2,6,3,1,1,7,0,2.7,1.9,4.8,6.6,11,92,34,0.19,0.1,0.29,0.15,0.24,0.12,0.22,0.35,0.09,0.31
ITA-Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,Midfielder,27.0,1996.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2425,Fiorentina,Tommaso Rubino,ITA,Midfielder,17.0,2006.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.53
ITA-Serie A,2425,Fiorentina,Yacine Adli,FRA,Midfielder,24.0,2000.0,25,14,1219,13.5,4,6,10,4,0,0,3,1,1.0,1.0,2.4,3.4,24,103,30,0.3,0.44,0.74,0.3,0.74,0.08,0.17,0.25,0.08,0.25
ITA-Serie A,2425,Genoa,Aarón Martín,ESP,Defender,27.0,1997.0,36,35,3085,34.3,0,8,8,0,0,0,5,0,0.9,0.9,5.5,6.4,50,90,108,0.0,0.23,0.23,0.0,0.23,0.03,0.16,0.19,0.03,0.19
ITA-Serie A,2425,Genoa,Alan Matturro,URU,Defender,19.0,2004.0,13,9,900,10.0,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,12,15,9,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
ITA-Serie A,2425,Genoa,Alessandro Marcandalli,ITA,Defender,21.0,2002.0,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Alessandro Vogliacco,ITA,Defender,25.0,1998.0,12,8,715,7.9,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.4,9,26,2,0.25,0.0,0.25,0.25,0.25,0.17,0.0,0.17,0.17,0.17
ITA-Serie A,2425,Genoa,Alessandro Zanoli,ITA,Forward/Defender,23.0,2000.0,31,19,1711,19.0,1,0,1,1,0,0,3,0,0.4,0.4,1.6,2.0,65,27,90,0.05,0.0,0.05,0.05,0.05,0.02,0.08,0.11,0.02,0.11
ITA-Serie A,2425,Genoa,Andrea Pinamonti,ITA,Forward,25.0,1999.0,36,33,2850,31.7,10,1,11,10,0,1,4,0,7.7,7.0,1.7,8.7,20,46,132,0.32,0.03,0.35,0.32,0.35,0.24,0.05,0.3,0.22,0.27
ITA-Serie A,2425,Genoa,Benjamin Siegrist,SUI,Goalkeeper,32.0,1992.0,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,Defender/Forward,20.0,2004.0,14,8,719,8.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,12,18,21,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2425,Genoa,Caleb Ekuban,GHA,Forward,30.0,1994.0,18,3,555,6.2,1,3,4,1,0,0,1,0,2.8,2.8,0.8,3.5,7,8,42,0.16,0.49,0.65,0.16,0.65,0.45,0.12,0.57,0.45,0.57
ITA-Serie A,2425,Genoa,Daniele Sommariva,ITA,Goalkeeper,27.0,1997.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,David Akpan Ankeye,NGA,Forward/Midfielder,22.0,2002.0,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Emil Bohinen,NOR,Midfielder,25.0,1999.0,3,1,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,5,2,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.09,0.06,0.09
ITA-Serie A,2425,Genoa,Fabio Miretti,ITA,Midfielder/Forward,20.0,2003.0,25,22,1677,18.6,3,3,6,3,0,0,2,0,3.1,3.1,2.0,5.1,33,54,100,0.16,0.16,0.32,0.16,0.32,0.17,0.11,0.27,0.17,0.27
ITA-Serie A,2425,Genoa,Federico Accornero,ITA,Midfielder,20.0,2004.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Filippo Melegoni,ITA,Midfielder/Forward,25.0,1999.0,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,0,1,2,0.0,1.01,1.01,0.0,1.01,0.04,0.51,0.55,0.04,0.55
ITA-Serie A,2425,Genoa,Gastón Pereiro,URU,Midfielder,29.0,1995.0,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Honest Ahanor,ITA,Defender/Midfielder,16.0,2008.0,6,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,3,7,0.0,0.0,0.0,0.0,0.0,0.17,0.04,0.21,0.17,0.21
ITA-Serie A,2425,Genoa,Jean Onana,CMR,Midfielder,24.0,2000.0,9,2,304,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
ITA-Serie A,2425,Genoa,Jeff Ekhator,ITA,Forward/Midfielder,17.0,2006.0,24,6,769,8.5,1,1,2,1,0,0,1,0,1.3,1.3,1.0,2.3,4,14,51,0.12,0.12,0.23,0.12,0.23,0.16,0.12,0.27,0.16,0.27
ITA-Serie A,2425,Genoa,Johan Vásquez,MEX,Defender,25.0,1998.0,36,34,3041,33.8,3,0,3,3,0,0,9,0,2.4,2.4,0.3,2.7,37,96,12,0.09,0.0,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08
ITA-Serie A,2425,Genoa,Junior Messias,BRA,Midfielder/Forward,33.0,1991.0,17,8,847,9.4,1,1,2,1,0,1,1,0,2.4,1.4,0.7,2.1,32,32,49,0.11,0.11,0.21,0.11,0.21,0.25,0.07,0.33,0.15,0.23
ITA-Serie A,2425,Genoa,Koni De Winter,BEL,Defender,22.0,2002.0,25,23,2135,23.7,3,0,3,3,0,0,6,0,2.1,2.1,0.2,2.3,10,56,10,0.13,0.0,0.13,0.13,0.13,0.09,0.01,0.1,0.09,0.1
ITA-Serie A,2425,Genoa,Lior Kasa,ISR,Midfielder/Forward,18.0,2005.0,8,2,230,2.6,0,0,0,0,0,0,2,0,1.1,1.1,0.1,1.2,1,7,7,0.0,0.0,0.0,0.0,0.0,0.45,0.03,0.48,0.45,0.48
ITA-Serie A,2425,Genoa,Lorenzo Venturino,ITA,Forward/Midfielder,18.0,2006.0,6,1,167,1.9,2,0,2,2,0,0,0,0,0.7,0.7,0.2,0.9,5,7,10,1.08,0.0,1.08,1.08,1.08,0.39,0.1,0.49,0.39,0.49
ITA-Serie A,2425,Genoa,Mario Balotelli,ITA,Forward/Midfielder,33.0,1990.0,6,0,62,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
ITA-Serie A,2425,Genoa,Mattia Bani,ITA,Defender,30.0,1993.0,20,19,1507,16.7,0,0,0,0,0,0,3,0,1.2,1.2,0.2,1.4,6,25,3,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08
ITA-Serie A,2425,Genoa,Maxwel Cornet,CIV,Forward/Midfielder,27.0,1996.0,7,2,246,2.7,2,1,3,2,0,0,0,0,1.0,1.0,0.6,1.6,8,4,26,0.73,0.37,1.1,0.73,1.1,0.37,0.22,0.59,0.37,0.59
ITA-Serie A,2425,Genoa,Milan Badelj,CRO,Midfielder,35.0,1989.0,23,21,1472,16.4,1,0,1,1,0,0,2,0,1.0,1.0,1.1,2.1,8,83,14,0.06,0.0,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13
ITA-Serie A,2425,Genoa,Morten Frendrup,DEN,Midfielder,23.0,2001.0,35,35,3103,34.5,2,0,2,2,0,0,5,0,1.6,1.6,0.9,2.5,24,106,29,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07
ITA-Serie A,2425,Genoa,Morten Thorsby,NOR,Midfielder/Forward,28.0,1996.0,30,22,1898,21.1,0,1,1,0,0,0,6,0,2.8,2.8,2.1,4.9,24,58,76,0.0,0.05,0.05,0.0,0.05,0.13,0.1,0.23,0.13,0.23
ITA-Serie A,2425,Genoa,Nicola Leali,ITA,Goalkeeper,31.0,1993.0,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Patrizio Masini,ITA,Midfielder,23.0,2001.0,26,16,1538,17.1,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,16,44,27,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2425,Genoa,Pierluigi Gollini,ITA,Goalkeeper,29.0,1995.0,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,Midfielder/Forward,31.0,1993.0,9,4,383,4.3,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,3,32,10,0.0,0.47,0.47,0.0,0.47,0.06,0.35,0.41,0.06,0.41
ITA-Serie A,2425,Genoa,Sebastian Otoa,DEN,Defender,20.0,2004.0,3,3,179,2.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Genoa,Stefano Sabelli,ITA,Defender,31.0,1993.0,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43,0.0,0.09,0.09,0.0,0.09,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2425,Genoa,Vitinha,POR,Forward/Midfielder,24.0,2000.0,25,16,1328,14.8,2,3,5,2,0,0,2,0,1.6,1.6,3.3,5.0,38,19,71,0.14,0.2,0.34,0.14,0.34,0.11,0.23,0.34,0.11,0.34
ITA-Serie A,2425,Hellas Verona,Abdou Harroui,NED,Midfielder/Forward,26.0,1998.0,10,5,463,5.1,1,2,3,1,0,0,1,0,2.2,2.2,0.4,2.6,23,21,34,0.19,0.39,0.58,0.19,0.58,0.43,0.09,0.51,0.43,0.51
ITA-Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,Forward/Midfielder,17.0,2006.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46
ITA-Serie A,2425,Hellas Verona,Amin Sarr,SWE,Forward,23.0,2001.0,32,25,1907,21.2,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,103,0.19,0.05,0.24,0.19,0.24,0.15,0.1,0.25,0.15,0.25
ITA-Serie A,2425,Hellas Verona,Antoine Bernede,FRA,Midfielder,25.0,1999.0,14,7,594,6.6,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.2,7,29,22,0.15,0.0,0.15,0.15,0.15,0.12,0.07,0.19,0.12,0.19
ITA-Serie A,2425,Hellas Verona,Casper Tengstedt,DEN,Forward,24.0,2000.0,25,20,1517,16.9,6,1,7,5,1,1,2,0,5.3,4.5,0.9,5.4,29,29,85,0.36,0.06,0.42,0.3,0.36,0.31,0.05,0.37,0.27,0.32
ITA-Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,SEN,Midfielder,24.0,2000.0,11,8,755,8.4,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,5,25,15,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
ITA-Serie A,2425,Hellas Verona,Dailon Livramento,CPV,Forward/Midfielder,23.0,2001.0,29,8,940,10.4,1,1,2,1,0,0,2,1,1.8,1.8,0.9,2.7,23,13,67,0.1,0.1,0.19,0.1,0.19,0.17,0.09,0.26,0.17,0.26
ITA-Serie A,2425,Hellas Verona,Daniel Bandeira,POR,Midfielder,24.0,2000.0,11,4,407,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,1,25,4,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
ITA-Serie A,2425,Hellas Verona,Daniel Mosquera,COL,Forward,24.0,1999.0,35,12,1375,15.3,5,1,6,5,0,0,4,0,6.6,6.6,1.3,7.9,17,25,83,0.33,0.07,0.39,0.33,0.39,0.44,0.08,0.52,0.44,0.52
ITA-Serie A,2425,Hellas Verona,Daniel Oyegoke,ENG,Defender,21.0,2003.0,5,0,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
ITA-Serie A,2425,Hellas Verona,Daniele Ghilardi,ITA,Defender,21.0,2003.0,24,21,2029,22.5,0,0,0,0,0,0,7,1,0.6,0.6,0.2,0.8,16,57,7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
ITA-Serie A,2425,Hellas Verona,Darko Lazović,SRB,Defender/Midfielder,33.0,1990.0,27,17,1459,16.2,2,3,5,1,1,1,0,0,2.5,1.7,3.4,5.1,22,40,88,0.12,0.19,0.31,0.06,0.25,0.15,0.21,0.36,0.11,0.31
ITA-Serie A,2425,Hellas Verona,Davide Faraoni,ITA,Defender,32.0,1991.0,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,13,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12
ITA-Serie A,2425,Hellas Verona,Diego Coppola,ITA,Defender,20.0,2003.0,34,33,2927,32.5,2,0,2,2,0,0,10,0,0.7,0.7,0.1,0.8,4,48,3,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2425,Hellas Verona,Domagoj Bradarić,CRO,Defender,24.0,1999.0,28,24,1933,21.5,1,0,1,1,0,0,6,0,0.8,0.8,2.2,3.0,30,46,83,0.05,0.0,0.05,0.05,0.05,0.04,0.1,0.14,0.04,0.14
ITA-Serie A,2425,Hellas Verona,Faride Alidou,GER,Forward/Midfielder,23.0,2001.0,3,0,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
ITA-Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,Defender,23.0,2001.0,18,9,1004,11.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,38,8,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,Defender,28.0,1995.0,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.0,0.08,0.08,0.08,0.1,0.0,0.1,0.1,0.1
ITA-Serie A,2425,Hellas Verona,Grigoris Kastanos,CYP,Midfielder/Forward,26.0,1998.0,27,8,872,9.7,1,1,2,1,0,0,4,0,1.0,1.0,1.7,2.7,12,34,27,0.1,0.1,0.21,0.1,0.21,0.1,0.17,0.28,0.1,0.28
ITA-Serie A,2425,Hellas Verona,Jackson Tchatchoua,CMR,Defender/Midfielder,22.0,2001.0,36,36,3167,35.2,2,3,5,2,0,0,7,1,1.6,1.6,2.8,4.5,88,72,163,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13
ITA-Serie A,2425,Hellas Verona,Junior Ajayi,CIV,Forward,19.0,2004.0,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,Goalkeeper,28.0,1996.0,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Martin Frese,DEN,Defender,26.0,1998.0,11,5,549,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,7,19,12,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
ITA-Serie A,2425,Hellas Verona,Mathis Lambourde,FRA,Forward/Midfielder,18.0,2006.0,7,0,89,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.2,1,0,12,1.01,0.0,1.01,1.01,1.01,0.15,0.09,0.24,0.15,0.24
ITA-Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,Defender,23.0,2001.0,14,13,1129,12.5,0,0,0,0,0,0,5,1,0.3,0.3,0.8,1.2,4,42,1,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.09,0.03,0.09
ITA-Serie A,2425,Hellas Verona,Ondrej Duda,SVK,Midfielder,29.0,1994.0,28,27,2395,26.6,1,3,4,1,0,0,12,1,1.0,1.0,3.2,4.2,23,117,26,0.04,0.11,0.15,0.04,0.15,0.04,0.12,0.16,0.04,0.16
ITA-Serie A,2425,Hellas Verona,Paweł Dawidowicz,POL,Defender/Midfielder,29.0,1995.0,26,24,1845,20.5,0,0,0,0,0,0,7,1,0.3,0.3,0.0,0.3,10,39,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2425,Hellas Verona,Reda Belahyane,MAR,Midfielder,20.0,2004.0,22,17,1658,18.4,0,2,2,0,0,0,6,1,0.2,0.2,1.0,1.3,22,73,13,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.07,0.01,0.07
ITA-Serie A,2425,Hellas Verona,Simone Perilli,ITA,Goalkeeper,29.0,1995.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Hellas Verona,Suat Serdar,GER,Midfielder,27.0,1997.0,22,16,1376,15.3,2,1,3,2,0,0,4,1,1.9,1.9,1.0,2.9,18,56,35,0.13,0.07,0.2,0.13,0.2,0.13,0.06,0.19,0.13,0.19
ITA-Serie A,2425,Hellas Verona,Tomáš Suslov,SVK,Midfielder/Forward,22.0,2002.0,31,27,2080,23.1,0,1,1,0,0,0,7,1,1.6,1.6,1.9,3.5,39,82,77,0.0,0.04,0.04,0.0,0.04,0.07,0.08,0.15,0.07,0.15
