league,season,team,player,nationality,position,age,birth_year,90s,goals,shots,shots_on_target,shot_accuracy,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_kicks_made,penalty_kicks_attempted,expected_goals,expected_goals_non_penalty,expected_goals_per_shot_non_penalty,goals_minus_expected,non_penalty_goals_minus_expected
ENG-Premier League,2425,Brighton,Solly March,,,30.0,1994.0,1.9,0,2,0,0.0,1.07,0.0,0.0,,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2425,Brighton,Tariq Lamptey,,,23.0,2000.0,9.6,2,6,2,33.3,0.63,0.21,0.33,1.0,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6
ENG-Premier League,2425,Brighton,Yankuba Minteh,,,20.0,2004.0,20.4,6,34,16,47.1,1.66,0.78,0.18,0.38,13.8,0,0,0,4.1,4.1,0.12,1.9,1.9
ENG-Premier League,2425,Brighton,Yasin Ayari,,,20.0,2003.0,21.8,2,28,8,28.6,1.28,0.37,0.07,0.25,18.7,2,0,0,2.4,2.4,0.09,-0.4,-0.4
ENG-Premier League,2425,Chelsea,Axel Disasi,,,26.0,1998.0,4.0,1,2,1,50.0,0.49,0.25,0.5,1.0,12.3,0,0,0,0.3,0.3,0.14,0.7,0.7
ENG-Premier League,2425,Chelsea,Benoît Badiashile,,,23.0,2001.0,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,,,26.0,1997.0,10.2,3,25,11,44.0,2.44,1.07,0.12,0.27,12.6,0,0,0,4.8,4.8,0.19,-1.8,-1.8
ENG-Premier League,2425,Chelsea,Cole Palmer,,,22.0,2002.0,35.5,15,121,44,36.4,3.41,1.24,0.09,0.25,20.4,12,4,5,17.3,13.3,0.11,-2.3,-2.3
ENG-Premier League,2425,Chelsea,Enzo Fernández,,,23.0,2001.0,32.7,6,53,20,37.7,1.62,0.61,0.11,0.3,18.1,2,0,0,6.1,6.1,0.11,-0.1,-0.1
ENG-Premier League,2425,Chelsea,Filip Jørgensen,,,22.0,2002.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Jadon Sancho,,,24.0,2000.0,19.6,3,24,8,33.3,1.22,0.41,0.13,0.38,15.1,0,0,0,2.2,2.2,0.09,0.8,0.8
ENG-Premier League,2425,Chelsea,Joshua Acheampong,,,18.0,2006.0,1.9,0,2,0,0.0,1.06,0.0,0.0,,8.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2
ENG-Premier League,2425,Chelsea,João Félix,,,24.0,1999.0,4.1,1,20,5,25.0,4.88,1.22,0.05,0.2,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2
ENG-Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,,,25.0,1998.0,2.9,0,1,0,0.0,0.34,0.0,0.0,,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2
ENG-Premier League,2425,Chelsea,Levi Colwill,,,21.0,2003.0,35.0,2,17,4,23.5,0.49,0.11,0.12,0.5,9.5,0,0,0,1.9,1.9,0.11,0.1,0.1
ENG-Premier League,2425,Chelsea,Malo Gusto,,,21.0,2003.0,20.7,0,22,4,18.2,1.06,0.19,0.0,0.0,21.3,0,0,0,1.7,1.7,0.08,-1.7,-1.7
ENG-Premier League,2425,Chelsea,Marc Cucurella,,,26.0,1998.0,33.2,5,24,11,45.8,0.72,0.33,0.21,0.45,16.1,0,0,0,2.8,2.8,0.12,2.2,2.2
ENG-Premier League,2425,Chelsea,Marc Guiu,,,18.0,2006.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Mathis Amougou,,,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Moisés Caicedo,,,22.0,2001.0,37.2,1,20,3,15.0,0.54,0.08,0.05,0.33,25.3,0,0,0,0.8,0.8,0.04,0.2,0.2
ENG-Premier League,2425,Chelsea,Mykhailo Mudryk,,,23.0,2001.0,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,11.6,0,0,0,0.3,0.3,0.25,-0.3,-0.3
ENG-Premier League,2425,Chelsea,Nicolas Jackson,,,23.0,2001.0,24.7,10,76,34,44.7,3.08,1.38,0.13,0.29,12.9,0,0,0,12.3,12.3,0.16,-2.3,-2.3
ENG-Premier League,2425,Chelsea,Noni Madueke,,,22.0,2002.0,22.6,7,80,30,37.5,3.54,1.33,0.09,0.23,14.4,0,0,0,9.6,9.6,0.12,-2.6,-2.6
ENG-Premier League,2425,Chelsea,Pedro Neto,,,24.0,2000.0,25.2,4,59,17,28.8,2.34,0.67,0.07,0.24,18.2,0,0,0,3.5,3.5,0.06,0.5,0.5
ENG-Premier League,2425,Chelsea,Reece James,,,24.0,1999.0,11.8,1,11,3,27.3,0.93,0.25,0.09,0.33,23.2,3,0,0,0.4,0.4,0.04,0.6,0.6
ENG-Premier League,2425,Chelsea,Renato Veiga,,,21.0,2003.0,2.0,0,3,1,33.3,1.49,0.5,0.0,0.0,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ENG-Premier League,2425,Chelsea,Robert Sánchez,,,26.0,1997.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Chelsea,Roméo Lavia,,,20.0,2004.0,8.9,0,2,0,0.0,0.23,0.0,0.0,,18.8,0,0,0,0.3,0.3,0.13,-0.3,-0.3
ENG-Premier League,2425,Chelsea,Shumaira Mheuka,,,16.0,2007.0,0.0,0,1,1,100.0,90.0,90.0,0.0,0.0,7.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ENG-Premier League,2425,Chelsea,Tosin Adarabioyo,,,26.0,1997.0,15.7,1,13,2,15.4,0.83,0.13,0.08,0.5,12.5,0,0,0,0.9,0.9,0.07,0.1,0.1
ENG-Premier League,2425,Chelsea,Trevoh Chalobah,,,25.0,1999.0,10.1,0,7,2,28.6,0.69,0.2,0.0,0.0,11.1,0,0,0,0.8,0.8,0.11,-0.8,-0.8
ENG-Premier League,2425,Chelsea,Tyrique George,,,18.0,2006.0,2.0,1,3,1,33.3,1.48,0.49,0.33,1.0,15.0,0,0,0,0.2,0.2,0.07,0.8,0.8
ENG-Premier League,2425,Chelsea,Wesley Fofana,,,23.0,2000.0,13.0,0,3,0,0.0,0.23,0.0,0.0,,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Adam Wharton,,,20.0,2004.0,14.6,0,13,5,38.5,0.89,0.34,0.0,0.0,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Asher Agbinone,,,18.0,2005.0,0.1,0,1,0,0.0,15.0,0.0,0.0,,26.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Ben Chilwell,,,27.0,1996.0,2.9,1,5,3,60.0,1.74,1.04,0.2,0.33,25.4,2,0,0,0.2,0.2,0.05,0.8,0.8
ENG-Premier League,2425,Crystal Palace,Caleb Kporha,,,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Chadi Riad,,,21.0,2003.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,,,24.0,2000.0,5.0,0,7,0,0.0,1.39,0.0,0.0,,20.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Chris Richards,,,24.0,2000.0,21.4,1,12,6,50.0,0.56,0.28,0.08,0.17,10.8,0,0,0,1.4,1.4,0.12,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,,,27.0,1996.0,17.4,0,20,4,20.0,1.15,0.23,0.0,0.0,20.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,,,28.0,1996.0,35.9,4,37,14,37.8,1.03,0.39,0.11,0.29,12.7,0,0,0,4.9,4.9,0.13,-0.9,-0.9
ENG-Premier League,2425,Crystal Palace,Dean Henderson,,,27.0,1997.0,38.0,0,1,0,0.0,0.03,0.0,0.0,,14.9,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,,,26.0,1998.0,28.8,8,100,27,27.0,3.48,0.94,0.07,0.26,21.5,16,1,2,10.5,8.9,0.09,-2.5,-1.9
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,,,25.0,1999.0,11.5,3,43,16,37.2,3.74,1.39,0.07,0.19,13.8,0,0,0,5.8,5.8,0.13,-2.8,-2.8
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,,,26.0,1998.0,30.1,8,59,29,49.2,1.96,0.96,0.14,0.28,13.2,0,0,0,10.7,10.7,0.19,-2.7,-2.7
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,,,27.0,1997.0,29.4,14,68,29,42.6,2.31,0.99,0.18,0.41,15.6,0,2,2,13.5,11.9,0.18,0.5,0.1
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,,,29.0,1994.0,25.3,0,26,8,30.8,1.03,0.32,0.0,0.0,19.8,0,0,0,1.1,1.1,0.04,-1.1,-1.1
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,,,31.0,1992.0,1.1,0,4,2,50.0,3.5,1.75,0.0,0.0,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,,,28.0,1996.0,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,25.2,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Joel Ward,,,34.0,1989.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,,,32.0,1991.0,0.2,0,1,0,0.0,4.29,0.0,0.0,,5.5,0,0,0,0.5,0.5,0.46,-0.5,-0.5
ENG-Premier League,2425,Crystal Palace,Justin Devenny,,,20.0,2003.0,5.6,1,10,6,60.0,1.78,1.07,0.1,0.17,21.1,1,0,0,0.8,0.8,0.08,0.2,0.2
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,,,24.0,2000.0,34.0,3,15,7,46.7,0.44,0.21,0.2,0.43,10.7,0,0,0,2.0,2.0,0.13,1.0,1.0
ENG-Premier League,2425,Crystal Palace,Matheus França,,,20.0,2004.0,0.6,1,6,3,50.0,9.82,4.91,0.17,0.33,15.8,0,0,0,0.3,0.3,0.04,0.7,0.7
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,,,24.0,2000.0,34.6,1,30,5,16.7,0.87,0.14,0.03,0.2,10.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,,,33.0,1991.0,5.4,0,2,0,0.0,0.37,0.0,0.0,,31.4,0,0,0,0.0,0.0,0.01,0.0,0.0
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,,,26.0,1998.0,1.3,0,5,1,20.0,3.91,0.78,0.0,0.0,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ENG-Premier League,2425,Crystal Palace,Romain Esse,,,19.0,2005.0,1.5,1,1,1,100.0,0.65,0.65,1.0,1.0,2.8,0,0,0,0.3,0.3,0.32,0.7,0.7
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,,,25.0,1999.0,11.8,3,11,4,36.4,0.93,0.34,0.27,0.75,15.1,0,0,0,1.2,1.2,0.11,1.8,1.8
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,,,24.0,1999.0,34.4,0,12,3,25.0,0.35,0.09,0.0,0.0,12.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3
ENG-Premier League,2425,Crystal Palace,Will Hughes,,,29.0,1995.0,23.4,0,22,1,4.5,0.94,0.04,0.0,0.0,22.3,0,0,0,1.1,1.1,0.05,-1.1,-1.1
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,,,31.0,1993.0,28.5,3,31,9,29.0,1.09,0.32,0.1,0.33,14.0,0,0,0,4.1,4.1,0.13,-1.1,-1.1
ENG-Premier League,2425,Everton,Armando Broja,,,22.0,2001.0,3.7,0,4,0,0.0,1.08,0.0,0.0,,17.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ENG-Premier League,2425,Everton,Ashley Young,,,39.0,1985.0,20.8,1,6,3,50.0,0.29,0.14,0.17,0.33,24.5,3,0,0,0.3,0.3,0.04,0.7,0.7
ENG-Premier League,2425,Everton,Beto,,,26.0,1998.0,17.0,8,49,23,46.9,2.87,1.35,0.16,0.35,13.1,0,0,0,8.2,8.2,0.17,-0.2,-0.2
ENG-Premier League,2425,Everton,Carlos Alcaraz,,,21.0,2002.0,8.5,2,26,11,42.3,3.06,1.3,0.08,0.18,20.3,1,0,0,1.7,1.7,0.07,0.3,0.3
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,,,27.0,1997.0,17.9,3,50,19,38.0,2.8,1.06,0.06,0.16,12.3,0,0,0,6.7,6.7,0.14,-3.7,-3.7
ENG-Premier League,2425,Everton,Dwight McNeil,,,24.0,1999.0,15.2,4,25,10,40.0,1.64,0.66,0.16,0.4,21.9,0,0,0,1.1,1.1,0.04,2.9,2.9
ENG-Premier League,2425,Everton,Harrison Armstrong,,,17.0,2007.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,5.8,0,0,0,0.4,0.4,0.37,-0.4,-0.4
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,,,34.0,1989.0,34.0,0,27,5,18.5,0.79,0.15,0.0,0.0,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1
ENG-Premier League,2425,Everton,Iliman Ndiaye,,,24.0,2000.0,27.0,9,35,15,42.9,1.3,0.56,0.2,0.47,17.1,0,2,2,6.2,4.7,0.13,2.8,2.3
ENG-Premier League,2425,Everton,Jack Harrison,,,27.0,1996.0,23.1,1,29,7,24.1,1.26,0.3,0.03,0.14,16.2,0,0,0,3.5,3.5,0.12,-2.5,-2.5
ENG-Premier League,2425,Everton,Jake O'Brien,,,23.0,2001.0,17.5,2,6,3,50.0,0.34,0.17,0.33,0.67,11.1,0,0,0,0.8,0.8,0.13,1.2,1.2
ENG-Premier League,2425,Everton,James Garner,,,23.0,2001.0,17.7,0,12,4,33.3,0.68,0.23,0.0,0.0,20.4,1,0,0,0.7,0.7,0.06,-0.7,-0.7
ENG-Premier League,2425,Everton,James Tarkowski,,,31.0,1992.0,32.5,1,15,4,26.7,0.46,0.12,0.07,0.25,8.4,0,0,0,1.3,1.3,0.09,-0.3,-0.3
ENG-Premier League,2425,Everton,Jarrad Branthwaite,,,22.0,2002.0,27.9,0,10,3,30.0,0.36,0.11,0.0,0.0,8.2,0,0,0,1.2,1.2,0.12,-1.2,-1.2
ENG-Premier League,2425,Everton,Jesper Lindstrøm,,,24.0,2000.0,13.8,0,28,10,35.7,2.03,0.73,0.0,0.0,21.0,6,0,0,2.1,2.1,0.08,-2.1,-2.1
ENG-Premier League,2425,Everton,Jordan Pickford,,,30.0,1994.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Mason Holgate,,,27.0,1996.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Michael Keane,,,31.0,1993.0,11.7,3,10,4,40.0,0.86,0.34,0.3,0.75,13.2,0,0,0,0.6,0.6,0.06,2.4,2.4
ENG-Premier League,2425,Everton,Nathan Patterson,,,22.0,2001.0,3.9,0,1,0,0.0,0.26,0.0,0.0,,16.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ENG-Premier League,2425,Everton,Orel Mangala,,,26.0,1998.0,14.0,1,16,6,37.5,1.14,0.43,0.06,0.17,22.1,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ENG-Premier League,2425,Everton,Roman Dixon,,,19.0,2004.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Everton,Séamus Coleman,,,35.0,1988.0,2.4,0,1,1,100.0,0.42,0.42,0.0,0.0,10.5,0,0,0,0.6,0.6,0.57,-0.6,-0.6
ENG-Premier League,2425,Everton,Tim Iroegbunam,,,21.0,2003.0,6.4,0,5,0,0.0,0.78,0.0,0.0,,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,,,25.0,1999.0,34.2,1,14,1,7.1,0.41,0.03,0.07,1.0,20.6,0,0,0,0.5,0.5,0.04,0.5,0.5
ENG-Premier League,2425,Everton,Youssef Chermiti,,,20.0,2004.0,0.5,0,3,1,33.3,6.0,2.0,0.0,0.0,13.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ENG-Premier League,2425,Fulham,Adama Traoré,,,28.0,1996.0,19.7,2,39,12,30.8,1.98,0.61,0.05,0.17,14.2,0,0,0,4.0,4.0,0.1,-2.0,-2.0
ENG-Premier League,2425,Fulham,Alex Iwobi,,,28.0,1996.0,33.1,9,68,29,42.6,2.05,0.88,0.13,0.31,18.3,0,0,0,4.7,4.7,0.07,4.3,4.3
ENG-Premier League,2425,Fulham,Andreas Pereira,,,28.0,1996.0,22.4,2,38,8,21.1,1.7,0.36,0.05,0.25,21.8,6,0,1,3.8,3.0,0.08,-1.8,-1.0
ENG-Premier League,2425,Fulham,Antonee Robinson,,,26.0,1997.0,35.2,0,16,2,12.5,0.45,0.06,0.0,0.0,22.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7
ENG-Premier League,2425,Fulham,Bernd Leno,,,32.0,1992.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Calvin Bassey,,,24.0,1999.0,34.2,1,14,4,28.6,0.41,0.12,0.07,0.25,15.3,0,0,0,1.0,1.0,0.07,0.0,0.0
ENG-Premier League,2425,Fulham,Carlos Vinícius,,,29.0,1995.0,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,17.4,0,0,0,0.0,0.0,0.04,0.0,0.0
ENG-Premier League,2425,Fulham,Emile Smith Rowe,,,24.0,2000.0,22.7,6,37,11,29.7,1.63,0.48,0.16,0.55,16.0,0,0,0,4.5,4.5,0.12,1.5,1.5
ENG-Premier League,2425,Fulham,Harrison Reed,,,29.0,1995.0,1.2,0,3,2,66.7,2.5,1.67,0.0,0.0,21.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ENG-Premier League,2425,Fulham,Harry Wilson,,,27.0,1997.0,12.9,6,43,17,39.5,3.33,1.32,0.14,0.35,18.0,1,0,0,4.2,4.2,0.1,1.8,1.8
ENG-Premier League,2425,Fulham,Issa Diop,,,27.0,1997.0,14.9,0,5,2,40.0,0.34,0.13,0.0,0.0,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5
ENG-Premier League,2425,Fulham,Jay Stansfield,,,21.0,2002.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Joachim Andersen,,,28.0,1996.0,28.7,0,19,4,21.1,0.66,0.14,0.0,0.0,15.1,0,0,0,1.0,1.0,0.05,-1.0,-1.0
ENG-Premier League,2425,Fulham,Jorge Cuenca,,,24.0,1999.0,3.9,0,1,0,0.0,0.26,0.0,0.0,,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0
ENG-Premier League,2425,Fulham,Joshua King,,,17.0,2007.0,1.4,0,3,0,0.0,2.08,0.0,0.0,,9.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ENG-Premier League,2425,Fulham,Kenny Tete,,,28.0,1995.0,19.7,0,24,2,8.3,1.22,0.1,0.0,0.0,15.5,0,0,0,1.4,1.4,0.06,-1.4,-1.4
ENG-Premier League,2425,Fulham,Martial Godo,,,21.0,2003.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Fulham,Raúl Jiménez,,,33.0,1991.0,27.7,12,93,30,32.3,3.36,1.08,0.1,0.3,14.5,1,3,3,12.0,9.6,0.1,0.0,-0.6
ENG-Premier League,2425,Fulham,Reiss Nelson,,,24.0,1999.0,5.4,1,12,6,50.0,2.22,1.11,0.08,0.17,15.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
ENG-Premier League,2425,Fulham,Rodrigo Muniz,,,23.0,2001.0,10.7,8,39,19,48.7,3.64,1.77,0.21,0.42,12.0,0,0,0,5.8,5.8,0.15,2.2,2.2
ENG-Premier League,2425,Fulham,Ryan Sessegnon,,,24.0,2000.0,6.4,4,14,8,57.1,2.17,1.24,0.29,0.5,12.8,0,0,0,1.6,1.6,0.12,2.4,2.4
ENG-Premier League,2425,Fulham,Sander Berge,,,26.0,1998.0,24.7,0,3,1,33.3,0.12,0.04,0.0,0.0,8.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4
ENG-Premier League,2425,Fulham,Saša Lukić,,,27.0,1996.0,26.0,0,18,2,11.1,0.69,0.08,0.0,0.0,20.2,0,0,0,1.2,1.2,0.06,-1.2,-1.2
ENG-Premier League,2425,Fulham,Timothy Castagne,,,28.0,1995.0,18.3,0,8,3,37.5,0.44,0.16,0.0,0.0,14.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
ENG-Premier League,2425,Fulham,Tom Cairney,,,33.0,1991.0,7.0,2,11,4,36.4,1.58,0.57,0.18,0.5,20.4,2,0,0,0.8,0.8,0.07,1.2,1.2
ENG-Premier League,2425,Fulham,Willian,,,35.0,1988.0,2.9,0,7,0,0.0,2.45,0.0,0.0,,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Alex Palmer,,,27.0,1996.0,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,,,22.0,2002.0,1.5,0,4,0,0.0,2.69,0.0,0.0,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,,,25.0,1998.0,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,,,26.0,1997.0,19.0,0,4,0,0.0,0.21,0.0,0.0,,15.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,,,26.0,1998.0,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,,,24.0,2000.0,15.0,1,7,3,42.9,0.47,0.2,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,,,28.0,1995.0,17.1,0,10,2,20.0,0.58,0.12,0.0,0.0,9.6,0,0,0,1.1,1.1,0.11,-1.1,-1.1
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,,,27.0,1997.0,2.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Christian Walton,,,28.0,1995.0,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,,,27.0,1997.0,9.5,1,16,3,18.8,1.68,0.32,0.06,0.33,17.7,0,0,0,1.5,1.5,0.09,-0.5,-0.5
ENG-Premier League,2425,Ipswich Town,Conor Townsend,,,31.0,1993.0,3.7,0,1,0,0.0,0.27,0.0,0.0,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,,,25.0,1999.0,34.7,0,22,2,9.1,0.63,0.06,0.0,0.0,13.6,0,0,0,1.3,1.3,0.06,-1.3,-1.3
ENG-Premier League,2425,Ipswich Town,George Edmundson,,,26.0,1997.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,George Hirst,,,25.0,1999.0,7.3,3,14,7,50.0,1.91,0.95,0.21,0.43,11.3,0,0,0,2.1,2.1,0.15,0.9,0.9
ENG-Premier League,2425,Ipswich Town,Harry Clarke,,,23.0,2001.0,4.2,0,1,1,100.0,0.24,0.24,0.0,0.0,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ENG-Premier League,2425,Ipswich Town,Jack Clarke,,,23.0,2000.0,13.1,0,17,2,11.8,1.3,0.15,0.0,0.0,18.9,0,0,0,1.2,1.2,0.07,-1.2,-1.2
ENG-Premier League,2425,Ipswich Town,Jack Taylor,,,26.0,1998.0,9.6,1,19,4,21.1,1.99,0.42,0.05,0.25,23.9,0,0,0,0.7,0.7,0.04,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,,,23.0,2000.0,24.5,1,10,4,40.0,0.41,0.16,0.1,0.25,9.7,0,0,0,1.3,1.3,0.13,-0.3,-0.3
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,,,22.0,2002.0,5.3,2,12,5,41.7,2.28,0.95,0.17,0.4,16.4,0,0,0,2.0,2.0,0.17,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,,,24.0,1999.0,21.8,1,12,1,8.3,0.55,0.05,0.08,1.0,19.7,0,0,0,0.7,0.7,0.05,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Julio Enciso,,,20.0,2004.0,9.7,2,32,11,34.4,3.31,1.14,0.06,0.18,23.0,1,0,0,1.7,1.7,0.05,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,,,28.0,1995.0,13.7,0,11,2,18.2,0.8,0.15,0.0,0.0,24.3,3,0,0,0.4,0.4,0.04,-0.4,-0.4
ENG-Premier League,2425,Ipswich Town,Leif Davis,,,24.0,2000.0,30.5,1,16,2,12.5,0.52,0.07,0.06,0.5,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Liam Delap,,,21.0,2003.0,28.8,12,66,29,43.9,2.29,1.01,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,2.7,2.2
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,,,25.0,1998.0,13.2,0,1,0,0.0,0.08,0.0,0.0,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,,,28.0,1996.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,,,31.0,1992.0,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,,,26.0,1998.0,7.8,2,13,8,61.5,1.67,1.03,0.15,0.25,15.8,0,0,0,1.7,1.7,0.13,0.3,0.3
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,,,20.0,2003.0,28.7,3,45,18,40.0,1.57,0.63,0.07,0.17,19.6,4,0,0,2.9,2.9,0.06,0.1,0.1
