league,season,team,player,nationality,position,age,birth_year,90s,goals,shots,shots_on_target,shot_accuracy,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_kicks_made,penalty_kicks_attempted,expected_goals,expected_goals_non_penalty,expected_goals_per_shot_non_penalty,goals_minus_expected,non_penalty_goals_minus_expected
ITA-Serie A,2425,Lecce,Ylber Ramadani,,,28.0,1996.0,20.1,1,17,6,35.3,0.85,0.3,0.06,0.17,25.7,0,0,0,0.6,0.6,0.04,0.4,0.4
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,,,23.0,2000.0,12.8,0,16,5,31.3,1.25,0.39,0.0,0.0,20.8,5,0,0,1.2,1.2,0.08,-1.2,-1.2
ITA-Serie A,2425,Milan,Alejandro Jiménez,,,19.0,2005.0,14.1,0,15,5,33.3,1.07,0.36,0.0,0.0,22.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8
ITA-Serie A,2425,Milan,Alessandro Florenzi,,,33.0,1991.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Alexis Saelemaekers,,,25.0,1999.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Bob Murphy Omoregbe,,,20.0,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Christian Pulisic,,,25.0,1998.0,27.5,11,53,20,37.7,1.92,0.73,0.15,0.4,16.7,1,3,4,12.0,8.9,0.17,-1.0,-0.9
ITA-Serie A,2425,Milan,Davide Bartesaghi,,,18.0,2005.0,1.3,0,1,1,100.0,0.76,0.76,0.0,0.0,24.6,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2425,Milan,Davide Calabria,,,27.0,1996.0,3.5,0,2,0,0.0,0.57,0.0,0.0,,16.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3
ITA-Serie A,2425,Milan,Emerson,,,25.0,1999.0,15.3,0,10,2,20.0,0.65,0.13,0.0,0.0,20.3,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ITA-Serie A,2425,Milan,Fikayo Tomori,,,26.0,1997.0,17.7,0,2,0,0.0,0.11,0.0,0.0,,12.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Milan,Filippo Terracciano,,,21.0,2003.0,6.0,0,3,1,33.3,0.5,0.17,0.0,0.0,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,2425,Milan,Francesco Camarda,,,16.0,2008.0,2.3,0,8,1,12.5,3.5,0.44,0.0,0.0,14.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6
ITA-Serie A,2425,Milan,Ismaël Bennacer,,,26.0,1997.0,3.3,0,3,2,66.7,0.9,0.6,0.0,0.0,31.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Milan,João Félix,,,24.0,1999.0,8.4,2,29,8,27.6,3.43,0.95,0.07,0.25,17.9,1,0,0,2.7,2.7,0.09,-0.7,-0.7
ITA-Serie A,2425,Milan,Kevin Zeroli,,,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Kyle Walker,,,34.0,1990.0,7.3,0,2,0,0.0,0.27,0.0,0.0,,31.9,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2425,Milan,Luka Jović,,,26.0,1997.0,6.2,2,11,4,36.4,1.78,0.65,0.18,0.5,12.6,0,0,0,2.4,2.4,0.22,-0.4,-0.4
ITA-Serie A,2425,Milan,Malick Thiaw,,,22.0,2001.0,20.1,0,7,0,0.0,0.35,0.0,0.0,,9.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ITA-Serie A,2425,Milan,Marco Sportiello,,,32.0,1992.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Matteo Gabbia,,,24.0,1999.0,23.9,2,14,4,28.6,0.59,0.17,0.14,0.5,11.3,0,0,0,1.1,1.1,0.08,0.9,0.9
ITA-Serie A,2425,Milan,Mattia Liberali,,,17.0,2007.0,0.7,0,2,0,0.0,2.95,0.0,0.0,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Milan,Mike Maignan,,,29.0,1995.0,36.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Milan,Noah Okafor,,,24.0,2000.0,4.6,1,13,7,53.8,2.83,1.52,0.08,0.14,14.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5
ITA-Serie A,2425,Milan,Rafael Leão,,,25.0,1999.0,25.8,8,66,29,43.9,2.56,1.12,0.12,0.28,16.6,0,0,0,7.6,7.6,0.11,0.4,0.4
ITA-Serie A,2425,Milan,Riccardo Sottil,,,25.0,1999.0,1.4,0,2,0,0.0,1.46,0.0,0.0,,10.5,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,,,28.0,1996.0,11.5,0,9,2,22.2,0.78,0.17,0.0,0.0,16.6,0,0,0,0.7,0.7,0.08,-0.7,-0.7
ITA-Serie A,2425,Milan,Samuel Chukwueze,,,25.0,1999.0,10.3,3,32,8,25.0,3.11,0.78,0.09,0.38,19.5,0,0,0,2.7,2.7,0.08,0.3,0.3
ITA-Serie A,2425,Milan,Santiago Giménez,,,23.0,2001.0,7.4,5,22,9,40.9,2.96,1.21,0.23,0.56,13.5,0,0,1,4.8,4.0,0.18,0.2,1.0
ITA-Serie A,2425,Milan,Strahinja Pavlović,,,23.0,2001.0,20.7,2,17,8,47.1,0.82,0.39,0.12,0.25,15.7,1,0,0,1.8,1.8,0.11,0.2,0.2
ITA-Serie A,2425,Milan,Tammy Abraham,,,26.0,1997.0,13.1,3,26,11,42.3,1.98,0.84,0.08,0.18,13.4,0,1,2,7.1,5.4,0.21,-4.1,-3.4
ITA-Serie A,2425,Milan,Theo Hernández,,,26.0,1997.0,30.0,4,43,14,32.6,1.44,0.47,0.09,0.29,22.4,3,0,1,2.7,1.9,0.04,1.3,2.1
ITA-Serie A,2425,Milan,Tijjani Reijnders,,,26.0,1998.0,34.8,10,77,28,36.4,2.22,0.81,0.13,0.36,20.0,2,0,0,7.5,7.5,0.1,2.5,2.5
ITA-Serie A,2425,Milan,Warren Bondo,,,20.0,2003.0,1.8,0,1,1,100.0,0.56,0.56,0.0,0.0,24.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2425,Milan,Youssouf Fofana,,,25.0,1999.0,27.8,1,36,5,13.9,1.29,0.18,0.03,0.2,26.2,0,0,0,1.3,1.3,0.04,-0.3,-0.3
ITA-Serie A,2425,Milan,Yunus Musah,,,21.0,2002.0,17.5,0,22,5,22.7,1.26,0.29,0.0,0.0,19.5,0,0,0,1.9,1.9,0.09,-1.9,-1.9
ITA-Serie A,2425,Milan,Álvaro Morata,,,31.0,1992.0,12.2,5,27,10,37.0,2.21,0.82,0.19,0.5,11.3,0,0,0,3.9,3.9,0.15,1.1,1.1
ITA-Serie A,2425,Monza,Alessandro Bianco,,,21.0,2002.0,28.9,1,26,6,23.1,0.9,0.21,0.04,0.17,23.7,0,0,0,1.3,1.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Monza,Andrea Carboni,,,23.0,2001.0,24.3,0,8,1,12.5,0.33,0.04,0.0,0.0,18.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2425,Monza,Andrea Mazza,,,20.0,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Andrea Petagna,,,29.0,1995.0,3.7,0,4,0,0.0,1.07,0.0,0.0,,14.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2425,Monza,Armando Izzo,,,32.0,1992.0,27.1,1,6,2,33.3,0.22,0.07,0.17,0.5,13.7,0,0,0,0.4,0.4,0.07,0.6,0.6
ITA-Serie A,2425,Monza,Arvid Brorsson,,,25.0,1999.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Daniel Maldini,,,22.0,2001.0,14.5,3,39,13,33.3,2.69,0.9,0.08,0.23,19.7,5,0,0,4.8,4.8,0.13,-1.8,-1.8
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,,,35.0,1988.0,12.2,0,9,4,44.4,0.74,0.33,0.0,0.0,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2425,Monza,Dany Mota,,,26.0,1998.0,23.4,5,42,11,26.2,1.8,0.47,0.12,0.45,13.1,0,0,0,5.1,5.1,0.12,-0.1,-0.1
ITA-Serie A,2425,Monza,Gaetano Castrovilli,,,27.0,1997.0,6.6,0,6,0,0.0,0.91,0.0,0.0,,17.7,1,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Monza,Gianluca Caprari,,,31.0,1993.0,18.3,3,28,9,32.1,1.53,0.49,0.04,0.11,22.0,2,2,2,4.2,2.6,0.09,-1.2,-1.6
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,,,28.0,1996.0,31.6,2,27,9,33.3,0.85,0.28,0.07,0.22,21.5,4,0,0,0.9,0.9,0.03,1.1,1.1
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,,,31.0,1992.0,10.7,0,4,2,50.0,0.37,0.19,0.0,0.0,18.0,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ITA-Serie A,2425,Monza,Kacper Urbanski,,,19.0,2004.0,5.6,0,5,1,20.0,0.9,0.18,0.0,0.0,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Monza,Keita Baldé,,,29.0,1995.0,7.1,2,14,5,35.7,1.97,0.71,0.14,0.4,15.5,0,0,0,1.1,1.1,0.08,0.9,0.9
ITA-Serie A,2425,Monza,Kevin Martins,,,19.0,2005.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Kevin Zeroli,,,19.0,2005.0,4.4,0,6,1,16.7,1.37,0.23,0.0,0.0,13.0,0,0,0,0.8,0.8,0.13,-0.8,-0.8
ITA-Serie A,2425,Monza,Luca Caldirola,,,33.0,1991.0,9.7,0,4,2,50.0,0.41,0.21,0.0,0.0,19.6,1,0,0,0.3,0.3,0.07,-0.3,-0.3
ITA-Serie A,2425,Monza,Matteo Pessina,,,27.0,1997.0,9.5,0,3,0,0.0,0.32,0.0,0.0,,24.2,1,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,2425,Monza,Mattia Valoti,,,30.0,1993.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Milan Đurić,,,34.0,1990.0,14.1,4,23,10,43.5,1.63,0.71,0.17,0.4,11.7,0,0,0,2.9,2.9,0.13,1.1,1.1
ITA-Serie A,2425,Monza,Mirko Marić,,,29.0,1995.0,1.2,0,1,0,0.0,0.85,0.0,0.0,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2
ITA-Serie A,2425,Monza,Omari Forson,,,20.0,2004.0,2.5,0,5,1,20.0,2.02,0.4,0.0,0.0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,2425,Monza,Pablo Marí,,,30.0,1993.0,18.1,0,2,0,0.0,0.11,0.0,0.0,,9.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ITA-Serie A,2425,Monza,Patrick Ciurria,,,29.0,1995.0,12.3,1,11,2,18.2,0.89,0.16,0.09,0.5,21.0,0,0,0,0.8,0.8,0.08,0.2,0.2
ITA-Serie A,2425,Monza,Pedro Pereira,,,26.0,1998.0,29.6,1,13,6,46.2,0.44,0.2,0.08,0.17,15.3,0,0,0,1.2,1.2,0.09,-0.2,-0.2
ITA-Serie A,2425,Monza,Roberto Gagliardini,,,30.0,1994.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Samuele Birindelli,,,25.0,1999.0,16.3,3,16,10,62.5,0.98,0.61,0.19,0.3,15.4,0,0,0,2.1,2.1,0.13,0.9,0.9
ITA-Serie A,2425,Monza,Samuele Vignato,,,20.0,2004.0,5.2,0,4,1,25.0,0.77,0.19,0.0,0.0,13.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
ITA-Serie A,2425,Monza,Semuel Pizzignacco,,,22.0,2001.0,8.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Silvère Ganvoula M'Boussy,,,28.0,1996.0,3.6,0,4,1,25.0,1.1,0.28,0.0,0.0,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ITA-Serie A,2425,Monza,Stefan Lekovic,,,20.0,2004.0,4.1,0,3,0,0.0,0.74,0.0,0.0,,15.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2425,Monza,Stefano Sensi,,,28.0,1995.0,3.0,1,6,1,16.7,1.97,0.33,0.0,0.0,30.6,1,1,1,0.9,0.2,0.03,0.1,-0.2
ITA-Serie A,2425,Monza,Stefano Turati,,,22.0,2001.0,29.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Monza,Tomás Palacios,,,21.0,2003.0,5.0,0,1,0,0.0,0.2,0.0,0.0,,25.8,1,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2425,Monza,Warren Bondo,,,20.0,2003.0,18.0,0,13,1,7.7,0.72,0.06,0.0,0.0,25.9,0,0,0,0.4,0.4,0.03,-0.4,-0.4
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,,,25.0,1999.0,21.4,1,8,4,50.0,0.37,0.19,0.13,0.25,11.0,0,0,0,0.8,0.8,0.1,0.2,0.2
ITA-Serie A,2425,Napoli,Alessio Zerbin,,,25.0,1999.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Alex Meret,,,27.0,1997.0,33.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Amir Rrahmani,,,30.0,1994.0,37.8,1,28,3,10.7,0.74,0.08,0.04,0.33,9.2,0,0,0,2.9,2.9,0.1,-1.9,-1.9
ITA-Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,,,28.0,1995.0,31.7,6,44,12,27.3,1.39,0.38,0.14,0.5,16.7,0,0,0,4.4,4.4,0.1,1.6,1.6
ITA-Serie A,2425,Napoli,Billy Gilmour,,,23.0,2001.0,13.1,0,9,1,11.1,0.69,0.08,0.0,0.0,22.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2425,Napoli,Cyril Ngonge,,,24.0,2000.0,2.4,0,13,6,46.2,5.42,2.5,0.0,0.0,20.7,0,0,0,0.7,0.7,0.05,-0.7,-0.7
ITA-Serie A,2425,Napoli,David Neres,,,27.0,1997.0,14.3,2,29,7,24.1,2.03,0.49,0.07,0.29,18.1,0,0,0,2.7,2.7,0.09,-0.7,-0.7
ITA-Serie A,2425,Napoli,Elia Caprile,,,22.0,2001.0,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,,,24.0,2000.0,12.3,6,42,14,33.3,3.43,1.14,0.14,0.43,16.0,2,0,0,4.0,4.0,0.1,2.0,2.0
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,,,30.0,1993.0,37.0,3,21,6,28.6,0.57,0.16,0.14,0.5,11.4,0,0,0,2.8,2.8,0.15,0.2,0.2
ITA-Serie A,2425,Napoli,Giovanni Simeone,,,29.0,1995.0,4.7,1,13,3,23.1,2.79,0.64,0.08,0.33,16.0,0,0,0,2.6,2.6,0.2,-1.6,-1.6
ITA-Serie A,2425,Napoli,Juan Jesus,,,33.0,1991.0,11.9,0,3,0,0.0,0.25,0.0,0.0,,7.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,,,23.0,2001.0,13.1,5,49,16,32.7,3.74,1.22,0.08,0.25,19.4,3,1,1,4.1,3.4,0.07,0.9,0.6
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,,,31.0,1993.0,16.9,1,12,4,33.3,0.71,0.24,0.08,0.25,17.1,0,0,0,0.7,0.7,0.06,0.3,0.3
ITA-Serie A,2425,Napoli,Mathías Olivera,,,26.0,1997.0,26.3,0,16,2,12.5,0.61,0.08,0.0,0.0,16.5,0,0,0,1.1,1.1,0.07,-1.1,-1.1
ITA-Serie A,2425,Napoli,Matteo Politano,,,30.0,1993.0,31.2,3,56,14,25.0,1.8,0.45,0.05,0.21,19.5,1,0,0,3.1,3.1,0.06,-0.1,-0.1
ITA-Serie A,2425,Napoli,Michael Folorunsho,,,26.0,1998.0,0.4,0,1,0,0.0,2.57,0.0,0.0,,9.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Napoli,Noah Okafor,,,24.0,2000.0,0.4,0,1,0,0.0,2.25,0.0,0.0,,24.4,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,,,29.0,1995.0,7.8,0,3,1,33.3,0.38,0.13,0.0,0.0,13.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2425,Napoli,Philip Billing,,,28.0,1996.0,2.2,1,6,3,50.0,2.74,1.37,0.17,0.33,14.5,2,0,0,1.5,1.5,0.27,-0.5,-0.5
ITA-Serie A,2425,Napoli,Rafa Marín,,,22.0,2002.0,1.6,0,2,1,50.0,1.27,0.63,0.0,0.0,16.6,0,0,0,0.2,0.2,0.11,-0.2,-0.2
ITA-Serie A,2425,Napoli,Romelu Lukaku,,,31.0,1993.0,31.6,14,60,20,33.3,1.9,0.63,0.18,0.55,14.3,1,3,4,13.0,9.8,0.17,1.0,1.2
ITA-Serie A,2425,Napoli,Scott McTominay,,,27.0,1996.0,32.6,12,76,33,43.4,2.33,1.01,0.16,0.36,15.3,2,0,0,7.4,7.4,0.1,4.6,4.6
ITA-Serie A,2425,Napoli,Simone Scuffet,,,28.0,1996.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,,,29.0,1994.0,29.3,0,7,0,0.0,0.24,0.0,0.0,,23.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Napoli,Walid Cheddira,,,26.0,1998.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Parma,Adrian Benedyczak,,,23.0,2000.0,2.4,0,3,0,0.0,1.26,0.0,0.0,,18.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ITA-Serie A,2425,Parma,Adrian Bernabe,,,23.0,2001.0,16.1,1,27,5,18.5,1.67,0.31,0.04,0.2,26.2,7,0,0,1.3,1.3,0.05,-0.3,-0.3
ITA-Serie A,2425,Parma,Alessandro Circati,,,20.0,2003.0,6.0,0,2,0,0.0,0.33,0.0,0.0,,7.5,0,0,0,0.3,0.3,0.16,-0.3,-0.3
ITA-Serie A,2425,Parma,Alessandro Vogliacco,,,25.0,1998.0,8.6,0,1,1,100.0,0.12,0.12,0.0,0.0,6.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,,,20.0,2003.0,28.1,6,61,19,31.1,2.17,0.68,0.07,0.21,16.7,0,2,3,9.4,7.1,0.12,-3.4,-3.1
ITA-Serie A,2425,Parma,Antoine Hainaut,,,22.0,2002.0,13.4,2,6,3,50.0,0.45,0.22,0.33,0.67,19.1,0,0,0,0.8,0.8,0.14,1.2,1.2
ITA-Serie A,2425,Parma,Botond Balogh,,,22.0,2002.0,22.8,0,3,0,0.0,0.13,0.0,0.0,,5.3,0,0,0,0.4,0.4,0.14,-0.4,-0.4
ITA-Serie A,2425,Parma,Dennis Man,,,25.0,1998.0,22.2,4,49,20,40.8,2.21,0.9,0.08,0.2,17.1,0,0,0,5.5,5.5,0.11,-1.5,-1.5
ITA-Serie A,2425,Parma,Drissa Camara,,,22.0,2002.0,5.0,0,15,5,33.3,3.02,1.01,0.0,0.0,19.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2
ITA-Serie A,2425,Parma,Emanuele Valeri,,,25.0,1998.0,31.9,2,26,4,15.4,0.81,0.13,0.04,0.25,24.4,1,1,1,1.8,1.0,0.04,0.2,0.0
ITA-Serie A,2425,Parma,Enrico Del Prato,,,24.0,1999.0,32.7,4,12,5,41.7,0.37,0.15,0.33,0.8,12.0,0,0,0,2.0,2.0,0.17,2.0,2.0
ITA-Serie A,2425,Parma,Gabriel Charpentier,,,25.0,1999.0,3.0,1,9,4,44.4,2.99,1.33,0.11,0.25,17.6,0,0,0,1.3,1.3,0.15,-0.3,-0.3
ITA-Serie A,2425,Parma,Giovanni Leoni,,,17.0,2006.0,13.3,1,2,1,50.0,0.15,0.08,0.5,1.0,9.6,0,0,0,0.1,0.1,0.07,0.9,0.9
ITA-Serie A,2425,Parma,Hernani,,,30.0,1994.0,14.7,3,17,3,17.6,1.15,0.2,0.0,0.0,33.1,7,3,3,2.8,0.5,0.03,0.2,-0.5
ITA-Serie A,2425,Parma,Jacob Ondrejka,,,21.0,2002.0,4.7,5,14,10,71.4,2.99,2.13,0.36,0.5,19.9,2,0,0,1.3,1.3,0.09,3.7,3.7
ITA-Serie A,2425,Parma,Lautaro Valenti,,,25.0,1999.0,17.3,1,7,2,28.6,0.4,0.12,0.14,0.5,22.1,0,0,0,0.2,0.2,0.04,0.8,0.8
ITA-Serie A,2425,Parma,Leandro Chichizola,,,34.0,1990.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Parma,Mandela Keita,,,22.0,2002.0,20.3,0,5,4,80.0,0.25,0.2,0.0,0.0,29.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2425,Parma,Mateo Pellegrino,,,23.0,2001.0,8.2,3,22,9,40.9,2.69,1.1,0.14,0.33,12.9,0,0,0,3.3,3.3,0.15,-0.3,-0.3
ITA-Serie A,2425,Parma,Mateusz Kowalski,,,19.0,2005.0,0.6,0,1,0,0.0,1.61,0.0,0.0,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4
ITA-Serie A,2425,Parma,Mathias Løvik,,,20.0,2003.0,1.0,0,1,0,0.0,0.98,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2425,Parma,Matteo Cancellieri,,,22.0,2002.0,15.8,3,22,7,31.8,1.39,0.44,0.14,0.43,17.6,0,0,0,2.7,2.7,0.12,0.3,0.3
ITA-Serie A,2425,Parma,Milan Đurić,,,34.0,1990.0,3.0,1,5,1,20.0,1.68,0.34,0.2,1.0,12.8,0,0,0,0.3,0.3,0.05,0.7,0.7
ITA-Serie A,2425,Parma,Mohamed Haj,,,19.0,2005.0,5.0,1,7,3,42.9,1.39,0.6,0.14,0.33,16.7,0,0,0,0.6,0.6,0.09,0.4,0.4
ITA-Serie A,2425,Parma,Nahuel Estévez,,,28.0,1995.0,7.3,0,5,1,20.0,0.68,0.14,0.0,0.0,25.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2425,Parma,Pontus Almqvist,,,25.0,1999.0,12.4,1,26,9,34.6,2.1,0.73,0.04,0.11,17.4,0,0,0,2.1,2.1,0.08,-1.1,-1.1
ITA-Serie A,2425,Parma,Simon Sohm,,,23.0,2001.0,33.2,4,34,13,38.2,1.02,0.39,0.12,0.31,18.8,0,0,0,3.1,3.1,0.09,0.9,0.9
ITA-Serie A,2425,Parma,Valentin Mihaila,,,24.0,2000.0,14.3,0,31,11,35.5,2.17,0.77,0.0,0.0,22.1,5,0,0,2.4,2.4,0.08,-2.4,-2.4
ITA-Serie A,2425,Parma,Woyo Coulibaly,,,25.0,1999.0,12.0,0,3,0,0.0,0.25,0.0,0.0,,23.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2425,Parma,Wylan Cyprien,,,29.0,1995.0,0.3,0,1,0,0.0,3.21,0.0,0.0,,15.2,0,0,0,0.2,0.2,0.2,-0.2,-0.2
ITA-Serie A,2425,Parma,Yordan Osorio,,,30.0,1994.0,1.9,0,1,0,0.0,0.52,0.0,0.0,,25.7,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2425,Parma,Zion Suzuki,,,21.0,2002.0,36.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2425,Roma,Alexis Saelemaekers,,,25.0,1999.0,15.4,7,25,12,48.0,1.62,0.78,0.28,0.58,16.7,0,0,0,2.5,2.5,0.1,4.5,4.5
ITA-Serie A,2425,Roma,Anass Salah-Eddine,,,22.0,2002.0,1.7,0,2,1,50.0,1.18,0.59,0.0,0.0,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3
ITA-Serie A,2425,Roma,Angeliño,,,27.0,1997.0,35.3,2,24,6,25.0,0.68,0.17,0.08,0.33,20.0,0,0,0,1.4,1.4,0.06,0.6,0.6
ITA-Serie A,2425,Roma,Artem Dovbyk,,,27.0,1997.0,26.9,12,61,25,41.0,2.27,0.93,0.16,0.4,13.7,0,2,2,11.9,10.3,0.17,0.1,-0.3
ITA-Serie A,2425,Roma,Bryan Cristante,,,29.0,1995.0,22.7,4,30,7,23.3,1.32,0.31,0.13,0.57,16.9,0,0,0,2.1,2.1,0.07,1.9,1.9
ITA-Serie A,2425,Roma,Devyne Rensch,,,21.0,2003.0,5.2,0,3,2,66.7,0.58,0.38,0.0,0.0,13.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2425,Roma,Eldor Shomurodov,,,29.0,1995.0,12.2,4,29,13,44.8,2.38,1.07,0.14,0.31,11.9,0,0,0,4.7,4.7,0.16,-0.7,-0.7
ITA-Serie A,2425,Roma,Enzo Le Fée,,,24.0,2000.0,3.5,0,4,2,50.0,1.13,0.57,0.0,0.0,24.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
ITA-Serie A,2425,Roma,Gianluca Mancini,,,28.0,1996.0,34.9,2,22,5,22.7,0.63,0.14,0.09,0.4,12.3,0,0,0,1.7,1.7,0.08,0.3,0.3
ITA-Serie A,2425,Roma,Leandro Paredes,,,30.0,1994.0,15.3,3,24,7,29.2,1.57,0.46,0.04,0.14,29.3,5,2,2,2.3,0.7,0.03,0.7,0.3
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,,,28.0,1996.0,18.1,2,41,13,31.7,2.27,0.72,0.02,0.08,19.2,2,1,1,4.7,3.9,0.1,-2.7,-2.9
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,,,20.0,2003.0,2.5,0,3,0,0.0,1.18,0.0,0.0,,21.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1
