league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,carries_carries,carries_totdist,carries_prgdist,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third
ITA-Serie A,2425,Bologna,Samuel Iling-Junior,ENG,Forward/Midfielder,20.0,2003.0,7,0,118,1.3,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,5,7,27,0.76,0.0,0.76,0.76,0.76,0.11,0.09,0.19,0.11,0.19,110.0,0.0,7.0,31.0,73.0,6.0,110.0,64.0,367.0,190.0,3.0,2.0,1.0,1.0,1.0
ITA-Serie A,2425,Bologna,Santiago Castro,ARG,Forward,19.0,2004.0,36,27,2294,25.5,8,4,12,8,0,1,7,0,7.7,6.9,2.9,9.8,17,39,136,0.31,0.16,0.47,0.31,0.47,0.3,0.11,0.41,0.27,0.38,722.0,23.0,55.0,312.0,363.0,101.0,721.0,428.0,1867.0,599.0,18.0,10.0,4.0,9.0,5.0
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,Defender,27.0,1997.0,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,602.0,33.0,186.0,290.0,133.0,13.0,602.0,295.0,1505.0,581.0,26.0,15.0,12.0,9.0,5.0
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,Forward,23.0,2000.0,31,11,1154,12.8,3,2,5,3,0,0,1,0,4.3,4.3,0.6,4.9,9,17,84,0.23,0.16,0.39,0.23,0.39,0.33,0.05,0.38,0.33,0.38,439.0,15.0,28.0,199.0,214.0,65.0,439.0,243.0,1033.0,213.0,10.0,5.0,0.0,4.0,6.0
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,Midfielder,25.0,1999.0,21,13,1178,13.1,2,2,4,2,0,0,6,2,2.1,2.0,1.4,3.4,12,42,23,0.15,0.15,0.31,0.15,0.31,0.16,0.11,0.27,0.15,0.26,608.0,24.0,106.0,368.0,141.0,20.0,608.0,293.0,1224.0,517.0,33.0,19.0,12.0,15.0,6.0
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,Goalkeeper,33.0,1991.0,27,27,2364,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,870.0,1146.0,9.0,0.0,0.0,1155.0,778.0,3571.0,1920.0,1.0,0.0,1.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,Defender,21.0,2002.0,21,13,1077,12.0,1,1,2,1,0,0,4,0,0.9,0.9,0.4,1.3,12,50,19,0.08,0.08,0.17,0.08,0.17,0.07,0.03,0.11,0.07,0.11,710.0,67.0,309.0,312.0,105.0,13.0,710.0,298.0,1488.0,797.0,31.0,18.0,12.0,17.0,2.0
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,Goalkeeper,26.0,1997.0,7,7,621,6.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,212.0,242.0,3.0,0.0,0.0,244.0,137.0,609.0,299.0,1.0,0.0,1.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,Midfielder,28.0,1995.0,29,16,1432,15.9,2,1,3,2,0,0,6,0,1.7,1.7,0.6,2.4,11,40,36,0.13,0.06,0.19,0.13,0.19,0.11,0.04,0.15,0.11,0.15,686.0,49.0,189.0,352.0,152.0,20.0,686.0,332.0,1201.0,553.0,31.0,20.0,11.0,17.0,3.0
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,Midfielder,26.0,1998.0,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.3,0.3,0.9,1.3,11,92,14,0.0,0.13,0.13,0.0,0.13,0.01,0.04,0.05,0.01,0.05,1367.0,59.0,452.0,714.0,210.0,4.0,1367.0,818.0,3733.0,1324.0,42.0,23.0,28.0,11.0,3.0
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,Goalkeeper,22.0,2001.0,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,620.0,754.0,2.0,0.0,0.0,756.0,408.0,1899.0,1065.0,1.0,0.0,1.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,Forward/Midfielder,26.0,1998.0,9,2,263,2.9,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,5,5,22,0.34,0.0,0.34,0.34,0.34,0.08,0.01,0.08,0.08,0.08,121.0,2.0,23.0,50.0,50.0,8.0,121.0,84.0,472.0,178.0,5.0,3.0,3.0,1.0,1.0
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,Defender,24.0,1999.0,37,35,3060,34.0,2,0,2,2,0,0,4,0,0.9,0.9,3.6,4.5,57,146,82,0.06,0.0,0.06,0.06,0.06,0.03,0.11,0.13,0.03,0.13,2017.0,120.0,803.0,887.0,342.0,34.0,2017.0,1100.0,5589.0,3187.0,40.0,23.0,20.0,17.0,3.0
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,Midfielder/Forward,24.0,2000.0,28,8,1009,11.2,2,4,6,2,0,0,0,0,4.9,4.9,2.2,7.1,11,41,82,0.18,0.36,0.54,0.18,0.54,0.43,0.2,0.63,0.43,0.63,490.0,10.0,44.0,225.0,224.0,43.0,490.0,297.0,1318.0,435.0,11.0,8.0,4.0,6.0,1.0
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,Forward/Midfielder,34.0,1990.0,12,1,310,3.4,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.4,7,7,16,0.0,0.0,0.0,0.0,0.0,0.4,0.02,0.42,0.4,0.42,96.0,1.0,6.0,32.0,58.0,22.0,96.0,43.0,229.0,112.0,2.0,0.0,1.0,0.0,1.0
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,Goalkeeper,22.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,Defender,34.0,1990.0,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,4,35,1,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04,707.0,101.0,417.0,265.0,31.0,5.0,707.0,384.0,1724.0,735.0,27.0,15.0,16.0,9.0,2.0
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,Forward/Midfielder,21.0,2003.0,6,0,127,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,7,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,44.0,0.0,4.0,24.0,16.0,4.0,44.0,25.0,183.0,41.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,Forward/Midfielder,35.0,1988.0,26,1,445,4.9,2,0,2,2,0,0,5,0,2.7,2.7,1.0,3.7,1,17,26,0.4,0.0,0.4,0.4,0.4,0.53,0.2,0.74,0.53,0.74,225.0,4.0,15.0,107.0,104.0,28.0,225.0,86.0,189.0,63.0,1.0,0.0,0.0,1.0,0.0
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,Defender,27.0,1997.0,5,1,184,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,5,0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.18,0.1,0.18,116.0,18.0,64.0,51.0,2.0,2.0,116.0,69.0,426.0,205.0,1.0,0.0,0.0,1.0,0.0
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,Midfielder,20.0,2003.0,12,8,570,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,2,23,7,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.02,0.12,313.0,12.0,89.0,177.0,48.0,3.0,313.0,155.0,569.0,244.0,10.0,4.0,2.0,7.0,1.0
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,Midfielder/Forward,23.0,2001.0,20,9,925,10.3,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,39,19,75,0.0,0.29,0.29,0.0,0.29,0.06,0.1,0.16,0.06,0.16,422.0,13.0,76.0,151.0,202.0,37.0,422.0,259.0,1802.0,962.0,17.0,12.0,8.0,7.0,2.0
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,Midfielder,24.0,2000.0,35,27,2409,26.8,1,1,2,1,0,0,5,1,1.1,1.1,2.3,3.4,20,106,61,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.13,0.04,0.13,1222.0,51.0,268.0,713.0,254.0,32.0,1222.0,656.0,2774.0,1212.0,55.0,32.0,16.0,31.0,8.0
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,Defender/Midfielder,25.0,1999.0,35,33,2713,30.1,6,2,8,6,0,0,2,0,3.1,3.1,2.4,5.5,69,63,144,0.2,0.07,0.27,0.2,0.27,0.1,0.08,0.18,0.1,0.18,1115.0,43.0,260.0,487.0,387.0,31.0,1115.0,661.0,3945.0,1877.0,30.0,14.0,16.0,12.0,2.0
ITA-Serie A,2425,Cagliari,Nicola Pintus,ITA,Defender,19.0,2005.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,Forward/Midfielder,34.0,1989.0,27,18,1267,14.1,3,1,4,3,0,0,2,0,2.2,2.2,1.9,4.1,21,46,70,0.21,0.07,0.28,0.21,0.28,0.16,0.14,0.29,0.16,0.29,595.0,8.0,57.0,294.0,255.0,34.0,595.0,326.0,1527.0,700.0,14.0,7.0,6.0,7.0,1.0
ITA-Serie A,2425,Cagliari,Paulo Azzi,BRA,Defender,30.0,1994.0,6,5,426,4.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.4,15,13,26,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,242.0,19.0,66.0,97.0,84.0,8.0,242.0,119.0,804.0,450.0,11.0,9.0,3.0,6.0,2.0
ITA-Serie A,2425,Cagliari,Roberto Piccoli,ITA,Forward,23.0,2001.0,37,37,3127,34.7,10,1,11,9,1,1,6,0,12.7,12.0,0.9,12.9,30,37,165,0.29,0.03,0.32,0.26,0.29,0.37,0.03,0.39,0.34,0.37,919.0,29.0,76.0,468.0,385.0,144.0,918.0,511.0,2406.0,774.0,13.0,9.0,2.0,6.0,5.0
ITA-Serie A,2425,Cagliari,Răzvan Marin,ROU,Midfielder,28.0,1996.0,33,13,1406,15.6,3,2,5,1,2,2,4,0,2.4,0.8,3.6,4.5,22,84,29,0.19,0.13,0.32,0.06,0.19,0.15,0.23,0.39,0.05,0.29,860.0,20.0,168.0,462.0,241.0,22.0,858.0,471.0,2414.0,1106.0,22.0,13.0,8.0,11.0,3.0
ITA-Serie A,2425,Cagliari,Sebastiano Luperto,ITA,Defender,27.0,1996.0,36,36,3240,36.0,1,3,4,1,0,0,4,0,2.2,2.2,1.3,3.4,22,96,11,0.03,0.08,0.11,0.03,0.11,0.06,0.04,0.1,0.06,0.1,1913.0,251.0,1065.0,777.0,81.0,29.0,1913.0,1060.0,4923.0,2539.0,48.0,27.0,31.0,16.0,1.0
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,Goalkeeper,28.0,1996.0,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,382.0,438.0,4.0,0.0,0.0,442.0,201.0,1040.0,641.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Cagliari,Tommaso Augello,ITA,Defender,29.0,1994.0,38,30,2713,30.1,0,7,7,0,0,0,3,0,0.3,0.3,4.6,4.9,58,118,113,0.0,0.23,0.23,0.0,0.23,0.01,0.15,0.16,0.01,0.16,1902.0,103.0,657.0,697.0,569.0,12.0,1902.0,882.0,4179.0,2239.0,49.0,28.0,28.0,17.0,4.0
ITA-Serie A,2425,Cagliari,Yerry Mina,COL,Defender,29.0,1994.0,31,31,2569,28.5,1,0,1,1,0,0,6,1,2.3,2.3,0.3,2.6,17,76,9,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09,1797.0,332.0,1047.0,686.0,89.0,43.0,1797.0,948.0,4858.0,2737.0,66.0,32.0,43.0,21.0,2.0
ITA-Serie A,2425,Cagliari,Zito Luvumbo,ANG,Forward/Midfielder,22.0,2002.0,26,19,1606,17.8,2,2,4,2,0,0,2,0,2.1,2.1,3.1,5.2,70,31,125,0.11,0.11,0.22,0.11,0.22,0.12,0.17,0.29,0.12,0.29,477.0,4.0,44.0,166.0,277.0,67.0,477.0,347.0,2694.0,1426.0,10.0,6.0,4.0,3.0,3.0
ITA-Serie A,2425,Como,Alberto Cerri,ITA,Forward,28.0,1996.0,5,0,87,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0,0,11,0.0,0.0,0.0,0.0,0.0,1.05,0.0,1.05,1.05,1.05,36.0,1.0,4.0,12.0,21.0,9.0,36.0,20.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Alberto Dossena,ITA,Defender,25.0,1998.0,23,20,1825,20.3,0,2,2,0,0,0,1,1,0.8,0.8,0.7,1.5,4,36,1,0.0,0.1,0.1,0.0,0.1,0.04,0.03,0.07,0.04,0.07,1220.0,173.0,677.0,517.0,31.0,20.0,1220.0,693.0,2716.0,1465.0,33.0,20.0,23.0,8.0,2.0
ITA-Serie A,2425,Como,Alberto Moreno,ESP,Defender,32.0,1992.0,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,23,81,58,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,1224.0,58.0,391.0,563.0,283.0,17.0,1224.0,722.0,3027.0,1350.0,25.0,11.0,17.0,8.0,0.0
ITA-Serie A,2425,Como,Alessandro Gabrielloni,ITA,Forward/Midfielder,30.0,1994.0,15,0,142,1.6,1,1,2,1,0,0,1,0,0.3,0.3,0.8,1.1,5,6,13,0.63,0.63,1.27,0.63,1.27,0.19,0.49,0.68,0.19,0.68,64.0,3.0,5.0,25.0,36.0,7.0,64.0,43.0,247.0,128.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Alessio Iovine,ITA,Defender/Forward,33.0,1991.0,10,3,387,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,9,6,8,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,266.0,13.0,86.0,120.0,62.0,4.0,266.0,120.0,637.0,339.0,5.0,2.0,2.0,3.0,0.0
ITA-Serie A,2425,Como,Ali Jasim,IRQ,Forward/Defender,20.0,2004.0,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,4.0,1.0,0.0,11.0,7.0,54.0,36.0,1.0,0.0,1.0,0.0,0.0
ITA-Serie A,2425,Como,Alieu Fadera,GAM,Forward/Defender,22.0,2001.0,28,20,1644,18.3,1,3,4,1,0,0,2,1,1.7,1.7,4.0,5.7,74,36,160,0.05,0.16,0.22,0.05,0.22,0.09,0.22,0.31,0.09,0.31,844.0,16.0,148.0,326.0,391.0,60.0,844.0,544.0,3868.0,2239.0,64.0,47.0,25.0,27.0,12.0
ITA-Serie A,2425,Como,Anastasios Douvikas,GRE,Forward,24.0,1999.0,13,6,580,6.4,2,2,4,2,0,0,1,0,2.5,2.5,1.1,3.7,8,6,36,0.31,0.31,0.62,0.31,0.62,0.4,0.17,0.57,0.4,0.57,182.0,2.0,13.0,73.0,99.0,34.0,182.0,113.0,498.0,174.0,3.0,2.0,0.0,3.0,0.0
ITA-Serie A,2425,Como,Andrea Belotti,ITA,Forward,30.0,1993.0,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43,185.0,7.0,23.0,82.0,82.0,28.0,185.0,106.0,477.0,203.0,7.0,5.0,1.0,4.0,2.0
ITA-Serie A,2425,Como,Assane Diao,SEN,Forward/Midfielder,18.0,2005.0,15,14,1252,13.9,8,1,9,8,0,0,2,0,4.0,4.0,0.4,4.4,50,36,116,0.58,0.07,0.65,0.58,0.65,0.29,0.03,0.31,0.29,0.31,523.0,16.0,65.0,191.0,273.0,58.0,523.0,376.0,2757.0,1349.0,25.0,14.0,9.0,10.0,6.0
ITA-Serie A,2425,Como,Ben Lhassine Kone,CIV,Midfielder,24.0,2000.0,4,0,51,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,35.0,2.0,8.0,22.0,6.0,0.0,35.0,25.0,115.0,17.0,2.0,2.0,1.0,0.0,1.0
ITA-Serie A,2425,Como,Daniele Baselli,ITA,Midfielder,32.0,1992.0,2,1,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,6.0,23.0,2.0,0.0,31.0,22.0,134.0,45.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Dele Alli,ENG,Midfielder,28.0,1996.0,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Edoardo Goldaniga,ITA,Defender,30.0,1993.0,32,28,2532,28.1,1,0,1,1,0,0,12,1,2.5,2.5,0.3,2.8,20,81,8,0.04,0.0,0.04,0.04,0.04,0.09,0.01,0.1,0.09,0.1,1757.0,154.0,848.0,800.0,117.0,25.0,1757.0,1008.0,5274.0,2711.0,34.0,21.0,21.0,8.0,5.0
ITA-Serie A,2425,Como,Emil Audero,IDN,Goalkeeper,27.0,1997.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,219.0,268.0,1.0,0.0,0.0,269.0,177.0,821.0,476.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Federico Barba,ITA,Defender,30.0,1993.0,7,5,431,4.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,25,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,320.0,33.0,155.0,144.0,21.0,5.0,320.0,201.0,999.0,567.0,2.0,2.0,1.0,1.0,0.0
ITA-Serie A,2425,Como,Fellipe Jack,BRA,Defender,18.0,2006.0,7,1,171,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,127.0,10.0,74.0,48.0,5.0,1.0,127.0,62.0,281.0,188.0,9.0,4.0,8.0,1.0,0.0
ITA-Serie A,2425,Como,Gabriel Strefezza,BRA,Forward/Midfielder,27.0,1997.0,37,32,2619,29.1,6,4,10,6,0,0,5,0,3.7,3.7,3.9,7.6,80,106,190,0.21,0.14,0.34,0.21,0.34,0.13,0.13,0.26,0.13,0.26,1483.0,27.0,197.0,595.0,704.0,93.0,1483.0,1033.0,5397.0,2707.0,57.0,39.0,20.0,20.0,17.0
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,Defender,22.0,2002.0,20,14,1257,14.0,0,1,1,0,0,0,3,0,0.5,0.5,0.5,0.9,19,42,34,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.07,0.03,0.07,841.0,44.0,270.0,392.0,194.0,14.0,841.0,432.0,2197.0,1039.0,40.0,32.0,27.0,10.0,3.0
ITA-Serie A,2425,Como,Ivan Smolčić,CRO,Defender,23.0,2000.0,9,7,630,7.0,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,475.0,29.0,184.0,224.0,70.0,10.0,475.0,231.0,838.0,306.0,16.0,9.0,8.0,7.0,1.0
ITA-Serie A,2425,Como,Jean Butez,FRA,Goalkeeper,29.0,1995.0,19,18,1666,18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,641.0,791.0,9.0,0.0,0.0,799.0,534.0,2755.0,1559.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Jonathan Ikone,FRA,Forward,26.0,1998.0,13,5,540,6.0,2,0,2,2,0,0,1,0,1.8,1.8,0.2,1.9,23,17,55,0.33,0.0,0.33,0.33,0.33,0.29,0.03,0.32,0.29,0.32,257.0,4.0,26.0,110.0,125.0,31.0,257.0,168.0,1060.0,612.0,15.0,9.0,4.0,3.0,8.0
ITA-Serie A,2425,Como,Luca Mazzitelli,ITA,Midfielder,28.0,1995.0,11,3,335,3.7,1,1,2,1,0,0,1,0,0.2,0.2,0.6,0.8,2,27,14,0.27,0.27,0.54,0.27,0.54,0.06,0.15,0.21,0.06,0.21,235.0,9.0,56.0,134.0,49.0,10.0,235.0,132.0,599.0,245.0,9.0,6.0,4.0,5.0,0.0
ITA-Serie A,2425,Como,Lucas Da Cunha,FRA,Midfielder,23.0,2001.0,36,30,2613,29.0,3,2,5,3,0,0,4,0,2.0,2.0,3.8,5.8,63,154,85,0.1,0.07,0.17,0.1,0.17,0.07,0.13,0.2,0.07,0.2,1929.0,54.0,377.0,1031.0,528.0,40.0,1929.0,1200.0,6198.0,3078.0,45.0,25.0,17.0,19.0,9.0
ITA-Serie A,2425,Como,Marc-Oliver Kempf,GER,Defender,29.0,1995.0,31,30,2615,29.1,0,0,0,0,0,0,6,1,1.6,1.6,1.2,2.7,17,85,4,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,2010.0,305.0,1004.0,932.0,85.0,26.0,2010.0,1136.0,5290.0,2703.0,30.0,20.0,15.0,14.0,1.0
ITA-Serie A,2425,Como,Marco Sala,ITA,Defender,25.0,1999.0,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,173.0,9.0,54.0,69.0,51.0,1.0,173.0,113.0,565.0,311.0,9.0,6.0,5.0,3.0,1.0
ITA-Serie A,2425,Como,Matthias Braunöder,AUT,Midfielder,22.0,2002.0,8,3,268,3.0,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,2,18,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,175.0,4.0,43.0,108.0,25.0,3.0,175.0,88.0,362.0,187.0,10.0,4.0,6.0,3.0,1.0
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,Midfielder,24.0,2000.0,18,15,1087,12.1,2,3,5,2,0,0,4,0,0.8,0.8,1.5,2.4,15,76,46,0.17,0.25,0.41,0.17,0.41,0.07,0.13,0.2,0.07,0.2,698.0,9.0,134.0,368.0,205.0,24.0,698.0,455.0,2082.0,883.0,36.0,21.0,14.0,18.0,4.0
ITA-Serie A,2425,Como,Máximo Perrone,ARG,Midfielder,21.0,2003.0,26,20,1857,20.6,0,3,3,0,0,0,6,0,0.9,0.9,2.2,3.1,16,98,19,0.0,0.15,0.15,0.0,0.15,0.04,0.11,0.15,0.04,0.15,1502.0,62.0,372.0,932.0,205.0,15.0,1502.0,934.0,3623.0,1660.0,38.0,27.0,19.0,14.0,5.0
ITA-Serie A,2425,Como,Mërgim Vojvoda,KVX,Defender,29.0,1995.0,11,8,717,8.0,1,2,3,1,0,0,2,0,0.2,0.2,2.0,2.3,16,43,40,0.13,0.25,0.38,0.13,0.38,0.03,0.25,0.28,0.03,0.28,521.0,32.0,148.0,230.0,147.0,14.0,521.0,293.0,1217.0,592.0,9.0,6.0,5.0,4.0,0.0
ITA-Serie A,2425,Como,Nicolás Paz,ARG,Midfielder/Forward,19.0,2004.0,35,30,2687,29.9,6,8,14,6,0,1,6,0,9.3,8.5,6.0,14.5,77,163,171,0.2,0.27,0.47,0.2,0.47,0.31,0.2,0.51,0.28,0.49,1683.0,21.0,225.0,821.0,667.0,85.0,1682.0,1093.0,6153.0,2878.0,51.0,33.0,18.0,26.0,7.0
ITA-Serie A,2425,Como,Oliver Abildgaard,DEN,Midfielder,28.0,1996.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Patrick Cutrone,ITA,Forward,26.0,1998.0,33,23,2047,22.7,7,4,11,7,0,1,1,0,7.1,6.3,2.1,8.4,53,31,155,0.31,0.18,0.48,0.31,0.48,0.31,0.09,0.41,0.28,0.37,692.0,5.0,28.0,281.0,388.0,119.0,691.0,445.0,2251.0,1067.0,16.0,11.0,0.0,10.0,6.0
ITA-Serie A,2425,Como,Pepe Reina,ESP,Goalkeeper,41.0,1982.0,12,12,1034,11.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,307.0,380.0,1.0,0.0,0.0,381.0,245.0,1361.0,757.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Como,Sergi Roberto,ESP,Midfielder,32.0,1992.0,13,8,696,7.7,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,36,19,0.0,0.13,0.13,0.0,0.13,0.09,0.09,0.18,0.09,0.18,582.0,19.0,114.0,348.0,123.0,9.0,582.0,340.0,1514.0,775.0,14.0,8.0,5.0,5.0,4.0
