league,season,team,player,nationality,position,age,birth_year,90s,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,challenge_tackles,challenges_attempted,tackle_success_rate,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_plus_interceptions,clearances,errors
ITA-Serie A,2425,Lazio,Nicolò Casale,,,26.0,1998.0,1.5,5,3,4,1,0,0,0,,0,4,3,1,1,6,2,0
ITA-Serie A,2425,Lazio,Nicolò Rovella,,,22.0,2001.0,30.2,84,50,39,38,7,41,79,51.9,38,19,4,15,47,131,46,3
ITA-Serie A,2425,Lazio,Nuno Tavares,,,24.0,2000.0,18.7,28,21,15,8,5,14,34,41.2,20,21,3,18,21,49,44,2
ITA-Serie A,2425,Lazio,Oliver Nielsen,,,21.0,2003.0,0.4,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
ITA-Serie A,2425,Lazio,Patric,,,31.0,1993.0,6.7,9,6,6,3,0,6,10,60.0,4,3,2,1,3,12,22,1
ITA-Serie A,2425,Lazio,Pedro,,,37.0,1987.0,12.2,19,14,5,9,5,10,21,47.6,11,11,0,11,3,22,3,1
ITA-Serie A,2425,Lazio,Reda Belahyane,,,20.0,2004.0,2.2,8,6,8,0,0,6,6,100.0,0,3,2,1,1,9,5,0
ITA-Serie A,2425,Lazio,Samuel Gigot,,,30.0,1993.0,7.6,4,3,1,3,0,0,1,0.0,1,8,6,2,13,17,36,0
ITA-Serie A,2425,Lazio,Tijjani Noslin,,,25.0,1999.0,9.6,6,5,2,1,3,1,8,12.5,7,15,1,14,1,7,7,0
ITA-Serie A,2425,Lazio,Valentín Castellanos,,,25.0,1998.0,26.5,13,6,2,4,7,1,10,10.0,9,18,2,16,6,19,25,0
ITA-Serie A,2425,Lecce,Andy Pelmard,,,24.0,2000.0,1.4,6,6,5,1,0,4,4,100.0,0,1,0,1,0,6,5,0
ITA-Serie A,2425,Lecce,Ante Rebić,,,30.0,1993.0,8.8,12,9,5,5,2,3,9,33.3,6,7,1,6,2,14,4,1
ITA-Serie A,2425,Lecce,Antonino Gallo,,,24.0,2000.0,29.0,65,42,46,15,4,34,62,54.8,28,33,6,27,20,85,133,0
ITA-Serie A,2425,Lecce,Balthazar Pierret,,,24.0,2000.0,19.1,51,31,25,23,3,13,30,43.3,17,19,5,14,19,70,31,1
ITA-Serie A,2425,Lecce,Danilo Veiga,,,21.0,2002.0,4.2,8,6,4,4,0,6,13,46.2,7,5,0,5,4,12,14,0
ITA-Serie A,2425,Lecce,Federico Baschirotto,,,27.0,1996.0,38.0,37,25,30,5,2,22,28,78.6,6,44,32,12,23,60,237,2
ITA-Serie A,2425,Lecce,Filip Marchwiński,,,22.0,2002.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Lecce,Frederic Guilbert,,,29.0,1994.0,27.1,65,36,30,29,6,36,55,65.5,19,28,8,20,47,112,113,3
ITA-Serie A,2425,Lecce,Gaby Jean,,,24.0,2000.0,15.4,14,7,8,5,1,6,11,54.5,5,13,10,3,9,23,71,1
ITA-Serie A,2425,Lecce,Hamza Rafia,,,25.0,1999.0,11.8,44,27,14,25,5,15,32,46.9,17,7,2,5,4,48,18,1
ITA-Serie A,2425,Lecce,Jesper Karlsson,,,26.0,1998.0,5.5,3,2,3,0,0,2,8,25.0,6,2,0,2,0,3,4,0
ITA-Serie A,2425,Lecce,Kevin Bonifazi,,,28.0,1996.0,0.7,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,3,0
ITA-Serie A,2425,Lecce,Kialonda,,,26.0,1997.0,23.8,34,12,24,10,0,12,17,70.6,5,44,28,16,32,66,132,1
ITA-Serie A,2425,Lecce,Konan N'dri,,,23.0,2000.0,3.4,3,3,0,0,3,2,3,66.7,1,4,0,4,1,4,0,0
ITA-Serie A,2425,Lecce,Lameck Banda,,,23.0,2001.0,6.8,8,5,4,2,2,3,12,25.0,9,7,0,7,2,10,8,1
ITA-Serie A,2425,Lecce,Lassana Coulibaly,,,28.0,1996.0,29.6,48,29,16,28,4,24,61,39.3,37,45,12,33,18,66,46,1
ITA-Serie A,2425,Lecce,Marco Sala,,,25.0,1999.0,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
ITA-Serie A,2425,Lecce,Medon Berisha,,,20.0,2003.0,8.0,12,8,7,3,2,4,8,50.0,4,6,0,6,11,23,5,2
ITA-Serie A,2425,Lecce,Mohamed Kaba,,,22.0,2001.0,5.0,13,8,7,5,1,8,10,80.0,2,11,4,7,4,17,10,1
ITA-Serie A,2425,Lecce,Nicola Sansone,,,32.0,1991.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Lecce,Nikola Krstović,,,24.0,2000.0,34.0,18,9,4,7,7,7,16,43.8,9,12,7,5,7,25,24,0
ITA-Serie A,2425,Lecce,Patrick Dorgu,,,19.0,2004.0,20.4,45,27,21,19,5,23,45,51.1,22,24,6,18,18,63,42,2
ITA-Serie A,2425,Lecce,Rareș-Cătălin Burnete,,,20.0,2004.0,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ITA-Serie A,2425,Lecce,Remi Oudin,,,27.0,1996.0,3.3,3,1,1,1,1,2,4,50.0,2,6,2,4,2,5,1,0
ITA-Serie A,2425,Lecce,Santiago Pierotti,,,23.0,2001.0,21.5,46,24,22,18,6,23,51,45.1,28,31,5,26,14,60,32,0
ITA-Serie A,2425,Lecce,Tete Morente,,,27.0,1996.0,22.5,27,17,10,11,6,10,36,27.8,26,16,1,15,14,41,31,1
ITA-Serie A,2425,Lecce,Tiago Gabriel,,,19.0,2004.0,1.1,0,0,0,0,0,0,0,,0,4,2,2,0,0,11,0
ITA-Serie A,2425,Lecce,Valentin Gendrey,,,24.0,2000.0,2.0,2,2,1,0,1,1,1,100.0,0,3,1,2,2,4,1,0
ITA-Serie A,2425,Lecce,Wladimiro Falcone,,,29.0,1995.0,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,29,3
ITA-Serie A,2425,Lecce,Ylber Ramadani,,,28.0,1996.0,20.1,51,28,24,27,0,33,52,63.5,19,26,9,17,24,75,26,3
ITA-Serie A,2425,Lecce,Þórir Jóhann Helgason,,,23.0,2000.0,12.8,10,7,3,6,1,7,13,53.8,6,7,2,5,6,16,11,2
ITA-Serie A,2425,Milan,Alejandro Jiménez,,,19.0,2005.0,14.1,24,13,8,14,2,11,27,40.7,16,24,3,21,15,39,23,0
ITA-Serie A,2425,Milan,Alessandro Florenzi,,,33.0,1991.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Milan,Alexis Saelemaekers,,,25.0,1999.0,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0
ITA-Serie A,2425,Milan,Bob Murphy Omoregbe,,,20.0,2003.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Milan,Christian Pulisic,,,25.0,1998.0,27.5,43,29,17,14,12,15,37,40.5,22,24,2,22,5,48,13,2
ITA-Serie A,2425,Milan,Davide Bartesaghi,,,18.0,2005.0,1.3,4,2,1,1,2,4,4,100.0,0,1,1,0,3,7,1,0
ITA-Serie A,2425,Milan,Davide Calabria,,,27.0,1996.0,3.5,10,7,10,0,0,4,7,57.1,3,1,0,1,8,18,8,0
ITA-Serie A,2425,Milan,Emerson,,,25.0,1999.0,15.3,45,28,24,16,5,16,34,47.1,18,13,2,11,14,59,56,0
ITA-Serie A,2425,Milan,Fikayo Tomori,,,26.0,1997.0,17.7,40,25,21,16,3,17,25,68.0,8,17,12,5,20,60,61,2
ITA-Serie A,2425,Milan,Filippo Terracciano,,,21.0,2003.0,6.0,9,6,1,6,2,5,10,50.0,5,1,0,1,6,15,11,0
ITA-Serie A,2425,Milan,Francesco Camarda,,,16.0,2008.0,2.3,5,2,0,2,3,2,6,33.3,4,2,1,1,0,5,3,0
ITA-Serie A,2425,Milan,Ismaël Bennacer,,,26.0,1997.0,3.3,5,4,1,3,1,1,7,14.3,6,5,3,2,3,8,1,0
ITA-Serie A,2425,Milan,João Félix,,,24.0,1999.0,8.4,6,6,3,2,1,4,14,28.6,10,2,0,2,1,7,9,0
ITA-Serie A,2425,Milan,Kevin Zeroli,,,19.0,2005.0,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Milan,Kyle Walker,,,34.0,1990.0,7.3,17,9,12,4,1,13,17,76.5,4,9,5,4,9,26,15,1
ITA-Serie A,2425,Milan,Luka Jović,,,26.0,1997.0,6.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,3,0
ITA-Serie A,2425,Milan,Malick Thiaw,,,22.0,2001.0,20.1,24,17,15,6,3,6,10,60.0,4,14,12,2,15,39,76,1
ITA-Serie A,2425,Milan,Marco Sportiello,,,32.0,1992.0,1.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Milan,Matteo Gabbia,,,24.0,1999.0,23.9,21,15,13,7,1,8,10,80.0,2,25,19,6,15,36,103,1
ITA-Serie A,2425,Milan,Mattia Liberali,,,17.0,2007.0,0.7,2,1,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0
ITA-Serie A,2425,Milan,Mike Maignan,,,29.0,1995.0,36.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,19,3
ITA-Serie A,2425,Milan,Noah Okafor,,,24.0,2000.0,4.6,2,1,0,0,2,0,1,0.0,1,1,0,1,2,4,1,0
ITA-Serie A,2425,Milan,Rafael Leão,,,25.0,1999.0,25.8,16,10,4,8,4,11,29,37.9,18,15,1,14,6,22,4,0
ITA-Serie A,2425,Milan,Riccardo Sottil,,,25.0,1999.0,1.4,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Milan,Ruben Loftus-Cheek,,,28.0,1996.0,11.5,19,8,6,9,4,6,12,50.0,6,3,0,3,3,22,20,0
ITA-Serie A,2425,Milan,Samuel Chukwueze,,,25.0,1999.0,10.3,17,11,7,6,4,5,19,26.3,14,3,0,3,2,19,9,0
ITA-Serie A,2425,Milan,Santiago Giménez,,,23.0,2001.0,7.4,5,3,0,4,1,3,4,75.0,1,3,1,2,1,6,13,0
ITA-Serie A,2425,Milan,Strahinja Pavlović,,,23.0,2001.0,20.7,52,31,32,19,1,29,50,58.0,21,17,6,11,16,68,82,0
ITA-Serie A,2425,Milan,Tammy Abraham,,,26.0,1997.0,13.1,17,11,2,10,5,6,8,75.0,2,13,0,13,2,19,16,0
ITA-Serie A,2425,Milan,Theo Hernández,,,26.0,1997.0,30.0,36,28,23,10,3,21,39,53.8,18,25,10,15,17,53,75,3
ITA-Serie A,2425,Milan,Tijjani Reijnders,,,26.0,1998.0,34.8,26,13,6,14,6,10,26,38.5,16,22,4,18,38,64,28,2
ITA-Serie A,2425,Milan,Warren Bondo,,,20.0,2003.0,1.8,5,3,4,1,0,3,3,100.0,0,1,0,1,0,5,2,0
ITA-Serie A,2425,Milan,Youssouf Fofana,,,25.0,1999.0,27.8,56,34,20,31,5,26,52,50.0,26,32,9,23,19,75,24,3
ITA-Serie A,2425,Milan,Yunus Musah,,,21.0,2002.0,17.5,27,19,13,9,5,12,17,70.6,5,9,1,8,7,34,9,3
ITA-Serie A,2425,Milan,Álvaro Morata,,,31.0,1992.0,12.2,16,10,5,8,3,5,8,62.5,3,7,2,5,5,21,5,0
ITA-Serie A,2425,Monza,Alessandro Bianco,,,21.0,2002.0,28.9,51,28,26,17,8,27,41,65.9,14,40,14,26,22,73,53,4
ITA-Serie A,2425,Monza,Andrea Carboni,,,23.0,2001.0,24.3,60,35,39,17,4,35,53,66.0,18,31,16,15,27,87,106,4
ITA-Serie A,2425,Monza,Andrea Mazza,,,20.0,2004.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Monza,Andrea Petagna,,,29.0,1995.0,3.7,2,1,0,1,1,1,2,50.0,1,0,0,0,1,3,2,0
ITA-Serie A,2425,Monza,Armando Izzo,,,32.0,1992.0,27.1,40,15,30,9,1,18,36,50.0,18,38,28,10,45,85,101,0
ITA-Serie A,2425,Monza,Arvid Brorsson,,,25.0,1999.0,4.0,4,3,2,2,0,2,5,40.0,3,9,8,1,2,6,35,1
ITA-Serie A,2425,Monza,Daniel Maldini,,,22.0,2001.0,14.5,14,6,5,9,0,6,13,46.2,7,8,2,6,4,18,12,2
ITA-Serie A,2425,Monza,Danilo D'Ambrosio,,,35.0,1988.0,12.2,28,15,17,10,1,14,23,60.9,9,12,8,4,15,43,36,2
ITA-Serie A,2425,Monza,Dany Mota,,,26.0,1998.0,23.4,13,3,2,3,8,4,8,50.0,4,18,1,17,9,22,27,3
ITA-Serie A,2425,Monza,Gaetano Castrovilli,,,27.0,1997.0,6.6,12,7,10,2,0,4,11,36.4,7,8,2,6,2,14,9,0
ITA-Serie A,2425,Monza,Gianluca Caprari,,,31.0,1993.0,18.3,19,11,8,8,3,7,14,50.0,7,14,0,14,8,27,2,1
ITA-Serie A,2425,Monza,Giorgos Kyriakopoulos,,,28.0,1996.0,31.6,43,26,20,18,5,30,61,49.2,31,28,10,18,23,66,79,0
ITA-Serie A,2425,Monza,Jean-Daniel Akpa-Akpro,,,31.0,1992.0,10.7,30,18,15,14,1,9,21,42.9,12,19,6,13,13,43,16,1
ITA-Serie A,2425,Monza,Kacper Urbanski,,,19.0,2004.0,5.6,5,3,1,2,2,4,7,57.1,3,7,2,5,2,7,9,0
ITA-Serie A,2425,Monza,Keita Baldé,,,29.0,1995.0,7.1,1,1,0,1,0,1,2,50.0,1,4,0,4,2,3,0,0
ITA-Serie A,2425,Monza,Kevin Martins,,,19.0,2005.0,2.0,5,4,3,2,0,3,6,50.0,3,1,0,1,1,6,4,1
ITA-Serie A,2425,Monza,Kevin Zeroli,,,19.0,2005.0,4.4,6,2,3,3,0,0,1,0.0,1,6,1,5,2,8,11,0
ITA-Serie A,2425,Monza,Luca Caldirola,,,33.0,1991.0,9.7,11,7,8,3,0,4,7,57.1,3,9,6,3,11,22,43,1
ITA-Serie A,2425,Monza,Matteo Pessina,,,27.0,1997.0,9.5,15,4,3,11,1,9,14,64.3,5,6,0,6,12,27,7,0
ITA-Serie A,2425,Monza,Mattia Valoti,,,30.0,1993.0,0.4,3,3,3,0,0,0,2,0.0,2,2,0,2,0,3,2,0
ITA-Serie A,2425,Monza,Milan Đurić,,,34.0,1990.0,14.1,1,1,0,1,0,0,3,0.0,3,6,0,6,2,3,17,0
ITA-Serie A,2425,Monza,Mirko Marić,,,29.0,1995.0,1.2,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,1,0
ITA-Serie A,2425,Monza,Omari Forson,,,20.0,2004.0,2.5,3,3,1,2,0,1,3,33.3,2,3,0,3,1,4,1,0
ITA-Serie A,2425,Monza,Pablo Marí,,,30.0,1993.0,18.1,26,15,14,12,0,11,21,52.4,10,24,21,3,37,63,85,2
ITA-Serie A,2425,Monza,Patrick Ciurria,,,29.0,1995.0,12.3,22,14,11,7,4,4,11,36.4,7,13,3,10,6,28,22,0
ITA-Serie A,2425,Monza,Pedro Pereira,,,26.0,1998.0,29.6,53,32,30,18,5,35,55,63.6,20,26,12,14,21,74,85,5
ITA-Serie A,2425,Monza,Roberto Gagliardini,,,30.0,1994.0,2.0,3,2,1,2,0,1,4,25.0,3,1,0,1,2,5,4,0
ITA-Serie A,2425,Monza,Samuele Birindelli,,,25.0,1999.0,16.3,22,15,13,4,5,6,14,42.9,8,15,2,13,10,32,34,2
ITA-Serie A,2425,Monza,Samuele Vignato,,,20.0,2004.0,5.2,6,3,0,4,2,3,7,42.9,4,1,0,1,0,6,6,0
ITA-Serie A,2425,Monza,Semuel Pizzignacco,,,22.0,2001.0,8.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0
ITA-Serie A,2425,Monza,Silvère Ganvoula M'Boussy,,,28.0,1996.0,3.6,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0
ITA-Serie A,2425,Monza,Stefan Lekovic,,,20.0,2004.0,4.1,9,4,6,2,1,5,13,38.5,8,4,4,0,7,16,5,0
ITA-Serie A,2425,Monza,Stefano Sensi,,,28.0,1995.0,3.0,8,5,4,4,0,5,6,83.3,1,4,2,2,3,11,3,1
ITA-Serie A,2425,Monza,Stefano Turati,,,22.0,2001.0,29.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,21,2
ITA-Serie A,2425,Monza,Tomás Palacios,,,21.0,2003.0,5.0,11,5,9,2,0,9,13,69.2,4,7,2,5,8,19,17,2
ITA-Serie A,2425,Monza,Warren Bondo,,,20.0,2003.0,18.0,35,24,19,12,4,13,19,68.4,6,16,6,10,5,40,8,4
ITA-Serie A,2425,Napoli,Alessandro Buongiorno,,,25.0,1999.0,21.4,39,23,26,12,1,24,32,75.0,8,30,18,12,35,74,73,2
ITA-Serie A,2425,Napoli,Alessio Zerbin,,,25.0,1999.0,0.0,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0
ITA-Serie A,2425,Napoli,Alex Meret,,,27.0,1997.0,33.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,16,0
ITA-Serie A,2425,Napoli,Amir Rrahmani,,,30.0,1994.0,37.8,39,31,19,19,1,16,25,64.0,9,43,26,17,27,66,179,2
ITA-Serie A,2425,Napoli,Andre-Frank Zambo Anguissa,,,28.0,1995.0,31.7,42,26,8,28,6,15,34,44.1,19,24,6,18,35,77,40,1
ITA-Serie A,2425,Napoli,Billy Gilmour,,,23.0,2001.0,13.1,24,16,10,9,5,12,20,60.0,8,6,1,5,9,33,23,0
ITA-Serie A,2425,Napoli,Cyril Ngonge,,,24.0,2000.0,2.4,8,5,4,4,0,4,7,57.1,3,3,0,3,2,10,4,0
ITA-Serie A,2425,Napoli,David Neres,,,27.0,1997.0,14.3,21,11,10,4,7,10,15,66.7,5,7,0,7,7,28,4,0
ITA-Serie A,2425,Napoli,Elia Caprile,,,22.0,2001.0,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ITA-Serie A,2425,Napoli,Giacomo Raspadori,,,24.0,2000.0,12.3,18,9,6,10,2,8,12,66.7,4,10,2,8,3,21,13,0
ITA-Serie A,2425,Napoli,Giovanni Di Lorenzo,,,30.0,1993.0,37.0,66,44,35,25,6,42,65,64.6,23,19,6,13,31,97,85,1
ITA-Serie A,2425,Napoli,Giovanni Simeone,,,29.0,1995.0,4.7,2,0,0,1,1,1,6,16.7,5,9,2,7,1,3,6,0
ITA-Serie A,2425,Napoli,Juan Jesus,,,33.0,1991.0,11.9,25,14,16,9,0,12,20,60.0,8,15,3,12,9,34,42,0
ITA-Serie A,2425,Napoli,Khvicha Kvaratskhelia,,,23.0,2001.0,13.1,15,9,4,10,1,4,15,26.7,11,13,0,13,4,19,7,0
ITA-Serie A,2425,Napoli,Leonardo Spinazzola,,,31.0,1993.0,16.9,17,10,6,9,2,10,23,43.5,13,12,1,11,9,26,31,1
ITA-Serie A,2425,Napoli,Mathías Olivera,,,26.0,1997.0,26.3,63,35,31,25,7,32,53,60.4,21,36,12,24,28,91,74,1
ITA-Serie A,2425,Napoli,Matteo Politano,,,30.0,1993.0,31.2,29,15,17,11,1,15,43,34.9,28,21,1,20,13,42,50,1
ITA-Serie A,2425,Napoli,Michael Folorunsho,,,26.0,1998.0,0.4,3,2,0,3,0,2,4,50.0,2,0,0,0,1,4,1,1
ITA-Serie A,2425,Napoli,Noah Okafor,,,24.0,2000.0,0.4,3,2,3,0,0,2,2,100.0,0,0,0,0,0,3,1,0
ITA-Serie A,2425,Napoli,Pasquale Mazzocchi,,,29.0,1995.0,7.8,15,7,7,5,3,8,15,53.3,7,5,2,3,5,20,25,0
ITA-Serie A,2425,Napoli,Philip Billing,,,28.0,1996.0,2.2,9,6,4,4,1,1,4,25.0,3,4,1,3,4,13,6,0
ITA-Serie A,2425,Napoli,Rafa Marín,,,22.0,2002.0,1.6,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,4,0
ITA-Serie A,2425,Napoli,Romelu Lukaku,,,31.0,1993.0,31.6,4,2,0,2,2,1,4,25.0,3,7,2,5,1,5,17,0
ITA-Serie A,2425,Napoli,Scott McTominay,,,27.0,1996.0,32.6,43,25,12,27,4,18,36,50.0,18,22,5,17,24,67,51,0
ITA-Serie A,2425,Napoli,Simone Scuffet,,,28.0,1996.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ITA-Serie A,2425,Napoli,Stanislav Lobotka,,,29.0,1994.0,29.3,47,30,16,21,10,19,31,61.3,12,29,11,18,21,68,57,1
ITA-Serie A,2425,Napoli,Walid Cheddira,,,26.0,1998.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Parma,Adrian Benedyczak,,,23.0,2000.0,2.4,0,0,0,0,0,0,1,0.0,1,3,1,2,0,0,8,0
ITA-Serie A,2425,Parma,Adrian Bernabe,,,23.0,2001.0,16.1,29,18,16,9,4,14,32,43.8,18,22,9,13,7,36,26,1
ITA-Serie A,2425,Parma,Alessandro Circati,,,20.0,2003.0,6.0,7,5,6,1,0,1,2,50.0,1,5,4,1,3,10,42,1
ITA-Serie A,2425,Parma,Alessandro Vogliacco,,,25.0,1998.0,8.6,5,2,5,0,0,3,5,60.0,2,15,10,5,3,8,37,0
ITA-Serie A,2425,Parma,Ange-Yoan Bonny,,,20.0,2003.0,28.1,34,16,4,23,7,8,14,57.1,6,17,2,15,3,37,17,0
ITA-Serie A,2425,Parma,Antoine Hainaut,,,22.0,2002.0,13.4,26,14,15,8,3,9,13,69.2,4,17,4,13,15,41,59,1
ITA-Serie A,2425,Parma,Botond Balogh,,,22.0,2002.0,22.8,36,16,22,13,1,20,28,71.4,8,34,26,8,25,61,141,2
ITA-Serie A,2425,Parma,Dennis Man,,,25.0,1998.0,22.2,13,6,7,3,3,6,24,25.0,18,15,3,12,8,21,11,0
ITA-Serie A,2425,Parma,Drissa Camara,,,22.0,2002.0,5.0,9,7,2,6,1,1,10,10.0,9,8,0,8,3,12,1,0
ITA-Serie A,2425,Parma,Emanuele Valeri,,,25.0,1998.0,31.9,51,31,33,15,3,30,61,49.2,31,31,10,21,29,80,103,4
ITA-Serie A,2425,Parma,Enrico Del Prato,,,24.0,1999.0,32.7,33,17,24,8,1,19,26,73.1,7,69,35,34,19,52,132,2
ITA-Serie A,2425,Parma,Gabriel Charpentier,,,25.0,1999.0,3.0,4,3,2,1,1,3,4,75.0,1,3,0,3,0,4,9,0
ITA-Serie A,2425,Parma,Giovanni Leoni,,,17.0,2006.0,13.3,14,6,10,4,0,5,10,50.0,5,20,11,9,15,29,63,1
ITA-Serie A,2425,Parma,Hernani,,,30.0,1994.0,14.7,47,26,25,18,4,27,50,54.0,23,26,6,20,19,66,12,1
ITA-Serie A,2425,Parma,Jacob Ondrejka,,,21.0,2002.0,4.7,12,6,5,7,0,10,12,83.3,2,2,0,2,7,19,2,0
ITA-Serie A,2425,Parma,Lautaro Valenti,,,25.0,1999.0,17.3,17,12,13,3,1,7,9,77.8,2,26,13,13,13,30,94,1
ITA-Serie A,2425,Parma,Leandro Chichizola,,,34.0,1990.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ITA-Serie A,2425,Parma,Mandela Keita,,,22.0,2002.0,20.3,44,25,13,25,6,18,35,51.4,17,18,7,11,21,65,29,2
ITA-Serie A,2425,Parma,Mateo Pellegrino,,,23.0,2001.0,8.2,3,2,1,2,0,1,4,25.0,3,6,1,5,1,4,6,0
ITA-Serie A,2425,Parma,Mateusz Kowalski,,,19.0,2005.0,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
ITA-Serie A,2425,Parma,Mathias Løvik,,,20.0,2003.0,1.0,1,0,0,1,0,1,3,33.3,2,1,1,0,2,3,3,0
ITA-Serie A,2425,Parma,Matteo Cancellieri,,,22.0,2002.0,15.8,26,16,15,9,2,11,32,34.4,21,15,1,14,13,39,30,0
ITA-Serie A,2425,Parma,Milan Đurić,,,34.0,1990.0,3.0,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,2,0
ITA-Serie A,2425,Parma,Mohamed Haj,,,19.0,2005.0,5.0,3,1,2,1,0,1,2,50.0,1,3,1,2,4,7,5,0
ITA-Serie A,2425,Parma,Nahuel Estévez,,,28.0,1995.0,7.3,16,6,7,8,1,6,15,40.0,9,9,2,7,3,19,26,0
ITA-Serie A,2425,Parma,Pontus Almqvist,,,25.0,1999.0,12.4,17,13,7,7,3,8,17,47.1,9,13,0,13,19,36,8,0
ITA-Serie A,2425,Parma,Simon Sohm,,,23.0,2001.0,33.2,28,17,11,13,4,16,35,45.7,19,11,3,8,26,54,36,0
ITA-Serie A,2425,Parma,Valentin Mihaila,,,24.0,2000.0,14.3,29,15,8,13,8,9,22,40.9,13,18,0,18,8,37,6,0
ITA-Serie A,2425,Parma,Woyo Coulibaly,,,25.0,1999.0,12.0,13,10,9,2,2,5,11,45.5,6,19,2,17,8,21,25,0
ITA-Serie A,2425,Parma,Wylan Cyprien,,,29.0,1995.0,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
ITA-Serie A,2425,Parma,Yordan Osorio,,,30.0,1994.0,1.9,5,3,4,1,0,2,2,100.0,0,3,1,2,4,9,6,1
ITA-Serie A,2425,Parma,Zion Suzuki,,,21.0,2002.0,36.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,35,4
ITA-Serie A,2425,Roma,Alexis Saelemaekers,,,25.0,1999.0,15.4,33,20,22,7,4,18,35,51.4,17,12,1,11,9,42,8,1
ITA-Serie A,2425,Roma,Anass Salah-Eddine,,,22.0,2002.0,1.7,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,2
ITA-Serie A,2425,Roma,Angeliño,,,27.0,1997.0,35.3,46,24,20,24,2,17,34,50.0,17,33,9,24,28,74,98,0
ITA-Serie A,2425,Roma,Artem Dovbyk,,,27.0,1997.0,26.9,4,2,0,1,3,0,4,0.0,4,10,3,7,2,6,12,0
ITA-Serie A,2425,Roma,Bryan Cristante,,,29.0,1995.0,22.7,48,29,18,24,6,15,26,57.7,11,20,10,10,19,67,36,1
ITA-Serie A,2425,Roma,Devyne Rensch,,,21.0,2003.0,5.2,17,13,8,8,1,9,10,90.0,1,5,3,2,7,24,12,1
ITA-Serie A,2425,Roma,Eldor Shomurodov,,,29.0,1995.0,12.2,14,6,2,7,5,3,6,50.0,3,10,1,9,3,17,5,0
ITA-Serie A,2425,Roma,Enzo Le Fée,,,24.0,2000.0,3.5,7,4,5,2,0,2,6,33.3,4,9,3,6,5,12,2,0
ITA-Serie A,2425,Roma,Gianluca Mancini,,,28.0,1996.0,34.9,42,26,22,18,2,20,34,58.8,14,22,16,6,35,77,103,0
ITA-Serie A,2425,Roma,Leandro Paredes,,,30.0,1994.0,15.3,26,14,9,12,5,16,32,50.0,16,14,5,9,19,45,33,2
ITA-Serie A,2425,Roma,Lorenzo Pellegrini,,,28.0,1996.0,18.1,24,16,5,13,6,8,19,42.1,11,8,1,7,6,30,22,0
ITA-Serie A,2425,Roma,Lucas Gourna-Douath,,,20.0,2003.0,2.5,9,4,5,4,0,2,6,33.3,4,1,1,0,0,9,2,0
ITA-Serie A,2425,Roma,Manu Koné,,,23.0,2001.0,28.6,41,26,17,17,7,19,40,47.5,21,27,4,23,24,65,28,0
ITA-Serie A,2425,Roma,Mario Hermoso,,,29.0,1995.0,2.8,2,1,2,0,0,0,1,0.0,1,1,1,0,4,6,13,0
