league,season,team,player,nationality,position,age,birth_year,90s,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,challenge_tackles,challenges_attempted,tackle_success_rate,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_plus_interceptions,clearances,errors
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,,,24.0,2000.0,2.0,1,0,1,0,0,0,1,0.0,1,3,3,0,1,2,15,0
ITA-Serie A,2425,Empoli,Sebastiano Esposito,,,22.0,2002.0,25.9,57,29,15,31,11,18,35,51.4,17,20,2,18,12,69,14,0
ITA-Serie A,2425,Empoli,Szymon Żurkowski,,,26.0,1997.0,1.2,6,4,2,4,0,4,4,100.0,0,3,0,3,1,7,2,0
ITA-Serie A,2425,Empoli,Thomas Campaniello,,,16.0,2008.0,0.3,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
ITA-Serie A,2425,Empoli,Tyronne Ebuehi,,,28.0,1995.0,0.8,3,2,1,2,0,1,1,100.0,0,1,0,1,2,5,0,0
ITA-Serie A,2425,Empoli,Viktor Kovalenko,,,28.0,1996.0,0.9,2,1,0,2,0,0,1,0.0,1,0,0,0,0,2,0,0
ITA-Serie A,2425,Empoli,Youssef Maleh,,,25.0,1998.0,16.8,45,23,17,23,5,17,34,50.0,17,25,6,19,16,61,25,0
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,,,27.0,1997.0,14.1,9,5,2,4,3,7,17,41.2,10,5,0,5,6,15,9,1
ITA-Serie A,2425,Fiorentina,Alessandro Bianco,,,21.0,2002.0,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Amir Richardson,,,22.0,2002.0,11.4,30,13,13,15,2,9,21,42.9,12,14,1,13,6,36,29,1
ITA-Serie A,2425,Fiorentina,Andrea Colpani,,,25.0,1999.0,15.9,15,9,5,7,3,4,12,33.3,8,7,0,7,8,23,10,0
ITA-Serie A,2425,Fiorentina,Antonín Barák,,,29.0,1994.0,0.6,2,0,0,2,0,0,2,0.0,2,1,1,0,0,2,0,0
ITA-Serie A,2425,Fiorentina,Cher Ndour,,,20.0,2004.0,4.5,4,1,2,1,1,2,10,20.0,8,5,1,4,2,6,7,1
ITA-Serie A,2425,Fiorentina,Christian Kouamé,,,26.0,1997.0,6.9,13,8,4,4,5,0,3,0.0,3,3,1,2,2,15,10,0
ITA-Serie A,2425,Fiorentina,Cristiano Biraghi,,,31.0,1992.0,4.8,4,4,1,3,0,2,7,28.6,5,2,0,2,4,8,11,0
ITA-Serie A,2425,Fiorentina,Danilo Cataldi,,,29.0,1994.0,19.0,25,16,13,10,2,14,27,51.9,13,17,8,9,22,47,35,0
ITA-Serie A,2425,Fiorentina,David de Gea,,,33.0,1990.0,34.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,12,0
ITA-Serie A,2425,Fiorentina,Dodô,,,25.0,1998.0,33.6,44,29,25,11,8,25,49,51.0,24,22,5,17,34,78,58,2
ITA-Serie A,2425,Fiorentina,Edoardo Bove,,,22.0,2002.0,9.3,24,17,7,14,3,14,28,50.0,14,12,0,12,6,30,8,0
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,,,23.0,2000.0,11.7,27,17,11,12,4,12,21,57.1,9,14,2,12,17,44,17,0
ITA-Serie A,2425,Fiorentina,Jonathan Ikone,,,26.0,1998.0,3.7,5,2,3,2,0,2,4,50.0,2,3,0,3,1,6,1,0
ITA-Serie A,2425,Fiorentina,Luca Ranieri,,,25.0,1999.0,33.1,42,24,28,12,2,20,25,80.0,5,47,32,15,27,69,154,1
ITA-Serie A,2425,Fiorentina,Lucas Beltrán,,,23.0,2001.0,20.7,23,10,10,7,6,7,21,33.3,14,15,2,13,5,28,14,0
ITA-Serie A,2425,Fiorentina,Lucas Martínez Quarta,,,28.0,1996.0,3.9,12,7,9,3,0,8,13,61.5,5,5,2,3,3,15,25,1
ITA-Serie A,2425,Fiorentina,Maat Daniel Caprini,,,18.0,2006.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Marin Pongračić,,,26.0,1997.0,14.4,18,13,13,4,1,7,11,63.6,4,14,6,8,12,30,69,2
ITA-Serie A,2425,Fiorentina,Matias Moreno,,,20.0,2003.0,1.6,8,8,5,3,0,4,4,100.0,0,5,1,4,1,9,9,0
ITA-Serie A,2425,Fiorentina,Michael Folorunsho,,,26.0,1998.0,7.2,19,12,9,6,4,8,20,40.0,12,9,1,8,4,23,10,0
ITA-Serie A,2425,Fiorentina,Michael Kayode,,,20.0,2004.0,1.4,1,1,1,0,0,0,0,,0,3,1,2,2,3,7,0
ITA-Serie A,2425,Fiorentina,Moise Kean,,,24.0,2000.0,29.1,7,5,1,2,4,3,4,75.0,1,12,0,12,5,12,26,1
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,,,23.0,2001.0,10.7,19,10,8,9,2,9,22,40.9,13,11,2,9,5,24,12,2
ITA-Serie A,2425,Fiorentina,Nicolò Zaniolo,,,25.0,1999.0,3.8,3,1,1,2,0,0,4,0.0,4,2,1,1,0,3,2,0
ITA-Serie A,2425,Fiorentina,Pablo Marí,,,30.0,1993.0,12.2,14,9,11,3,0,6,11,54.5,5,19,14,5,25,39,94,0
ITA-Serie A,2425,Fiorentina,Pietro Comuzzo,,,19.0,2005.0,23.4,43,21,29,11,3,23,29,79.3,6,35,22,13,29,72,113,4
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,,,34.0,1990.0,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,,,25.0,1999.0,9.3,5,4,3,1,1,3,4,75.0,1,1,0,1,4,9,3,0
ITA-Serie A,2425,Fiorentina,Robin Gosens,,,30.0,1994.0,27.0,56,31,31,17,8,25,44,56.8,19,34,11,23,18,74,91,0
ITA-Serie A,2425,Fiorentina,Rolando Mandragora,,,27.0,1997.0,20.6,23,13,9,12,2,14,31,45.2,17,22,7,15,15,38,54,1
ITA-Serie A,2425,Fiorentina,Sofyan Amrabat,,,27.0,1996.0,2.0,3,2,1,2,0,2,2,100.0,0,1,1,0,0,3,2,0
ITA-Serie A,2425,Fiorentina,Tommaso Rubino,,,17.0,2006.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Yacine Adli,,,24.0,2000.0,13.5,32,19,11,16,5,17,39,43.6,22,13,1,12,6,38,19,0
ITA-Serie A,2425,Genoa,Aarón Martín,,,27.0,1997.0,34.3,71,47,41,26,4,33,51,64.7,18,33,11,22,19,90,73,1
ITA-Serie A,2425,Genoa,Alan Matturro,,,19.0,2004.0,10.0,11,6,6,5,0,3,14,21.4,11,10,3,7,14,25,38,0
ITA-Serie A,2425,Genoa,Alessandro Marcandalli,,,21.0,2002.0,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0
ITA-Serie A,2425,Genoa,Alessandro Vogliacco,,,25.0,1998.0,7.9,15,3,7,7,1,10,12,83.3,2,11,7,4,9,24,20,0
ITA-Serie A,2425,Genoa,Alessandro Zanoli,,,23.0,2000.0,19.0,29,20,11,14,4,10,23,43.5,13,20,3,17,12,41,40,0
ITA-Serie A,2425,Genoa,Andrea Pinamonti,,,25.0,1999.0,31.7,10,6,0,7,3,2,8,25.0,6,16,4,12,1,11,28,2
ITA-Serie A,2425,Genoa,Benjamin Siegrist,,,32.0,1992.0,1.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
ITA-Serie A,2425,Genoa,Brooke Norton-Cuffy,,,20.0,2004.0,8.0,12,7,9,3,0,9,11,81.8,2,12,2,10,3,15,12,0
ITA-Serie A,2425,Genoa,Caleb Ekuban,,,30.0,1994.0,6.2,3,3,1,1,1,1,1,100.0,0,4,1,3,1,4,6,0
ITA-Serie A,2425,Genoa,Daniele Sommariva,,,27.0,1997.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Genoa,David Akpan Ankeye,,,22.0,2002.0,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ITA-Serie A,2425,Genoa,Emil Bohinen,,,25.0,1999.0,1.8,4,4,3,0,1,2,5,40.0,3,2,0,2,1,5,6,0
ITA-Serie A,2425,Genoa,Fabio Miretti,,,20.0,2003.0,18.6,28,15,6,14,8,18,33,54.5,15,20,1,19,7,35,13,2
ITA-Serie A,2425,Genoa,Federico Accornero,,,20.0,2004.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Genoa,Filippo Melegoni,,,25.0,1999.0,1.0,1,1,1,0,0,0,4,0.0,4,0,0,0,0,1,2,0
ITA-Serie A,2425,Genoa,Gastón Pereiro,,,29.0,1995.0,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
ITA-Serie A,2425,Genoa,Honest Ahanor,,,16.0,2008.0,3.0,7,5,2,3,2,7,10,70.0,3,4,0,4,1,8,9,0
ITA-Serie A,2425,Genoa,Jean Onana,,,24.0,2000.0,3.4,12,6,2,10,0,5,9,55.6,4,6,1,5,4,16,8,1
ITA-Serie A,2425,Genoa,Jeff Ekhator,,,17.0,2006.0,8.5,7,4,4,1,2,4,9,44.4,5,10,1,9,2,9,5,0
ITA-Serie A,2425,Genoa,Johan Vásquez,,,25.0,1998.0,33.8,56,31,24,27,5,26,44,59.1,18,59,31,28,50,106,150,1
ITA-Serie A,2425,Genoa,Junior Messias,,,33.0,1991.0,9.4,13,7,6,6,1,3,10,30.0,7,8,2,6,6,19,20,0
ITA-Serie A,2425,Genoa,Koni De Winter,,,22.0,2002.0,23.7,33,19,21,8,4,17,25,68.0,8,11,7,4,25,58,118,3
ITA-Serie A,2425,Genoa,Lior Kasa,,,18.0,2005.0,2.6,4,4,2,2,0,2,5,40.0,3,4,1,3,3,7,5,0
ITA-Serie A,2425,Genoa,Lorenzo Venturino,,,18.0,2006.0,1.9,5,3,4,0,1,3,6,50.0,3,3,0,3,0,5,5,0
ITA-Serie A,2425,Genoa,Mario Balotelli,,,33.0,1990.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Genoa,Mattia Bani,,,30.0,1993.0,16.7,19,10,11,6,2,7,11,63.6,4,13,8,5,22,41,85,2
ITA-Serie A,2425,Genoa,Maxwel Cornet,,,27.0,1996.0,2.7,2,1,1,0,1,0,1,0.0,1,1,1,0,2,4,2,0
ITA-Serie A,2425,Genoa,Milan Badelj,,,35.0,1989.0,16.4,29,16,14,10,5,15,35,42.9,20,19,7,12,20,49,43,0
ITA-Serie A,2425,Genoa,Morten Frendrup,,,23.0,2001.0,34.5,102,61,23,52,27,34,78,43.6,44,62,16,46,47,149,57,0
ITA-Serie A,2425,Genoa,Morten Thorsby,,,28.0,1996.0,21.1,49,30,19,20,10,17,29,58.6,12,22,1,21,5,54,28,1
ITA-Serie A,2425,Genoa,Nicola Leali,,,31.0,1993.0,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1
ITA-Serie A,2425,Genoa,Patrizio Masini,,,23.0,2001.0,17.1,54,29,18,26,10,19,40,47.5,21,26,8,18,15,69,37,0
ITA-Serie A,2425,Genoa,Pierluigi Gollini,,,29.0,1995.0,7.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1
ITA-Serie A,2425,Genoa,Ruslan Malinovskyi,,,31.0,1993.0,4.3,12,8,4,7,1,3,6,50.0,3,2,0,2,1,13,4,0
ITA-Serie A,2425,Genoa,Sebastian Otoa,,,20.0,2004.0,2.0,1,0,1,0,0,1,2,50.0,1,1,1,0,3,4,14,0
ITA-Serie A,2425,Genoa,Stefano Sabelli,,,31.0,1993.0,22.9,58,31,27,25,6,20,52,38.5,32,28,7,21,22,80,65,0
ITA-Serie A,2425,Genoa,Vitinha,,,24.0,2000.0,14.8,23,8,12,6,5,11,30,36.7,19,14,2,12,12,35,22,0
ITA-Serie A,2425,Hellas Verona,Abdou Harroui,,,26.0,1998.0,5.1,9,6,6,3,0,4,4,100.0,0,5,0,5,2,11,5,0
ITA-Serie A,2425,Hellas Verona,Alphadjo Cissè,,,17.0,2006.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Hellas Verona,Amin Sarr,,,23.0,2001.0,21.2,22,12,3,8,11,5,10,50.0,5,18,3,15,3,25,14,0
ITA-Serie A,2425,Hellas Verona,Antoine Bernede,,,25.0,1999.0,6.6,15,8,4,9,2,10,16,62.5,6,6,1,5,5,20,3,0
ITA-Serie A,2425,Hellas Verona,Casper Tengstedt,,,24.0,2000.0,16.9,7,5,0,5,2,4,9,44.4,5,5,1,4,4,11,29,0
ITA-Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,,,24.0,2000.0,8.4,18,15,6,12,0,10,19,52.6,9,17,4,13,17,35,17,2
ITA-Serie A,2425,Hellas Verona,Dailon Livramento,,,23.0,2001.0,10.4,15,11,2,7,6,7,13,53.8,6,10,2,8,3,18,9,0
ITA-Serie A,2425,Hellas Verona,Daniel Bandeira,,,24.0,2000.0,4.5,4,0,1,3,0,3,6,50.0,3,2,1,1,6,10,8,0
ITA-Serie A,2425,Hellas Verona,Daniel Mosquera,,,24.0,1999.0,15.3,11,8,3,5,3,1,15,6.7,14,11,1,10,2,13,10,0
ITA-Serie A,2425,Hellas Verona,Daniel Oyegoke,,,21.0,2003.0,1.1,2,2,1,0,1,1,1,100.0,0,1,0,1,1,3,7,0
ITA-Serie A,2425,Hellas Verona,Daniele Ghilardi,,,21.0,2003.0,22.5,44,29,27,17,0,25,41,61.0,16,29,15,14,30,74,106,0
ITA-Serie A,2425,Hellas Verona,Darko Lazović,,,33.0,1990.0,16.2,21,10,5,14,2,11,28,39.3,17,19,3,16,11,32,39,0
ITA-Serie A,2425,Hellas Verona,Davide Faraoni,,,32.0,1991.0,2.9,10,9,5,5,0,3,9,33.3,6,7,3,4,2,12,12,1
ITA-Serie A,2425,Hellas Verona,Diego Coppola,,,20.0,2003.0,32.5,66,36,48,14,4,28,40,70.0,12,44,24,20,72,138,194,2
ITA-Serie A,2425,Hellas Verona,Domagoj Bradarić,,,24.0,1999.0,21.5,36,28,21,11,4,18,29,62.1,11,17,4,13,15,51,49,1
ITA-Serie A,2425,Hellas Verona,Faride Alidou,,,23.0,2001.0,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,1
ITA-Serie A,2425,Hellas Verona,Flavius Daniliuc,,,23.0,2001.0,11.2,26,21,14,9,3,15,24,62.5,9,10,3,7,7,33,27,0
ITA-Serie A,2425,Hellas Verona,Giangiacomo Magnani,,,28.0,1995.0,11.8,20,15,14,6,0,7,7,100.0,0,16,9,7,17,37,73,1
ITA-Serie A,2425,Hellas Verona,Grigoris Kastanos,,,26.0,1998.0,9.7,23,16,8,7,8,9,21,42.9,12,17,2,15,7,30,8,0
ITA-Serie A,2425,Hellas Verona,Jackson Tchatchoua,,,22.0,2001.0,35.2,50,31,34,13,3,28,43,65.1,15,21,9,12,14,64,75,2
ITA-Serie A,2425,Hellas Verona,Junior Ajayi,,,19.0,2004.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Hellas Verona,Lorenzo Montipò,,,28.0,1996.0,36.0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,24,4
ITA-Serie A,2425,Hellas Verona,Martin Frese,,,26.0,1998.0,6.1,18,11,7,10,1,7,13,53.8,6,5,1,4,8,26,16,1
ITA-Serie A,2425,Hellas Verona,Mathis Lambourde,,,18.0,2006.0,1.0,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,1,0
ITA-Serie A,2425,Hellas Verona,Nicolás Valentini,,,23.0,2001.0,12.5,35,23,22,12,1,20,31,64.5,11,15,7,8,15,50,97,0
ITA-Serie A,2425,Hellas Verona,Ondrej Duda,,,29.0,1994.0,26.6,46,27,21,22,3,29,64,45.3,35,28,9,19,31,77,30,4
ITA-Serie A,2425,Hellas Verona,Paweł Dawidowicz,,,29.0,1995.0,20.5,45,24,20,22,3,18,27,66.7,9,16,6,10,20,65,70,2
ITA-Serie A,2425,Hellas Verona,Reda Belahyane,,,20.0,2004.0,18.4,36,26,16,13,7,13,17,76.5,4,20,9,11,10,46,22,1
ITA-Serie A,2425,Hellas Verona,Simone Perilli,,,29.0,1995.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Hellas Verona,Suat Serdar,,,27.0,1997.0,15.3,35,22,12,19,4,10,26,38.5,16,19,4,15,8,43,21,0
ITA-Serie A,2425,Hellas Verona,Tomáš Suslov,,,22.0,2002.0,23.1,54,38,23,24,7,23,72,31.9,49,30,2,28,18,72,17,1
ITA-Serie A,2425,Hellas Verona,Yllan Okou,,,21.0,2002.0,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ITA-Serie A,2425,Inter,Alessandro Bastoni,,,25.0,1999.0,25.9,46,23,26,14,6,20,30,66.7,10,25,13,12,21,67,52,1
ITA-Serie A,2425,Inter,Benjamin Pavard,,,28.0,1996.0,17.6,29,16,12,12,5,18,25,72.0,7,16,12,4,16,45,52,0
ITA-Serie A,2425,Inter,Carlos Augusto,,,25.0,1999.0,18.1,29,14,12,11,6,12,19,63.2,7,21,9,12,9,38,50,0
ITA-Serie A,2425,Inter,Davide Frattesi,,,24.0,1999.0,12.9,17,8,6,10,1,10,18,55.6,8,12,4,8,5,22,14,1
ITA-Serie A,2425,Inter,Denzel Dumfries,,,28.0,1996.0,20.7,25,15,12,9,4,14,27,51.9,13,31,8,23,6,31,26,1
ITA-Serie A,2425,Inter,Federico Dimarco,,,26.0,1997.0,23.8,25,14,10,12,3,10,19,52.6,9,24,4,20,14,39,33,2
ITA-Serie A,2425,Inter,Francesco Acerbi,,,36.0,1988.0,19.0,23,19,16,7,0,11,17,64.7,6,22,16,6,26,49,81,0
ITA-Serie A,2425,Inter,Hakan Çalhanoğlu,,,30.0,1994.0,20.9,43,22,7,23,13,21,36,58.3,15,17,8,9,17,60,24,0
ITA-Serie A,2425,Inter,Henrikh Mkhitaryan,,,35.0,1989.0,25.9,43,24,17,16,10,20,45,44.4,25,29,5,24,16,59,41,0
ITA-Serie A,2425,Inter,Joaquín Correa,,,29.0,1994.0,8.1,11,5,4,7,0,4,13,30.8,9,3,0,3,0,11,6,0
ITA-Serie A,2425,Inter,Josep Martinez,,,26.0,1998.0,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Inter,Kristjan Asllani,,,22.0,2002.0,10.9,14,3,8,4,2,8,22,36.4,14,8,1,7,9,23,13,1
ITA-Serie A,2425,Inter,Lautaro Martínez,,,26.0,1997.0,27.5,30,16,10,12,8,13,25,52.0,12,21,3,18,10,40,15,0
ITA-Serie A,2425,Inter,Luka Topalović,,,18.0,2006.0,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Inter,Marcus Thuram,,,26.0,1997.0,24.4,18,8,7,5,6,3,14,21.4,11,16,3,13,3,21,15,0
ITA-Serie A,2425,Inter,Marko Arnautović,,,35.0,1989.0,5.9,7,5,1,3,3,3,5,60.0,2,3,0,3,1,8,1,0
ITA-Serie A,2425,Inter,Matteo Darmian,,,34.0,1989.0,19.8,28,17,12,12,4,14,25,56.0,11,14,6,8,10,38,39,0
ITA-Serie A,2425,Inter,Mehdi Taremi,,,32.0,1992.0,9.0,7,1,2,2,3,1,4,25.0,3,11,2,9,0,7,11,0
ITA-Serie A,2425,Inter,Nicola Zalewski,,,22.0,2002.0,4.8,7,4,3,2,2,4,6,66.7,2,5,1,4,2,9,5,1
ITA-Serie A,2425,Inter,Nicolò Barella,,,27.0,1997.0,27.3,50,31,19,20,11,26,59,44.1,33,26,3,23,12,62,16,1
ITA-Serie A,2425,Inter,Piotr Zieliński,,,30.0,1994.0,10.9,14,10,6,7,1,6,13,46.2,7,10,5,5,6,20,13,1
ITA-Serie A,2425,Inter,Stefan de Vrij,,,32.0,1992.0,18.2,18,11,12,5,1,9,12,75.0,3,19,11,8,22,40,89,0
ITA-Serie A,2425,Inter,Tajon Buchanan,,,25.0,1999.0,1.1,3,0,2,0,1,1,2,50.0,1,0,0,0,0,3,3,0
ITA-Serie A,2425,Inter,Tomás Palacios,,,21.0,2003.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
ITA-Serie A,2425,Inter,Yann Aurel Bisseck,,,23.0,2000.0,17.3,17,11,11,4,2,11,16,68.8,5,23,12,11,17,34,64,1
ITA-Serie A,2425,Inter,Yann Sommer,,,35.0,1988.0,32.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,1
ITA-Serie A,2425,Juventus,Alberto costa,,,20.0,2003.0,4.0,14,10,7,5,2,7,9,77.8,2,5,1,4,4,18,14,0
ITA-Serie A,2425,Juventus,Andrea Cambiaso,,,24.0,2000.0,24.7,46,30,27,13,6,27,44,61.4,17,24,4,20,16,62,34,5
ITA-Serie A,2425,Juventus,Danilo,,,33.0,1991.0,6.5,10,4,7,2,1,5,10,50.0,5,4,3,1,9,19,21,1
ITA-Serie A,2425,Juventus,Diego Pugno,,,18.0,2006.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Juventus,Douglas Luiz,,,26.0,1998.0,5.9,13,8,7,5,1,6,9,66.7,3,5,2,3,4,17,5,0
ITA-Serie A,2425,Juventus,Dušan Vlahović,,,24.0,2000.0,19.8,4,2,0,1,3,1,5,20.0,4,7,3,4,1,5,9,3
ITA-Serie A,2425,Juventus,Federico Gatti,,,26.0,1998.0,24.4,28,23,18,8,2,14,24,58.3,10,27,18,9,18,46,76,2
ITA-Serie A,2425,Juventus,Francisco Conceição,,,21.0,2002.0,14.9,23,14,6,9,8,13,30,43.3,17,7,0,7,6,29,6,0
ITA-Serie A,2425,Juventus,Gleison Bremer,,,27.0,1997.0,6.0,15,7,9,5,1,4,5,80.0,1,15,11,4,6,21,16,0
ITA-Serie A,2425,Juventus,Jonas Rouhi,,,20.0,2004.0,2.3,4,1,1,3,0,0,1,0.0,1,2,0,2,3,7,2,0
ITA-Serie A,2425,Juventus,Juan David Cabal,,,23.0,2001.0,5.1,10,4,7,3,0,8,12,66.7,4,2,0,2,2,12,14,1
ITA-Serie A,2425,Juventus,Kenan Yıldız,,,19.0,2005.0,26.7,54,30,13,26,15,18,32,56.3,14,25,0,25,5,59,13,3
ITA-Serie A,2425,Juventus,Khéphren Thuram,,,23.0,2001.0,25.8,44,21,16,24,4,18,32,56.3,14,32,10,22,14,58,39,2
ITA-Serie A,2425,Juventus,Lloyd Kelly,,,25.0,1998.0,11.3,15,11,5,9,1,7,9,77.8,2,11,6,5,2,17,56,3
ITA-Serie A,2425,Juventus,Lorenzo Anghelè,,,19.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Juventus,Manuel Locatelli,,,26.0,1998.0,31.4,72,49,29,35,8,32,56,57.1,24,58,20,38,23,95,77,0
ITA-Serie A,2425,Juventus,Mattia Perin,,,31.0,1992.0,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ITA-Serie A,2425,Juventus,Michele Di Gregorio,,,27.0,1997.0,33.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0
ITA-Serie A,2425,Juventus,Nicolás González,,,26.0,1998.0,19.4,24,13,10,9,5,9,25,36.0,16,16,4,12,9,33,37,2
ITA-Serie A,2425,Juventus,Nicolò Fagioli,,,23.0,2001.0,6.3,14,10,7,6,1,6,9,66.7,3,4,0,4,2,16,5,0
ITA-Serie A,2425,Juventus,Nicolò Savona,,,21.0,2003.0,19.2,29,13,19,9,1,13,25,52.0,12,12,3,9,11,40,38,0
ITA-Serie A,2425,Juventus,Pierre Kalulu,,,24.0,2000.0,26.0,41,25,29,9,3,18,24,75.0,6,27,15,12,17,58,68,1
ITA-Serie A,2425,Juventus,Randal Kolo Muani,,,25.0,1998.0,12.9,11,7,3,5,3,4,5,80.0,1,8,0,8,4,15,2,0
ITA-Serie A,2425,Juventus,Renato Veiga,,,21.0,2003.0,12.1,17,12,7,9,1,9,14,64.3,5,17,13,4,19,36,81,0
ITA-Serie A,2425,Juventus,Samuel Mbangula,,,20.0,2004.0,7.9,15,10,7,6,2,7,13,53.8,6,7,0,7,3,18,4,0
ITA-Serie A,2425,Juventus,Teun Koopmeiners,,,26.0,1998.0,22.2,32,16,6,19,7,10,30,33.3,20,36,14,22,8,40,26,2
ITA-Serie A,2425,Juventus,Timothy Weah,,,24.0,2000.0,18.2,36,19,15,13,8,14,25,56.0,11,25,4,21,14,50,27,2
ITA-Serie A,2425,Juventus,Vasilije Adžić,,,18.0,2006.0,0.5,2,2,0,1,1,0,1,0.0,1,0,0,0,0,2,0,0
ITA-Serie A,2425,Juventus,Weston McKennie,,,25.0,1998.0,25.7,33,12,18,11,4,13,22,59.1,9,28,8,20,14,47,37,0
ITA-Serie A,2425,Lazio,Adam Marušić,,,31.0,1992.0,26.0,32,20,18,12,2,18,30,60.0,12,18,8,10,16,48,61,0
ITA-Serie A,2425,Lazio,Alessio Romagnoli,,,29.0,1995.0,29.7,48,29,20,26,2,22,27,81.5,5,33,17,16,26,74,118,1
ITA-Serie A,2425,Lazio,Arijon Ibrahimović,,,18.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Lazio,Boulaye Dia,,,27.0,1996.0,24.2,22,10,5,12,5,7,16,43.8,9,12,1,11,6,28,16,1
ITA-Serie A,2425,Lazio,Christos Mandas,,,22.0,2001.0,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
ITA-Serie A,2425,Lazio,Elseid Hysaj,,,30.0,1994.0,4.7,11,6,6,5,0,3,3,100.0,0,5,2,3,5,16,21,0
ITA-Serie A,2425,Lazio,Fisayo Dele-Bashiru,,,23.0,2001.0,10.5,10,6,3,3,4,2,6,33.3,4,10,2,8,4,14,5,0
ITA-Serie A,2425,Lazio,Gaetano Castrovilli,,,27.0,1997.0,1.6,5,2,3,1,1,2,4,50.0,2,3,0,3,3,8,1,0
ITA-Serie A,2425,Lazio,Gustav Isaksen,,,23.0,2001.0,24.6,16,9,7,8,1,7,28,25.0,21,22,2,20,10,26,21,1
ITA-Serie A,2425,Lazio,Ivan Provedel,,,30.0,1994.0,29.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,12,3
ITA-Serie A,2425,Lazio,Loum Tchaouna,,,20.0,2003.0,7.3,8,4,2,2,4,3,9,33.3,6,5,1,4,4,12,14,2
ITA-Serie A,2425,Lazio,Luca Pellegrini,,,25.0,1999.0,11.9,23,11,11,10,2,17,32,53.1,15,10,3,7,19,42,32,0
ITA-Serie A,2425,Lazio,Manuel Lazzari,,,30.0,1993.0,15.6,26,16,13,11,2,14,24,58.3,10,9,5,4,10,36,19,0
ITA-Serie A,2425,Lazio,Mario Gila,,,23.0,2000.0,30.5,55,37,35,18,2,37,56,66.1,19,20,13,7,28,83,115,4
ITA-Serie A,2425,Lazio,Mattia Zaccagni,,,29.0,1995.0,29.8,38,27,13,21,4,16,32,50.0,16,19,1,18,29,67,22,2
ITA-Serie A,2425,Lazio,Mattéo Guendouzi,,,25.0,1999.0,36.3,37,21,13,19,5,20,47,42.6,27,34,9,25,32,69,50,2
ITA-Serie A,2425,Lazio,Matías Vecino,,,32.0,1991.0,9.7,13,7,3,9,1,4,18,22.2,14,9,3,6,5,18,15,0
