league,season,team,player,nation,pos,age,born,90s,performance_crdy,performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct
ESP-La Liga,2425,Espanyol,Alejo Véliz,,,20.0,2003.0,12.5,3,0,0,20,33,5,0,4,1,1,0,0,20,51,58,46.8
ESP-La Liga,2425,Espanyol,Alex Král,,,26.0,1998.0,30.2,1,0,0,31,23,0,38,28,37,0,0,0,127,38,28,57.6
ESP-La Liga,2425,Espanyol,Antoniu,,,21.0,2002.0,11.4,3,0,0,19,23,4,20,8,10,0,0,0,39,6,18,25.0
ESP-La Liga,2425,Espanyol,Brian Oliván,,,30.0,1994.0,11.3,2,0,0,13,6,3,55,10,10,0,0,0,28,3,10,23.1
ESP-La Liga,2425,Espanyol,Carlos Romero,,,22.0,2001.0,28.4,7,0,0,34,21,1,92,30,47,0,2,0,125,14,24,36.8
ESP-La Liga,2425,Espanyol,Edu Expósito,,,27.0,1996.0,11.6,3,0,0,14,22,2,66,15,13,0,0,0,63,11,11,50.0
ESP-La Liga,2425,Espanyol,Fernando Calero,,,28.0,1995.0,7.9,1,0,0,6,8,0,2,16,10,0,0,0,26,12,17,41.4
ESP-La Liga,2425,Espanyol,Irvin Cardona,,,26.0,1997.0,6.7,1,0,0,8,8,5,14,4,5,0,0,0,19,8,11,42.1
ESP-La Liga,2425,Espanyol,Javi Puado,,,26.0,1998.0,33.0,8,0,0,22,27,6,27,5,17,1,0,0,105,9,30,23.1
ESP-La Liga,2425,Espanyol,Joan García,,,23.0,2001.0,38.0,2,0,0,0,7,0,0,0,0,0,0,0,35,21,1,95.5
ESP-La Liga,2425,Espanyol,Jofre,,,23.0,2001.0,24.1,5,0,0,28,59,3,54,15,16,0,0,0,105,5,17,22.7
ESP-La Liga,2425,Espanyol,José Gragera,,,23.0,2000.0,6.3,0,0,0,18,8,0,0,5,16,0,0,0,18,11,5,68.8
ESP-La Liga,2425,Espanyol,Justin Smith,,,21.0,2003.0,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100.0
ESP-La Liga,2425,Espanyol,Leandro Cabrera,,,33.0,1991.0,31.9,4,1,0,24,8,0,17,30,23,1,1,0,83,77,42,64.7
ESP-La Liga,2425,Espanyol,Marash Kumbulla,,,24.0,2000.0,33.0,9,0,0,37,29,0,6,34,26,0,0,1,74,71,44,61.7
ESP-La Liga,2425,Espanyol,Naci Ünüvar,,,21.0,2003.0,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,
ESP-La Liga,2425,Espanyol,Omar El Hilali,,,20.0,2003.0,35.0,11,0,0,52,30,7,57,46,79,0,2,0,132,36,30,54.5
ESP-La Liga,2425,Espanyol,Pere Milla,,,31.0,1992.0,5.1,3,0,0,5,12,2,14,3,2,0,0,0,25,11,8,57.9
ESP-La Liga,2425,Espanyol,Pol Lozano,,,24.0,1999.0,21.6,12,0,0,56,14,0,19,22,34,0,0,0,86,10,16,38.5
ESP-La Liga,2425,Espanyol,Rafael Bauza,,,19.0,2005.0,2.0,1,0,0,8,0,0,0,0,3,0,0,0,4,3,2,60.0
ESP-La Liga,2425,Espanyol,Roberto Férnandez,,,22.0,2002.0,16.6,1,0,0,28,25,9,2,3,4,1,0,0,33,34,54,38.6
ESP-La Liga,2425,Espanyol,Roger Hinojo,,,19.0,2005.0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0
ESP-La Liga,2425,Espanyol,Sergi Gómez,,,32.0,1992.0,7.4,1,0,0,6,1,0,1,7,5,0,0,0,15,11,22,33.3
ESP-La Liga,2425,Espanyol,Urko González,,,23.0,2001.0,15.3,2,0,0,15,11,1,3,8,28,0,1,0,71,20,15,57.1
ESP-La Liga,2425,Espanyol,Walid Cheddira,,,26.0,1998.0,7.1,3,0,0,30,27,11,2,1,0,1,0,0,19,15,25,37.5
ESP-La Liga,2425,Espanyol,Álvaro Aguado,,,28.0,1996.0,4.9,3,0,0,5,8,0,12,4,2,0,0,0,37,3,2,60.0
ESP-La Liga,2425,Espanyol,Álvaro Tejero,,,28.0,1996.0,13.8,2,0,0,14,19,1,113,13,4,0,0,0,64,10,12,45.5
ESP-La Liga,2425,Getafe,Abdoulaye Keita,,,21.0,2002.0,1.1,0,0,0,6,0,0,1,0,2,0,0,0,6,3,3,50.0
ESP-La Liga,2425,Getafe,Alberto Risco,,,18.0,2005.0,0.8,0,0,0,1,2,0,4,0,4,0,0,0,5,1,3,25.0
ESP-La Liga,2425,Getafe,Alex Sola,,,25.0,1999.0,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1
ESP-La Liga,2425,Getafe,Allan Nyom,,,36.0,1988.0,9.9,4,0,0,18,9,0,15,4,11,0,1,0,32,8,16,33.3
ESP-La Liga,2425,Getafe,Bertuğ Yıldırım,,,22.0,2002.0,12.0,7,0,0,33,18,14,7,1,5,1,0,0,24,73,63,53.7
ESP-La Liga,2425,Getafe,Borja Mayoral,,,27.0,1997.0,12.4,0,0,0,9,15,12,9,2,4,0,0,0,36,17,41,29.3
ESP-La Liga,2425,Getafe,Carles Aleñá,,,26.0,1998.0,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
ESP-La Liga,2425,Getafe,Carles Pérez,,,26.0,1998.0,15.9,2,0,0,44,11,1,42,6,23,0,0,0,50,13,27,32.5
ESP-La Liga,2425,Getafe,Christantus Uche,,,21.0,2003.0,27.6,8,2,1,55,68,19,22,10,21,0,0,0,110,91,124,42.3
ESP-La Liga,2425,Getafe,Coba da Costa,,,22.0,2002.0,11.2,4,0,0,10,10,0,41,8,13,0,0,0,35,19,19,50.0
ESP-La Liga,2425,Getafe,David Argüelles,,,22.0,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ESP-La Liga,2425,Getafe,David Soria,,,31.0,1993.0,38.0,2,0,0,0,2,0,0,1,4,0,0,0,28,6,0,100.0
ESP-La Liga,2425,Getafe,Diego Rico,,,31.0,1993.0,31.3,9,1,0,38,56,3,148,34,49,1,0,0,132,26,19,57.8
ESP-La Liga,2425,Getafe,Djené,,,32.0,1991.0,28.3,10,1,0,40,26,1,32,21,13,0,0,0,102,43,30,58.9
ESP-La Liga,2425,Getafe,Domingos Duarte,,,29.0,1995.0,20.7,4,2,1,24,13,0,0,18,15,0,2,0,63,28,18,60.9
ESP-La Liga,2425,Getafe,Gorka Rivera Alonso,,,19.0,2004.0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
ESP-La Liga,2425,Getafe,Iglesias,,,26.0,1998.0,32.1,4,0,0,45,41,1,84,50,47,0,0,0,107,35,38,47.9
ESP-La Liga,2425,Getafe,Ismael Bekhoucha,,,19.0,2004.0,0.8,2,0,0,3,3,0,1,2,1,0,0,0,6,1,1,50.0
ESP-La Liga,2425,Getafe,Jesús Santiago,,,20.0,2004.0,4.1,5,0,0,14,6,0,3,1,8,0,0,0,21,1,5,16.7
ESP-La Liga,2425,Getafe,John Joe,,,20.0,2003.0,0.5,1,0,0,1,2,0,0,0,0,0,0,0,3,2,2,50.0
ESP-La Liga,2425,Getafe,Juan Bernat,,,31.0,1993.0,7.8,0,0,0,11,6,1,13,2,13,0,0,0,26,11,13,45.8
ESP-La Liga,2425,Getafe,Juan Berrocal,,,25.0,1999.0,11.8,8,1,1,17,1,0,0,15,7,0,1,0,35,30,17,63.8
ESP-La Liga,2425,Getafe,Juanmi,,,31.0,1993.0,7.7,2,0,0,19,10,6,0,2,11,0,0,0,23,6,8,42.9
ESP-La Liga,2425,Getafe,Luis Milla,,,29.0,1994.0,31.9,6,0,0,38,48,0,201,24,40,0,1,0,168,31,35,47.0
ESP-La Liga,2425,Getafe,Mauro Arambarri,,,28.0,1995.0,29.6,10,0,0,51,52,3,14,15,29,0,0,0,137,59,54,52.2
ESP-La Liga,2425,Getafe,Nabil Aberdin,,,21.0,2002.0,2.9,1,0,0,7,6,0,0,0,4,0,0,0,8,10,3,76.9
ESP-La Liga,2425,Getafe,Omar Alderete,,,27.0,1996.0,33.0,8,0,0,33,12,8,6,40,29,1,4,0,115,101,51,66.4
ESP-La Liga,2425,Getafe,Peter González,,,22.0,2002.0,5.3,1,0,0,9,10,2,14,2,6,0,0,0,20,10,13,43.5
ESP-La Liga,2425,Getafe,Ramón Terrats,,,23.0,2000.0,13.5,1,0,0,13,22,4,35,8,10,0,0,0,53,14,13,51.9
ESP-La Liga,2425,Getafe,Álvaro Rodríguez,,,20.0,2004.0,9.5,6,0,0,30,19,6,5,3,7,0,0,0,31,104,84,55.3
ESP-La Liga,2425,Girona,Abel Ruiz,,,24.0,2000.0,15.0,3,0,0,7,13,5,4,5,2,0,0,0,21,9,19,32.1
ESP-La Liga,2425,Girona,Alejandro Francés,,,21.0,2002.0,13.0,2,0,0,20,14,1,25,17,24,0,0,0,37,6,13,31.6
ESP-La Liga,2425,Girona,Arnau Martinez,,,21.0,2003.0,29.2,3,0,0,20,37,2,58,31,28,0,1,0,125,29,22,56.9
ESP-La Liga,2425,Girona,Arnaut Danjuma,,,27.0,1997.0,14.8,2,0,0,16,16,14,76,2,6,0,1,0,40,1,3,25.0
ESP-La Liga,2425,Girona,Arthur Melo,,,27.0,1996.0,10.5,2,0,0,16,27,0,7,8,11,0,0,0,49,0,3,0.0
ESP-La Liga,2425,Girona,Bojan Miovski,,,25.0,1999.0,9.7,0,0,0,13,11,8,3,2,5,1,0,0,13,13,22,37.1
ESP-La Liga,2425,Girona,Bryan Gil,,,23.0,2001.0,19.1,4,0,0,22,40,4,78,10,20,0,0,0,78,0,5,0.0
ESP-La Liga,2425,Girona,Cristhian Stuani,,,37.0,1986.0,12.0,4,0,0,35,7,11,2,7,7,0,0,0,14,22,17,56.4
ESP-La Liga,2425,Girona,Daley Blind,,,34.0,1990.0,30.9,2,0,0,19,16,1,42,32,27,0,0,0,116,17,24,41.5
ESP-La Liga,2425,Girona,David López,,,34.0,1989.0,27.0,4,0,0,12,15,1,3,14,24,0,1,0,95,30,29,50.8
ESP-La Liga,2425,Girona,Donny van de Beek,,,27.0,1997.0,15.8,5,0,0,22,8,3,11,10,18,0,0,0,48,10,9,52.6
ESP-La Liga,2425,Girona,Ferrán Ruiz,,,21.0,2003.0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
ESP-La Liga,2425,Girona,Gabriel Osei Misehouy,,,19.0,2005.0,2.9,0,0,0,1,5,2,6,0,1,0,0,0,11,0,3,0.0
ESP-La Liga,2425,Girona,Iker Almena,,,20.0,2004.0,0.5,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,
ESP-La Liga,2425,Girona,Iván Martín,,,25.0,1999.0,22.7,1,0,0,21,14,4,21,11,19,0,0,0,110,4,18,18.2
ESP-La Liga,2425,Girona,Jhon Solis,,,19.0,2004.0,5.9,3,0,0,9,6,0,3,4,7,0,0,0,27,3,5,37.5
ESP-La Liga,2425,Girona,Juanpe,,,33.0,1991.0,8.1,2,0,0,4,2,0,1,8,5,0,0,0,22,25,9,73.5
ESP-La Liga,2425,Girona,Kim Minsu,,,18.0,2006.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
ESP-La Liga,2425,Girona,Krapyvtsov Vladyslav,,,19.0,2005.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
ESP-La Liga,2425,Girona,Ladislav Krejčí,,,25.0,1999.0,27.1,9,0,0,24,17,0,11,34,16,1,0,1,101,55,24,69.6
ESP-La Liga,2425,Girona,Miguel Gutiérrez,,,23.0,2001.0,27.3,4,0,0,29,34,6,153,16,24,0,1,0,144,4,16,20.0
ESP-La Liga,2425,Girona,Oriol Romeu,,,32.0,1991.0,15.1,5,0,0,28,18,0,8,12,25,0,1,0,71,13,18,41.9
ESP-La Liga,2425,Girona,Papa Ba,,,19.0,2004.0,0.5,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,
ESP-La Liga,2425,Girona,Pau López,,,29.0,1994.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
ESP-La Liga,2425,Girona,Paulo Gazzaniga,,,32.0,1992.0,35.5,4,0,0,1,3,0,0,0,1,0,0,0,47,1,2,33.3
ESP-La Liga,2425,Girona,Portu,,,32.0,1992.0,8.7,4,0,0,14,10,7,26,0,7,0,0,0,24,10,12,45.5
ESP-La Liga,2425,Girona,Silvi Clúa,,,19.0,2005.0,1.8,0,0,0,5,0,0,0,2,7,0,0,0,4,6,3,66.7
ESP-La Liga,2425,Girona,Viktor Tsyhankov,,,26.0,1997.0,21.3,1,0,0,14,28,4,124,15,12,1,0,0,69,9,18,33.3
ESP-La Liga,2425,Girona,Yangel Herrera,,,26.0,1998.0,25.1,10,1,0,72,68,5,44,31,39,1,0,0,106,50,45,52.6
ESP-La Liga,2425,Girona,Yaser Asprilla,,,20.0,2003.0,15.6,2,0,0,12,23,1,93,7,12,0,1,0,62,4,3,57.1
ESP-La Liga,2425,Las Palmas,Aboubacar Bassinga,,,19.0,2005.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
ESP-La Liga,2425,Las Palmas,Adnan Januzaj,,,29.0,1995.0,6.6,5,0,0,5,22,0,65,2,6,0,0,0,30,4,14,22.2
ESP-La Liga,2425,Las Palmas,Alberto Moleiro,,,20.0,2003.0,30.2,5,0,0,31,40,2,32,18,12,0,0,0,132,5,22,18.5
ESP-La Liga,2425,Las Palmas,Andy Pelmard,,,24.0,2000.0,2.3,1,0,0,2,3,0,2,2,0,0,0,0,4,1,1,50.0
ESP-La Liga,2425,Las Palmas,Arturo Rodríguez,,,17.0,2006.0,0.2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0.0
ESP-La Liga,2425,Las Palmas,Benito Ramírez,,,29.0,1995.0,5.3,2,1,0,5,8,0,39,1,5,0,0,0,32,4,11,26.7
ESP-La Liga,2425,Las Palmas,Daley Sinkgraven,,,29.0,1995.0,1.0,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100.0
ESP-La Liga,2425,Las Palmas,Dario Essugo,,,19.0,2005.0,21.5,11,2,2,37,30,0,1,42,45,0,1,0,118,30,32,48.4
ESP-La Liga,2425,Las Palmas,Diego Martín,,,20.0,2003.0,0.4,0,0,0,0,1,0,4,0,1,0,0,0,1,0,3,0.0
ESP-La Liga,2425,Las Palmas,Dinko Horkaš,,,25.0,1999.0,12.1,1,0,0,1,1,0,0,0,0,0,1,0,14,0,0,
ESP-La Liga,2425,Las Palmas,Enzo Loiodice,,,23.0,2000.0,7.6,3,0,0,10,6,1,10,10,7,0,0,0,29,7,8,46.7
ESP-La Liga,2425,Las Palmas,Fabio González,,,27.0,1997.0,0.6,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100.0
ESP-La Liga,2425,Las Palmas,Fábio Silva,,,22.0,2002.0,20.7,7,0,0,39,43,20,21,4,7,0,0,0,48,51,52,49.5
ESP-La Liga,2425,Las Palmas,Jaime Mata,,,35.0,1988.0,7.3,9,0,0,20,14,12,9,3,2,0,0,0,18,26,30,46.4
ESP-La Liga,2425,Las Palmas,Jasper Cillessen,,,35.0,1989.0,25.9,1,0,0,0,5,0,0,0,0,0,0,0,20,2,2,50.0
ESP-La Liga,2425,Las Palmas,Javier Muñoz,,,29.0,1995.0,28.8,5,0,0,30,26,2,51,31,35,0,0,0,112,15,26,36.6
ESP-La Liga,2425,Las Palmas,José Campaña,,,31.0,1993.0,13.2,5,0,0,7,20,0,34,19,16,0,1,0,84,15,4,78.9
ESP-La Liga,2425,Las Palmas,José Carlos González,,,18.0,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ESP-La Liga,2425,Las Palmas,Juan Herzog,,,21.0,2003.0,14.6,1,0,0,6,7,0,0,18,12,0,0,0,41,44,25,63.8
ESP-La Liga,2425,Las Palmas,Kirian Rodríguez,,,28.0,1996.0,19.5,2,0,0,9,18,0,18,10,17,0,0,0,100,13,17,43.3
ESP-La Liga,2425,Las Palmas,Manuel Fuster,,,26.0,1997.0,11.1,2,0,0,12,37,1,67,4,11,0,0,0,63,3,13,18.8
ESP-La Liga,2425,Las Palmas,Marc Cardona,,,29.0,1995.0,1.5,2,0,0,2,3,0,1,0,2,0,0,0,8,0,6,0.0
ESP-La Liga,2425,Las Palmas,Marvin,,,24.0,2000.0,11.5,4,0,0,20,17,0,52,15,13,0,1,0,53,10,17,37.0
ESP-La Liga,2425,Las Palmas,Mika Mármol,,,23.0,2001.0,26.7,5,0,0,33,8,3,57,38,29,0,1,0,78,28,21,57.1
ESP-La Liga,2425,Las Palmas,Oliver McBurnie,,,28.0,1996.0,20.4,3,0,0,32,19,9,2,6,7,0,0,0,40,87,93,48.3
ESP-La Liga,2425,Las Palmas,Pejiño,,,28.0,1996.0,0.2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,
ESP-La Liga,2425,Las Palmas,Sandro Ramírez,,,29.0,1995.0,22.6,6,0,0,26,43,5,122,16,15,1,1,0,93,12,16,42.9
ESP-La Liga,2425,Las Palmas,Scott McKenna,,,27.0,1996.0,27.4,5,1,0,13,8,1,2,9,13,0,1,1,69,85,44,65.9
ESP-La Liga,2425,Las Palmas,Sergio Viera,,,19.0,2005.0,1.1,1,0,0,1,1,0,0,1,1,0,0,0,5,1,2,33.3
ESP-La Liga,2425,Las Palmas,Stefan Bajcetic,,,19.0,2004.0,10.8,4,0,0,21,14,0,4,15,14,0,1,0,61,17,13,56.7
ESP-La Liga,2425,Las Palmas,Valentín Pezzolesi,,,17.0,2007.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ESP-La Liga,2425,Las Palmas,Viti,,,26.0,1997.0,22.0,5,0,0,28,31,0,45,27,46,0,0,0,85,18,19,48.6
ESP-La Liga,2425,Las Palmas,Álex Muñoz,,,30.0,1994.0,15.7,3,0,0,30,14,2,27,16,29,0,1,0,35,24,21,53.3
ESP-La Liga,2425,Las Palmas,Álex Suárez,,,31.0,1993.0,27.3,12,0,0,27,21,1,1,13,23,0,1,2,68,25,48,34.2
ESP-La Liga,2425,Leganés,Adrià Altimira,,,23.0,2001.0,18.1,6,0,0,27,28,3,28,15,24,0,1,0,71,12,19,38.7
ESP-La Liga,2425,Leganés,Aritz Arambarri,,,26.0,1998.0,2.0,0,0,0,0,0,0,0,3,1,0,0,0,4,6,8,42.9
ESP-La Liga,2425,Leganés,Borna Barišić,,,31.0,1992.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ESP-La Liga,2425,Leganés,Dani Raba,,,28.0,1995.0,20.9,6,0,0,40,56,9,90,14,23,1,0,0,90,5,15,25.0
ESP-La Liga,2425,Leganés,Darko Brašanac,,,32.0,1992.0,18.0,4,0,0,38,13,4,11,16,11,1,0,0,61,20,38,34.5
ESP-La Liga,2425,Leganés,Diego,,,24.0,2000.0,13.3,2,0,0,22,23,7,5,2,1,1,0,0,25,43,83,34.1
ESP-La Liga,2425,Leganés,Duk,,,24.0,2000.0,2.0,1,0,0,5,13,0,8,1,4,0,0,0,11,2,5,28.6
ESP-La Liga,2425,Leganés,Enric Franquesa,,,27.0,1997.0,6.8,1,0,0,8,6,0,16,5,9,0,0,0,29,5,5,50.0
ESP-La Liga,2425,Leganés,Javi Hernández,,,26.0,1998.0,26.5,6,0,0,49,16,5,52,23,15,0,0,0,112,21,23,47.7
ESP-La Liga,2425,Leganés,Jorge Sáenz,,,27.0,1996.0,18.8,4,1,0,30,15,1,0,25,23,0,1,1,58,41,38,51.9
ESP-La Liga,2425,Leganés,Juan Cruz,,,24.0,2000.0,25.1,2,0,0,14,23,7,92,13,19,0,0,0,109,15,19,44.1
ESP-La Liga,2425,Leganés,Juan Soriano,,,26.0,1997.0,6.0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,
ESP-La Liga,2425,Leganés,Julián Chicco,,,26.0,1998.0,3.4,0,0,0,1,3,0,3,4,7,0,0,0,12,1,10,9.1
ESP-La Liga,2425,Leganés,Marko Dmitrović,,,32.0,1992.0,32.0,0,0,0,1,6,0,0,0,1,0,1,0,37,13,0,100.0
ESP-La Liga,2425,Leganés,Matija Nastasić,,,31.0,1993.0,23.4,3,0,0,15,8,2,0,21,11,1,2,0,50,39,17,69.6
ESP-La Liga,2425,Leganés,Miguel,,,24.0,1999.0,19.2,3,0,0,23,30,12,9,4,7,0,0,0,27,29,96,23.2
ESP-La Liga,2425,Leganés,Munir El Haddadi,,,28.0,1995.0,9.6,1,1,0,14,39,7,13,1,9,0,0,0,33,10,24,29.4
ESP-La Liga,2425,Leganés,Renato Tapia,,,29.0,1995.0,26.9,8,0,0,38,34,0,12,27,35,0,0,0,155,32,24,57.1
ESP-La Liga,2425,Leganés,Roberto López,,,24.0,2000.0,4.4,0,0,0,1,3,0,24,1,6,0,0,0,28,1,5,16.7
ESP-La Liga,2425,Leganés,Sergi,,,32.0,1992.0,32.9,2,1,0,30,12,7,1,39,29,1,1,1,80,63,58,52.1
ESP-La Liga,2425,Leganés,Seydouba Cissé,,,23.0,2001.0,27.1,3,1,0,39,25,2,10,12,37,1,1,0,154,25,38,39.7
ESP-La Liga,2425,Leganés,Sébastien Haller,,,30.0,1994.0,4.5,0,0,0,4,5,7,0,0,0,0,0,0,10,26,17,60.5
ESP-La Liga,2425,Leganés,Valentin Rosier,,,27.0,1996.0,28.8,8,0,0,44,18,8,39,52,52,0,0,0,121,26,17,60.5
ESP-La Liga,2425,Leganés,Yan Diomandé,,,17.0,2006.0,6.1,1,0,0,8,16,2,12,8,9,0,0,0,41,3,12,20.0
ESP-La Liga,2425,Leganés,Yvan Neyou,,,27.0,1997.0,25.7,14,0,0,33,50,0,15,26,33,0,0,0,121,22,19,53.7
ESP-La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,,,26.0,1998.0,14.8,6,1,0,19,25,1,55,20,17,1,1,0,56,12,24,33.3
ESP-La Liga,2425,Mallorca,Abdón Prats,,,31.0,1992.0,5.1,4,0,0,6,19,2,0,1,1,1,0,0,13,19,32,37.3
ESP-La Liga,2425,Mallorca,Antonio Raillo,,,32.0,1991.0,35.6,7,1,0,50,9,2,3,29,18,0,0,0,104,132,84,61.1
ESP-La Liga,2425,Mallorca,Antonio Sánchez,,,27.0,1997.0,15.5,3,0,0,24,11,4,33,18,16,0,0,0,77,6,16,27.3
ESP-La Liga,2425,Mallorca,Chiquinho,,,24.0,2000.0,1.6,2,0,0,6,8,0,9,2,0,0,0,0,10,0,5,0.0
ESP-La Liga,2425,Mallorca,Copete,,,24.0,1999.0,17.0,6,0,0,27,13,0,7,17,17,0,0,0,46,27,16,62.8
ESP-La Liga,2425,Mallorca,Cyle Larin,,,29.0,1995.0,19.6,4,0,0,32,31,24,6,1,6,1,0,0,46,66,86,43.4
ESP-La Liga,2425,Mallorca,Dani Rodríguez,,,36.0,1988.0,24.0,5,0,0,51,40,8,116,12,29,0,0,0,70,27,37,42.2
ESP-La Liga,2425,Mallorca,Daniel Luna,,,21.0,2003.0,0.2,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,
ESP-La Liga,2425,Mallorca,David López,,,21.0,2003.0,1.9,0,0,0,0,0,0,0,1,2,0,0,0,2,2,5,28.6
ESP-La Liga,2425,Mallorca,Dominik Greif,,,27.0,1997.0,31.0,1,0,0,0,3,0,0,0,0,0,0,0,42,7,2,77.8
ESP-La Liga,2425,Mallorca,Jan Salas,,,18.0,2005.0,0.5,0,0,0,0,3,0,1,0,1,0,0,0,2,1,0,100.0
ESP-La Liga,2425,Mallorca,Javier Llabrés,,,21.0,2002.0,0.6,0,0,0,0,1,1,4,0,0,0,0,0,3,1,0,100.0
ESP-La Liga,2425,Mallorca,Johan Mojica,,,31.0,1992.0,30.6,5,0,0,18,24,0,143,26,23,1,2,0,181,9,18,33.3
ESP-La Liga,2425,Mallorca,Leo Román,,,24.0,2000.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
ESP-La Liga,2425,Mallorca,Manu Morlanes,,,25.0,1999.0,14.9,7,0,0,15,13,0,8,24,27,0,0,0,79,10,16,38.5
ESP-La Liga,2425,Mallorca,Marc Domenech,,,18.0,2006.0,3.4,0,0,0,5,1,0,4,0,4,0,0,0,8,8,7,53.3
ESP-La Liga,2425,Mallorca,Martin Valjent,,,28.0,1995.0,30.7,4,0,0,15,13,0,11,18,21,0,0,0,102,49,41,54.4
ESP-La Liga,2425,Mallorca,Mateu Morey,,,24.0,2000.0,8.2,1,0,0,17,10,1,16,15,18,0,0,0,41,8,6,57.1
ESP-La Liga,2425,Mallorca,Omar Mascarell,,,31.0,1993.0,22.1,5,1,0,30,13,0,5,49,13,0,0,0,90,44,25,63.8
ESP-La Liga,2425,Mallorca,Pablo Maffeo,,,27.0,1997.0,26.3,7,0,0,22,37,1,96,25,40,0,0,0,107,21,18,53.8
ESP-La Liga,2425,Mallorca,Roberto Navarro,,,22.0,2002.0,14.2,3,0,0,14,21,2,29,19,22,0,0,0,94,5,9,35.7
ESP-La Liga,2425,Mallorca,Samu Costa,,,23.0,2000.0,29.4,10,1,1,62,63,2,20,32,44,0,0,0,129,68,40,63.0
ESP-La Liga,2425,Mallorca,Sergi Darder,,,30.0,1993.0,30.5,4,0,0,21,37,3,163,16,26,0,0,0,122,13,10,56.5
ESP-La Liga,2425,Mallorca,Siebe Van Der Heyden,,,26.0,1998.0,1.1,0,0,0,2,0,0,2,2,1,0,0,0,5,2,1,66.7
ESP-La Liga,2425,Mallorca,Takuma Asano,,,29.0,1994.0,11.7,0,0,0,5,15,6,20,6,9,0,0,0,42,5,26,16.1
ESP-La Liga,2425,Mallorca,Toni Lato,,,26.0,1997.0,6.9,1,1,0,12,3,2,23,6,11,0,0,0,30,6,7,46.2
ESP-La Liga,2425,Mallorca,Valery Fernández,,,24.0,1999.0,3.4,1,0,0,3,1,1,3,0,7,0,0,0,19,1,4,20.0
ESP-La Liga,2425,Mallorca,Vedat Muriqi,,,30.0,1994.0,22.9,1,2,0,29,41,19,10,7,5,1,1,1,49,135,98,57.9
ESP-La Liga,2425,Osasuna,Abel,,,23.0,2000.0,23.0,3,0,0,25,32,3,85,18,37,0,1,0,106,20,17,54.1
ESP-La Liga,2425,Osasuna,Aimar Oroz,,,22.0,2001.0,33.0,8,0,0,28,64,5,29,20,19,0,0,0,164,18,22,45.0
ESP-La Liga,2425,Osasuna,Aitor Fernández,,,33.0,1991.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
ESP-La Liga,2425,Osasuna,Ante Budimir,,,33.0,1991.0,32.8,4,0,0,47,35,15,6,2,9,6,0,0,54,136,132,50.7
ESP-La Liga,2425,Osasuna,Bryan Zaragoza,,,23.0,2001.0,20.4,4,0,0,19,39,9,104,4,9,0,0,0,55,2,10,16.7
ESP-La Liga,2425,Osasuna,Catena,,,29.0,1994.0,34.2,11,0,0,36,14,1,2,35,28,1,1,0,108,67,35,65.7
ESP-La Liga,2425,Osasuna,Enzo Boyomo,,,22.0,2001.0,33.2,5,0,0,43,8,0,2,44,43,0,0,0,121,29,35,45.3
ESP-La Liga,2425,Osasuna,Iker Benito,,,21.0,2002.0,0.4,0,0,0,1,1,0,2,1,0,0,0,0,3,0,1,0.0
ESP-La Liga,2425,Osasuna,Iker Muñoz,,,21.0,2002.0,6.8,2,0,0,12,14,0,7,4,2,0,0,0,28,10,12,45.5
ESP-La Liga,2425,Osasuna,Javi Martínez,,,24.0,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
