,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2425,Celta Vigo,Iago Aspas,ESP,"FW,MF",36,1987,19.4,1038,4,75,510,466,67,1032,27,15,55.6,8,29.6,724,3480,1573,50,39,15,35,20,876,143
ESP-La Liga,2425,Celta Vigo,Iker Losada,ESP,"FW,MF",22,2001,4.0,162,4,21,78,66,15,162,5,2,40.0,3,60.0,87,492,280,9,5,4,9,3,123,23
ESP-La Liga,2425,Celta Vigo,Ilaix Moriba,GUI,MF,21,2003,23.7,1305,36,218,740,364,39,1305,49,15,30.6,21,42.9,769,3643,1535,34,36,9,51,25,905,64
ESP-La Liga,2425,Celta Vigo,Iván Villar,ESP,GK,27,1997,4.0,130,118,128,2,0,0,130,0,0,,0,,60,269,172,0,0,0,0,0,49,0
ESP-La Liga,2425,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",28,1995,6.8,551,56,214,306,34,8,551,4,3,75.0,1,25.0,369,1861,1091,10,10,2,1,5,414,3
ESP-La Liga,2425,Celta Vigo,Javi Rodríguez,ESP,DF,21,2003,27.9,1994,121,709,1072,217,23,1994,22,10,45.5,9,40.9,1187,5254,2820,29,27,1,22,5,1411,51
ESP-La Liga,2425,Celta Vigo,Javier Manquillo,ESP,DF,30,1994,5.7,413,20,161,222,31,1,413,1,0,0.0,1,100.0,248,1017,454,3,5,1,1,0,312,5
ESP-La Liga,2425,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",28,1996,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71
ESP-La Liga,2425,Celta Vigo,Joseph Aidoo,GHA,DF,28,1995,0.0,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0
ESP-La Liga,2425,Celta Vigo,Luca de la Torre,USA,MF,26,1998,0.0,8,0,0,8,0,0,8,1,0,0.0,1,100.0,5,28,24,0,0,0,0,0,4,0
ESP-La Liga,2425,Celta Vigo,Marcos Alonso,ESP,DF,33,1990,29.4,2683,211,1022,1399,298,35,2680,25,16,64.0,8,32.0,1733,10524,6481,64,48,2,20,9,1901,49
ESP-La Liga,2425,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",28,1995,4.8,302,16,102,130,73,0,302,13,2,15.4,10,76.9,153,818,329,8,2,0,7,4,179,11
ESP-La Liga,2425,Celta Vigo,Pablo Durán,ESP,"FW,MF",23,2001,15.5,584,11,68,257,265,64,584,42,12,28.6,28,66.7,338,1578,643,24,14,13,42,20,401,124
ESP-La Liga,2425,Celta Vigo,Sergio Carreira,ESP,"MF,DF",23,2000,18.4,1057,36,277,408,380,52,1057,30,14,46.7,13,43.3,571,3064,1421,39,22,16,16,14,672,140
ESP-La Liga,2425,Celta Vigo,Tadeo Allende,ARG,FW,25,1999,0.0,4,1,1,3,0,0,4,1,0,0.0,1,100.0,3,13,4,0,0,0,0,0,3,0
ESP-La Liga,2425,Celta Vigo,Vicente Guaita,ESP,GK,37,1987,34.0,1039,928,1033,6,0,0,1039,0,0,,0,,538,2660,1561,0,0,0,3,1,431,0
ESP-La Liga,2425,Celta Vigo,Williot Swedberg,SWE,"FW,MF",20,2004,15.0,562,6,53,222,293,72,562,44,10,22.7,29,65.9,351,2103,1032,34,21,18,50,16,412,116
ESP-La Liga,2425,Celta Vigo,Yoel Lago,ESP,DF,20,2004,6.5,487,64,274,205,10,2,487,5,3,60.0,1,20.0,289,1403,776,1,3,0,5,1,360,0
ESP-La Liga,2425,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",25,1999,30.3,2460,63,598,1123,759,42,2460,60,25,41.7,31,51.7,1386,6489,3345,69,62,12,41,14,1692,194
ESP-La Liga,2425,Espanyol,Alejo Véliz,ARG,FW,20,2003,12.5,317,25,35,189,93,30,317,5,1,20.0,3,60.0,123,408,116,2,3,0,34,12,205,27
ESP-La Liga,2425,Espanyol,Alex Král,CZE,MF,26,1998,30.2,1155,84,278,646,253,45,1155,55,29,52.7,21,38.2,618,4041,1902,49,33,7,52,29,684,79
ESP-La Liga,2425,Espanyol,Antoniu,ESP,"FW,MF",21,2002,11.4,369,10,74,150,158,20,369,54,29,53.7,17,31.5,215,1556,966,35,23,5,27,12,225,63
ESP-La Liga,2425,Espanyol,Brian Oliván,ESP,DF,30,1994,11.3,540,27,157,233,151,8,540,4,1,25.0,3,75.0,248,1152,723,21,10,0,10,1,299,57
ESP-La Liga,2425,Espanyol,Carlos Romero,ESP,DF,22,2001,28.4,1366,114,488,490,412,29,1366,52,22,42.3,23,44.2,593,3815,2099,50,35,12,33,13,656,113
ESP-La Liga,2425,Espanyol,Edu Expósito,ESP,MF,27,1996,11.6,630,22,105,308,230,26,630,28,15,53.6,13,46.4,340,1757,954,23,20,4,29,18,382,41
ESP-La Liga,2425,Espanyol,Fernando Calero,ESP,"DF,MF",28,1995,7.9,498,66,288,187,24,2,498,0,0,,0,,236,947,525,0,2,0,6,0,286,2
ESP-La Liga,2425,Espanyol,Irvin Cardona,FRA,"FW,MF",26,1997,6.7,246,7,27,98,123,23,246,13,3,23.1,8,61.5,114,874,460,14,14,6,22,4,167,43
ESP-La Liga,2425,Espanyol,Javi Puado,ESP,"FW,MF",26,1998,33.0,985,27,140,452,413,102,980,61,21,34.4,35,57.4,623,4528,1960,73,48,22,71,33,703,113
ESP-La Liga,2425,Espanyol,Joan García,ESP,GK,23,2001,38.0,1348,1137,1341,7,1,1,1348,0,0,,0,,781,4759,3182,0,0,0,2,0,524,0
ESP-La Liga,2425,Espanyol,Jofre,ESP,"MF,FW",23,2001,24.1,839,23,137,334,384,71,839,112,39,34.8,59,52.7,535,4112,2141,65,51,27,64,40,576,156
ESP-La Liga,2425,Espanyol,José Gragera,ESP,MF,23,2000,6.3,284,13,74,190,21,4,284,4,1,25.0,2,50.0,119,457,216,1,0,0,3,1,164,3
ESP-La Liga,2425,Espanyol,Justin Smith,CAN,MF,21,2003,2.3,95,3,33,53,12,0,95,3,1,33.3,2,66.7,41,340,132,4,3,0,4,1,49,7
ESP-La Liga,2425,Espanyol,Leandro Cabrera,URU,DF,33,1991,31.9,1796,332,1047,681,76,33,1796,2,1,50.0,1,50.0,833,3674,2284,9,9,0,9,1,1009,6
ESP-La Liga,2425,Espanyol,Marash Kumbulla,ALB,DF,24,2000,33.0,1845,331,1149,653,51,24,1845,8,4,50.0,2,25.0,998,4956,2892,11,11,0,14,1,1155,3
ESP-La Liga,2425,Espanyol,Naci Ünüvar,NED,"MF,DF",21,2003,0.3,23,0,3,8,12,2,23,2,0,0.0,1,50.0,14,68,34,1,0,0,0,0,15,4
ESP-La Liga,2425,Espanyol,Omar El Hilali,MAR,DF,20,2003,35.0,1992,160,869,935,208,5,1992,29,17,58.6,7,24.1,888,4445,2372,35,21,2,21,7,981,61
ESP-La Liga,2425,Espanyol,Pere Milla,ESP,"MF,FW",31,1992,5.1,239,5,44,107,91,17,239,7,2,28.6,4,57.1,117,536,239,9,5,4,16,6,140,27
ESP-La Liga,2425,Espanyol,Pol Lozano,ESP,MF,24,1999,21.6,1026,61,288,594,157,1,1026,19,5,26.3,12,63.2,506,2691,1302,18,12,0,18,15,596,12
ESP-La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,19,2005,2.0,74,6,22,39,14,1,74,2,1,50.0,1,50.0,37,193,102,1,2,0,1,0,42,3
ESP-La Liga,2425,Espanyol,Roberto Férnandez,ESP,FW,22,2002,16.6,436,26,70,222,151,37,436,27,11,40.7,16,59.3,227,877,283,7,10,3,55,16,292,50
ESP-La Liga,2425,Espanyol,Roger Hinojo,ESP,DF,19,2005,0.1,11,1,3,2,6,0,11,0,0,,0,,8,41,23,1,0,0,0,0,8,2
ESP-La Liga,2425,Espanyol,Sergi Gómez,ESP,DF,32,1992,7.4,419,65,280,131,8,4,419,0,0,,0,,222,851,376,0,0,0,1,0,292,1
ESP-La Liga,2425,Espanyol,Urko González,ESP,MF,23,2001,15.3,610,65,205,334,83,11,610,17,6,35.3,10,58.8,306,1953,1133,18,14,3,18,12,316,8
ESP-La Liga,2425,Espanyol,Walid Cheddira,MAR,FW,26,1998,7.1,203,5,21,99,86,33,203,20,4,20.0,14,70.0,108,516,219,8,6,8,25,9,141,34
ESP-La Liga,2425,Espanyol,Álvaro Aguado,ESP,MF,28,1996,4.9,303,7,68,161,78,6,303,8,5,62.5,2,25.0,175,1443,753,15,10,4,9,4,189,4
ESP-La Liga,2425,Espanyol,Álvaro Tejero,ESP,"MF,DF",28,1996,13.8,757,33,162,322,286,13,757,14,3,21.4,10,71.4,336,1885,892,27,17,2,17,6,394,72
ESP-La Liga,2425,Getafe,Abdoulaye Keita,ESP,"FW,MF",21,2002,1.1,41,3,10,19,12,1,41,3,1,33.3,2,66.7,22,84,24,1,0,0,3,3,25,4
ESP-La Liga,2425,Getafe,Alberto Risco,ESP,"MF,FW",18,2005,0.8,57,0,7,17,34,5,57,6,1,16.7,5,83.3,32,153,79,3,3,2,5,4,33,6
ESP-La Liga,2425,Getafe,Alex Sola,ESP,"MF,FW",25,1999,11.4,446,8,63,166,225,35,446,61,21,34.4,35,57.4,265,1570,631,24,12,10,54,21,302,61
ESP-La Liga,2425,Getafe,Allan Nyom,CMR,"DF,MF",36,1988,9.9,443,21,118,217,110,15,443,9,4,44.4,5,55.6,206,809,381,5,9,0,16,4,235,21
ESP-La Liga,2425,Getafe,Bertuğ Yıldırım,TUR,FW,22,2002,12.0,323,21,32,145,150,46,323,16,7,43.8,6,37.5,133,633,148,8,4,2,40,15,209,48
ESP-La Liga,2425,Getafe,Borja Mayoral,ESP,FW,27,1997,12.4,366,9,27,174,171,40,365,20,6,30.0,10,50.0,209,852,321,10,9,8,23,20,251,43
ESP-La Liga,2425,Getafe,Carles Aleñá,ESP,"MF,FW",26,1998,5.0,163,5,26,84,56,10,163,4,3,75.0,1,25.0,88,427,169,3,2,1,3,6,98,10
ESP-La Liga,2425,Getafe,Carles Pérez,ESP,"MF,FW",26,1998,15.9,551,16,74,198,291,44,551,50,21,42.0,27,54.0,298,2194,952,31,33,9,37,20,327,77
ESP-La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",21,2003,27.6,971,17,102,391,498,105,971,91,32,35.2,49,53.8,553,3077,1160,43,26,18,113,67,726,148
ESP-La Liga,2425,Getafe,Coba da Costa,ESP,"MF,FW",22,2002,11.2,504,10,75,191,245,47,504,56,19,33.9,33,58.9,261,2137,1076,46,23,25,26,23,294,83
ESP-La Liga,2425,Getafe,David Argüelles,ESP,MF,22,2002,0.1,7,0,2,2,3,0,7,0,0,,0,,3,30,12,1,0,0,0,0,3,0
ESP-La Liga,2425,Getafe,David Soria,ESP,GK,31,1993,38.0,1118,882,1098,20,0,0,1118,0,0,,0,,459,2883,1988,0,0,0,3,0,286,0
ESP-La Liga,2425,Getafe,Diego Rico,ESP,DF,31,1993,31.3,1929,78,532,901,516,11,1929,14,6,42.9,6,42.9,694,2551,1235,27,30,3,48,13,772,84
ESP-La Liga,2425,Getafe,Djené,TOG,"DF,MF",32,1991,28.3,1164,88,406,606,168,17,1164,17,7,41.2,7,41.2,514,2525,1275,18,10,1,23,17,527,21
ESP-La Liga,2425,Getafe,Domingos Duarte,POR,DF,29,1995,20.7,878,110,454,412,22,9,878,0,0,,0,,373,1673,626,3,2,0,2,2,394,3
ESP-La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",19,2004,0.2,17,0,7,8,2,0,17,2,0,0.0,1,50.0,5,23,5,0,0,0,2,0,5,0
ESP-La Liga,2425,Getafe,Iglesias,ESP,DF,26,1998,32.1,1627,104,471,763,412,15,1627,32,13,40.6,16,50.0,554,2779,1355,32,37,4,36,15,569,67
ESP-La Liga,2425,Getafe,Ismael Bekhoucha,MAR,"MF,DF",19,2004,0.8,35,7,14,13,9,0,35,3,2,66.7,1,33.3,16,71,35,1,0,0,2,0,16,1
ESP-La Liga,2425,Getafe,Jesús Santiago,ESP,MF,20,2004,4.1,184,7,40,109,37,4,184,7,1,14.3,6,85.7,97,490,239,4,5,0,8,0,97,4
ESP-La Liga,2425,Getafe,John Joe,IRL,"MF,FW",20,2003,0.5,33,1,5,10,18,1,33,5,2,40.0,3,60.0,21,102,47,1,1,0,4,1,23,6
ESP-La Liga,2425,Getafe,Juan Bernat,ESP,"MF,DF",31,1993,7.8,291,12,62,132,103,15,291,23,12,52.2,11,47.8,148,636,190,2,6,2,17,15,158,36
ESP-La Liga,2425,Getafe,Juan Berrocal,ESP,DF,25,1999,11.8,498,51,246,238,16,8,498,0,0,,0,,196,833,390,1,1,0,3,0,201,1
ESP-La Liga,2425,Getafe,Juanmi,ESP,"FW,MF",31,1993,7.7,220,1,23,107,92,20,220,10,4,40.0,6,60.0,125,587,186,6,5,1,27,8,141,28
ESP-La Liga,2425,Getafe,Luis Milla,ESP,MF,29,1994,31.9,1802,43,251,1049,524,20,1801,39,21,53.8,14,35.9,799,3920,2139,32,37,4,46,17,890,30
ESP-La Liga,2425,Getafe,Mauro Arambarri,URU,MF,28,1995,29.6,1146,45,203,693,264,72,1143,34,18,52.9,12,35.3,534,2364,863,17,8,3,60,29,622,55
ESP-La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,21,2002,2.9,87,6,21,56,10,2,87,3,2,66.7,1,33.3,34,148,74,2,0,0,1,1,36,2
ESP-La Liga,2425,Getafe,Omar Alderete,PAR,DF,27,1996,33.0,1585,192,681,796,122,39,1585,28,18,64.3,10,35.7,633,4014,2546,25,20,2,30,9,658,7
ESP-La Liga,2425,Getafe,Peter González,DOM,"MF,FW",22,2002,5.3,211,3,29,68,119,16,211,15,3,20.0,10,66.7,111,622,187,8,5,4,17,15,122,33
ESP-La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",23,2000,13.5,493,15,77,219,213,23,493,50,25,50.0,20,40.0,256,1340,480,8,10,4,33,12,291,37
ESP-La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20,2004,9.5,415,15,27,194,204,55,415,33,16,48.5,15,45.5,186,735,221,6,13,2,37,20,300,50
ESP-La Liga,2425,Girona,Abel Ruiz,ESP,FW,24,2000,15.0,391,11,28,188,177,59,389,20,7,35.0,10,50.0,225,1274,413,21,12,10,32,18,281,71
ESP-La Liga,2425,Girona,Alejandro Francés,ESP,DF,21,2002,13.0,969,66,343,503,130,7,969,14,7,50.0,6,42.9,496,2628,1469,18,9,1,8,1,632,21
ESP-La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",21,2003,29.2,2108,89,625,1009,488,55,2108,37,20,54.1,14,37.8,1183,5730,2704,41,31,5,25,14,1402,102
ESP-La Liga,2425,Girona,Arnaut Danjuma,NED,"FW,MF",27,1997,14.8,588,9,60,144,389,81,588,67,24,35.8,35,52.2,394,3594,2010,91,42,38,33,11,441,185
ESP-La Liga,2425,Girona,Arthur Melo,BRA,MF,27,1996,10.5,806,31,174,488,150,2,806,14,8,57.1,3,21.4,539,3605,1684,24,18,0,10,9,625,17
ESP-La Liga,2425,Girona,Bojan Miovski,MKD,FW,25,1999,9.7,182,5,20,73,89,29,182,7,3,42.9,2,28.6,88,325,83,4,1,4,17,6,121,33
ESP-La Liga,2425,Girona,Bryan Gil,ESP,"FW,MF",23,2001,19.1,1019,9,110,356,568,82,1019,104,41,39.4,52,50.0,715,4663,2103,76,43,34,56,39,795,210
ESP-La Liga,2425,Girona,Cristhian Stuani,URU,FW,37,1986,12.0,256,10,32,107,118,55,253,5,2,40.0,2,40.0,96,292,83,2,0,2,24,7,156,36
ESP-La Liga,2425,Girona,Daley Blind,NED,DF,34,1990,30.9,2860,172,910,1600,364,21,2860,28,15,53.6,11,39.3,1862,10086,5550,71,67,3,16,12,2151,61
ESP-La Liga,2425,Girona,David López,ESP,DF,34,1989,27.0,2263,259,1059,1133,76,17,2263,9,6,66.7,2,22.2,1405,8124,4714,17,20,0,11,7,1698,7
ESP-La Liga,2425,Girona,Donny van de Beek,NED,MF,27,1997,15.8,580,14,113,246,230,61,580,13,6,46.2,7,53.8,281,1412,588,17,15,2,13,15,387,85
ESP-La Liga,2425,Girona,Ferrán Ruiz,ESP,MF,21,2003,0.2,9,0,3,6,1,0,9,0,0,,0,,5,15,1,0,0,0,1,0,4,0
ESP-La Liga,2425,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19,2005,2.9,128,1,5,61,64,7,128,11,7,63.6,4,36.4,100,599,228,5,5,0,7,7,107,22
ESP-La Liga,2425,Girona,Iker Almena,ESP,"FW,DF",20,2004,0.5,39,2,4,6,30,1,39,3,2,66.7,1,33.3,32,233,152,6,3,1,1,0,31,10
ESP-La Liga,2425,Girona,Iván Martín,ESP,MF,25,1999,22.7,1577,35,285,902,412,18,1577,47,25,53.2,16,34.0,1044,6536,3039,57,55,1,43,27,1264,76
ESP-La Liga,2425,Girona,Jhon Solis,COL,MF,19,2004,5.9,364,11,67,231,69,6,364,12,5,41.7,6,50.0,229,1305,557,9,10,1,9,10,274,15
ESP-La Liga,2425,Girona,Juanpe,ESP,DF,33,1991,8.1,676,86,368,293,18,1,676,0,0,,0,,377,1847,1031,2,4,0,3,1,467,0
ESP-La Liga,2425,Girona,Kim Minsu,KOR,"MF,FW",18,2006,0.2,18,0,0,8,10,0,18,2,0,0.0,2,100.0,12,62,9,0,0,0,3,1,15,2
ESP-La Liga,2425,Girona,Krapyvtsov Vladyslav,UKR,GK,19,2005,2.0,79,71,78,1,0,0,79,0,0,,0,,54,243,115,0,0,0,0,0,44,0
ESP-La Liga,2425,Girona,Ladislav Krejčí,CZE,DF,25,1999,27.1,2351,259,1089,1175,106,28,2351,12,7,58.3,4,33.3,1523,8408,5129,29,18,1,15,8,1805,6
ESP-La Liga,2425,Girona,Miguel Gutiérrez,ESP,"DF,MF",23,2001,27.3,1741,68,365,671,722,50,1741,55,29,52.7,24,43.6,989,5390,2320,63,48,11,37,25,1146,199
ESP-La Liga,2425,Girona,Oriol Romeu,ESP,MF,32,1991,15.1,1032,48,223,668,141,4,1032,8,4,50.0,3,37.5,600,3070,1666,22,16,1,13,13,782,8
ESP-La Liga,2425,Girona,Papa Ba,ESP,MF,19,2004,0.5,20,1,5,10,5,1,20,2,1,50.0,1,50.0,9,69,24,1,0,1,1,1,14,2
ESP-La Liga,2425,Girona,Pau López,ESP,GK,29,1994,0.5,26,20,26,0,0,0,26,0,0,,0,,17,62,31,0,0,0,0,0,13,0
ESP-La Liga,2425,Girona,Paulo Gazzaniga,ARG,GK,32,1992,35.5,1289,1118,1283,6,0,0,1289,4,3,75.0,1,25.0,775,3613,2167,0,0,0,1,0,749,0
ESP-La Liga,2425,Girona,Portu,ESP,"FW,MF",32,1992,8.7,301,4,33,110,160,25,301,10,4,40.0,5,50.0,168,846,518,20,15,4,11,3,214,79
ESP-La Liga,2425,Girona,Silvi Clúa,ESP,MF,19,2005,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3
ESP-La Liga,2425,Girona,Viktor Tsyhankov,UKR,"FW,MF",26,1997,21.3,1064,23,103,408,564,74,1064,35,15,42.9,19,54.3,650,4031,1883,62,46,27,32,25,770,195
ESP-La Liga,2425,Girona,Yangel Herrera,VEN,MF,26,1998,25.1,1405,75,317,739,362,60,1405,47,19,40.4,19,40.4,812,4005,1760,31,35,3,54,35,968,99
ESP-La Liga,2425,Girona,Yaser Asprilla,COL,"FW,MF",20,2003,15.6,831,11,69,319,453,48,831,64,29,45.3,25,39.1,534,3762,1860,72,37,29,45,17,607,140
ESP-La Liga,2425,Las Palmas,Aboubacar Bassinga,CIV,MF,19,2005,0.0,4,0,0,4,0,0,4,0,0,,0,,3,11,4,0,0,0,0,1,3,0
ESP-La Liga,2425,Las Palmas,Adnan Januzaj,BEL,"MF,FW",29,1995,6.6,459,5,31,218,216,15,459,38,14,36.8,22,57.9,262,1780,781,24,14,5,31,9,319,58
ESP-La Liga,2425,Las Palmas,Alberto Moleiro,ESP,"FW,MF",20,2003,30.2,1416,4,153,682,607,102,1416,150,64,42.7,78,52.0,946,5912,3126,97,71,28,76,48,1097,179
ESP-La Liga,2425,Las Palmas,Andy Pelmard,FRA,DF,24,2000,2.3,152,11,50,77,25,0,152,2,1,50.0,0,0.0,71,418,159,1,1,0,3,0,90,5
ESP-La Liga,2425,Las Palmas,Arturo Rodríguez,ESP,FW,17,2006,0.2,11,0,0,3,8,2,11,1,0,0.0,1,100.0,7,37,11,1,0,1,0,0,8,2
ESP-La Liga,2425,Las Palmas,Benito Ramírez,ESP,"DF,FW",29,1995,5.3,406,16,87,169,155,9,406,15,3,20.0,9,60.0,211,1179,580,14,20,1,10,6,251,62
ESP-La Liga,2425,Las Palmas,Daley Sinkgraven,NED,DF,29,1995,1.0,77,4,22,35,20,1,77,1,1,100.0,0,0.0,46,262,95,2,2,1,1,1,50,7
ESP-La Liga,2425,Las Palmas,Dario Essugo,POR,MF,19,2005,21.5,1228,75,362,732,148,10,1228,18,12,66.7,5,27.8,582,2787,1382,18,21,2,35,21,763,8
ESP-La Liga,2425,Las Palmas,Diego Martín,ESP,FW,20,2003,0.4,19,0,3,7,9,1,19,0,0,,0,,10,36,24,1,0,0,0,0,12,5
ESP-La Liga,2425,Las Palmas,Dinko Horkaš,CRO,GK,25,1999,12.1,560,335,538,22,0,0,560,1,1,100.0,0,0.0,340,1488,929,0,0,0,0,0,351,0
ESP-La Liga,2425,Las Palmas,Enzo Loiodice,FRA,MF,23,2000,7.6,532,13,98,359,77,4,532,13,4,30.8,8,61.5,279,958,432,3,6,1,11,12,380,3
ESP-La Liga,2425,Las Palmas,Fabio González,ESP,MF,27,1997,0.6,57,1,5,41,11,2,57,0,0,,0,,37,178,85,0,0,0,1,0,42,0
ESP-La Liga,2425,Las Palmas,Fábio Silva,POR,FW,22,2002,20.7,706,32,69,311,335,101,703,53,21,39.6,29,54.7,330,1969,810,30,11,21,58,30,491,119
ESP-La Liga,2425,Las Palmas,Jaime Mata,ESP,"FW,MF",35,1988,7.3,270,11,20,135,116,38,270,9,5,55.6,3,33.3,118,458,158,6,3,2,17,3,192,48
ESP-La Liga,2425,Las Palmas,Jasper Cillessen,NED,GK,35,1989,25.9,1079,867,1066,13,0,0,1079,0,0,,0,,609,3115,2050,0,0,0,4,0,514,0
ESP-La Liga,2425,Las Palmas,Javier Muñoz,ESP,"MF,DF",29,1995,28.8,1411,44,272,814,342,32,1411,36,21,58.3,13,36.1,700,3825,1599,36,29,7,29,15,939,91
ESP-La Liga,2425,Las Palmas,José Campaña,ESP,MF,31,1993,13.2,946,40,224,577,153,5,946,18,8,44.4,8,44.4,478,2164,988,11,12,1,17,15,605,15
ESP-La Liga,2425,Las Palmas,José Carlos González,ESP,DF,18,2006,0.1,9,0,1,5,3,0,9,0,0,,0,,4,17,8,0,0,0,0,0,7,1
ESP-La Liga,2425,Las Palmas,Juan Herzog,ESP,DF,21,2003,14.6,812,129,492,297,27,20,812,2,0,0.0,1,50.0,376,1229,569,0,1,0,2,0,472,1
ESP-La Liga,2425,Las Palmas,Kirian Rodríguez,ESP,MF,28,1996,19.5,1357,47,294,872,199,15,1357,16,11,68.8,5,31.3,763,3545,1999,25,24,0,20,14,1027,39
ESP-La Liga,2425,Las Palmas,Manuel Fuster,ESP,"FW,MF",26,1997,11.1,742,19,93,364,288,23,742,17,5,29.4,9,52.9,410,2011,1016,23,15,3,20,16,533,75
ESP-La Liga,2425,Las Palmas,Marc Cardona,ESP,"FW,DF",29,1995,1.5,73,0,16,34,23,6,73,7,1,14.3,6,85.7,45,151,55,2,0,0,2,4,53,12
ESP-La Liga,2425,Las Palmas,Marvin,ESP,"DF,FW",24,2000,11.5,658,32,166,292,207,19,658,18,2,11.1,14,77.8,309,2037,879,29,20,1,26,8,347,72
ESP-La Liga,2425,Las Palmas,Mika Mármol,ESP,DF,23,2001,26.7,1820,145,681,890,257,16,1820,15,7,46.7,8,53.3,793,3825,2342,33,26,1,15,5,1065,62
ESP-La Liga,2425,Las Palmas,Oliver McBurnie,SCO,FW,28,1996,20.4,605,29,57,307,247,93,605,34,16,47.1,18,52.9,269,958,233,7,4,7,38,21,426,75
ESP-La Liga,2425,Las Palmas,Pejiño,ESP,FW,28,1996,0.2,9,0,2,3,4,0,9,0,0,,0,,9,57,17,1,0,0,1,0,7,2
ESP-La Liga,2425,Las Palmas,Sandro Ramírez,ESP,"FW,MF",29,1995,22.6,930,26,146,383,417,64,929,47,16,34.0,26,55.3,469,2578,1134,52,21,24,49,28,575,121
ESP-La Liga,2425,Las Palmas,Scott McKenna,SCO,DF,27,1996,27.4,1745,272,1035,661,54,23,1745,3,3,100.0,0,0.0,912,4118,2131,11,10,2,8,4,1140,3
ESP-La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,19,2005,1.1,59,1,8,43,9,1,59,2,1,50.0,1,50.0,32,119,30,0,0,0,2,0,46,2
ESP-La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",19,2004,10.8,570,33,148,339,90,6,570,24,11,45.8,9,37.5,238,1175,538,8,9,0,21,6,293,9
ESP-La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,17,2007,0.1,6,1,5,0,1,0,6,0,0,,0,,2,4,2,0,0,0,0,0,1,0
ESP-La Liga,2425,Las Palmas,Viti,ESP,DF,26,1997,22.0,1186,62,396,562,241,23,1186,20,9,45.0,7,35.0,491,3138,1498,43,14,4,28,6,559,65
ESP-La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30,1994,15.7,974,82,392,418,169,19,974,9,2,22.2,6,66.7,398,1740,1027,15,8,1,10,1,544,53
ESP-La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,31,1993,27.3,1609,225,877,684,53,19,1609,2,0,0.0,2,100.0,816,3700,1912,6,4,0,12,1,1020,3
ESP-La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,FW",23,2001,18.1,826,57,248,380,209,8,826,31,10,32.3,12,38.7,370,1917,1049,23,23,4,28,7,432,69
ESP-La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,26,1998,2.0,86,12,59,26,1,1,86,0,0,,0,,44,253,137,0,0,0,1,0,48,0
ESP-La Liga,2425,Leganés,Borna Barišić,CRO,DF,31,1992,0.1,4,0,0,2,2,0,4,0,0,,0,,2,6,1,0,0,0,0,0,3,0
ESP-La Liga,2425,Leganés,Dani Raba,ESP,"FW,MF",28,1995,20.9,930,23,111,445,398,43,925,91,46,50.5,38,41.8,523,2894,1474,42,42,10,53,40,572,101
ESP-La Liga,2425,Leganés,Darko Brašanac,SRB,MF,32,1992,18.0,672,49,169,307,197,28,672,7,2,28.6,5,71.4,268,987,414,6,12,1,16,9,356,53
ESP-La Liga,2425,Leganés,Diego,ESP,FW,24,2000,13.3,322,11,20,135,171,44,322,10,4,40.0,6,60.0,192,777,291,9,11,5,45,12,246,49
ESP-La Liga,2425,Leganés,Duk,CPV,"MF,FW",24,2000,2.0,95,2,12,29,56,9,95,19,10,52.6,8,42.1,64,428,207,10,4,5,12,5,64,21
ESP-La Liga,2425,Leganés,Enric Franquesa,ESP,"DF,FW",27,1997,6.8,306,12,89,157,68,6,306,21,9,42.9,7,33.3,133,793,337,11,10,2,21,2,151,30
